"";"...1";"area_estabelecimentos";"area_lavouras";"area_producao";"despesas_terra";"qtde_estabelecimentos";"pessoal_ocupado";"salarios";"pessoal_homens";"pessoal_mulheres";"qtde_tratores";"qtde_maquinas";"uso_adubos";"uso_corretivos";"uso_assistencia_tecnica";"uso_agrotoxicos";"uso_conservacao";"uso_irrigacao";"uso_energia";"despesa_insumos";"intensidade_agrotoxico";"despesas_estabelecimentos";"despesas_outras";"despesas_lavouras";"receitas_lavouras";"receitas_estabelecimentos";"CR_sicor";"producao";"pib_agro_municipios"
"790";2504801;16142,7;118,5;214;9;667;1289;1243;993;296;8;8;17;4;152;152;94;49;655;1460;0,5;4877;257;66;173;642;2528735,45;10252;25222,31
"791";2504900;9653,3;8342,4;12075;4366;1852;4072;2115;2615;1457;21;25;807;19;63;63;1987;263;1665;4235;17,04166667;17616;526;13174;23692;1703;4869406,15;25886;10452,82
"792";2505105;28037,7;5113,7;9255;559;1736;4952;1379;3331;1621;59;65;454;43;274;274;1622;119;1544;5042;0,47142857;12295;739;2010;6398;1704;3130767,57;17755;14668,25
"793";2505204;2391,8;354,2;707;229;194;521;1207;404;117;13;13;52;3;12;12;23;29;148;555;1,0952381;3129;13;534;2593;184;576175,51;4556;5411,43
"794";2505238;5161,4;1187,9;2718;658;723;1483;911;981;502;17;19;55;2;12;12;92;17;718;1281;128;5757;30;2549;11469;694;2589296,95;14529;7216,25
"795";2505279;4929,6;2572,9;4183;2138;843;1790;1135;1329;461;21;24;316;7;44;44;924;70;777;1963;65,71428571;7795;145;4595;17725;708;1348198,41;16048;8477,49
"796";2505352;11705,3;1981,9;4579;307;640;1627;419;1155;472;14;16;245;3;178;178;478;10;570;924;1;3655;458;1139;3416;635;1213705,4;3796;1987,58
"797";2505402;7428,5;1349,2;2231;463;510;1924;841;1385;539;8;14;34;2;19;19;566;57;435;1359;57,5;5077;385;438;1828;515;1089236,65;7128;2631,64
"798";2506004;8958,8;2991,5;4048;1730;1696;4679;1662;2898;1781;13;13;1094;10;218;218;522;82;1551;5952;0,17021277;13548;735;2866;11549;1678;1596963,88;14513;14536,39
"799";2506103;6175,2;1617,8;2115;292;1094;2548;634;1623;925;8;11;420;4;45;45;983;17;1062;1733;22;5316;694;1682;6139;1077;721897,49;4763;7436,8
"800";2506301;9368,3;1850,6;1425;1250;989;3119;3646;1986;1133;40;43;438;3;77;77;803;141;926;9550;5,05882353;22864;888;2183;6342;969;28745883,32;17917;16495,07
"801";2506400;15661,4;1669,7;2115;205;1237;3101;1857;2330;771;42;63;59;12;62;62;1056;11;466;1057;40;5663;232;860;9384;1145;1443716,53;8687;11582,68
"802";2506608;12074,7;1236,7;4130;302;556;1275;434;844;431;9;9;124;9;66;66;675;234;541;447;42;2969;256;613;2185;566;840360,71;3720;3967,04
"803";2506707;12139;2187,2;7369;3289;1099;2710;172;1835;875;3;3;160;2;29;29;813;34;1003;3679;1,69230769;6019;75;2057;7049;1069;1904168,69;4383;4457,07
"804";2506806;10129,2;1709,2;1995;311;944;3132;1595;2278;854;30;34;102;1;189;189;936;31;596;1113;9,77777778;5821;164;1208;17375;848;2799591,59;6713;5971,22
"805";2506905;10367,3;1578,1;3019;567;950;2252;1663;1581;671;49;64;295;21;441;441;1063;57;784;1167;19,5;6874;221;1124;5724;903;2090599,15;10310;16655,57
"806";2507002;25112,7;1596,4;7163;324;1231;2645;1256;2073;572;7;7;239;9;75;75;847;281;1145;1813;5;9790;1270;1557;3133;1189;3073580,89;11299;9207,68
"807";2507101;9288;4517,7;7435;4142;1153;3086;3246;2519;567;30;34;743;54;102;102;1100;343;936;3718;57,8125;13394;515;11029;35325;1138;3834954,14;31395;26094,12
"808";2507200;16897,2;1908,2;3351;233;836;2372;1772;1756;616;22;23;82;4;239;239;669;20;402;2299;4,33333333;8966;243;916;6660;796;2505828,91;10842;8767,39
"809";2507309;11796,8;4158,1;6855;3322;830;2542;3799;1773;769;37;43;239;18;91;91;784;92;779;3010;2,01384083;11463;39;8553;15535;823;3859095,55;14380;7059,32
"810";2507507;1252,1;843,8;948;757;150;562;1610;406;156;7;8;97;11;42;42;104;63;147;1756;1,16666667;5292;98;799;2398;145;1647317,2;14642;41879,96
"811";2507804;8067,7;1256;2354;69;432;1099;398;748;351;6;7;38;9;96;96;490;104;405;748;0,21875;3405;1320;774;1856;430;555596;2557;2992,44
"812";2508208;4764,8;891,2;2768;1023;664;2030;790;1557;473;24;28;438;4;71;71;104;49;559;909;1,8125;4925;153;1877;8899;654;3081283,41;8692;7035,63
"813";2508307;5386,2;2467,4;3148;2542;2022;4272;4164;3148;1124;61;61;1352;53;355;355;2671;362;1906;5854;0,24207493;20592;2059;3343;12481;1996;950039,26;25062;31909,91
"814";2508901;27935,5;18017,9;31913;14554;1093;4373;33667;3511;862;138;155;555;91;68;68;1428;344;1055;14556;2,82316443;61669;166;58749;95113;1086;17927435,66;95327;41179,94
"815";2509008;15607,7;1652,8;5928;457;1278;3737;503;2521;1216;4;4;181;2;91;91;4;33;1126;730;33,5;3519;148;1081;5028;1240;2088494,14;4972;3470,18
"816";2509057;2304,7;2201,3;2454;1220;422;1547;735;1205;342;17;18;247;31;42;42;411;26;407;1392;3,03448276;3227;103;2781;10831;464;666934,59;10388;16901,09
"817";2509107;8927;3268,8;4757;1762;726;2550;1823;1886;664;60;69;271;19;79;79;848;104;659;2270;16,87179487;10699;582;6376;17711;715;8309264,65;19378;17051,03
"818";2509156;2168;444,1;502;48;218;508;116;451;57;4;5;52;5;72;72;262;52;190;366;0,44117647;1677;126;720;1623;215;470827,8;1780;2779,34
"819";2509206;12310,7;2131,1;2946;531;1858;3819;2792;2407;1412;32;35;1059;7;218;218;1062;205;1684;2230;1,13513514;10363;651;1855;10751;1841;992663,84;12663;8168,96
"820";2509396;3623,6;841,6;1196;62;420;1164;102;664;500;4;4;91;2;57;57;525;6;393;257;0,07692308;909;34;158;1023;394;690238,86;1140;2142,92
"821";2509404;12407,5;2048,5;3970;340;1024;2798;1117;1961;837;34;47;98;6;123;123;1233;35;656;1035;12,2;4742;273;1100;6964;1012;2934448,37;6600;15608,41
"822";2509503;1910,3;1124,5;985;310;502;1510;447;1058;452;15;15;306;4;112;112;429;10;469;1175;1,14285714;3300;269;921;3833;494;316167,68;4516;5328,52
"823";2509701;54957,5;4944,9;12934;1457;3198;8562;5580;5790;2772;49;50;844;6;420;420;2143;542;3135;10370;7,08333333;32987;982;5134;13652;3113;9050156,36;27961;17308,08
"824";2509800;13544,2;975,3;1199;1285;814;2128;2463;1404;724;58;78;278;12;79;79;468;112;765;2573;7,75;13101;1187;745;2837;789;3621982,59;12338;16186,37
"825";2509909;3558,2;1058,1;1972;1097;870;1735;2119;1098;637;6;6;390;24;220;220;858;203;846;1651;0,34587554;6065;343;3532;11829;861;1529977,93;8082;10813,46
"826";2510105;2652,3;1404,9;1664;434;354;1014;911;751;263;27;28;164;58;71;71;463;139;268;1101;0,10282258;4038;330;1719;4396;351;412828,28;4087;2922,07
"827";2510303;19364,2;2021,7;4621;213;542;1273;344;911;362;19;21;135;2;53;53;421;27;516;1287;6,5;3205;231;247;1005;533;362521,2;5360;2069,71
"828";2510402;19391,2;1628,7;3217;146;533;1717;529;1045;672;4;6;73;3;67;67;751;126;617;841;6,33333333;3326;317;290;1453;644;1337303,17;6544;6382,35
"829";2510808;26844,6;780;2290;275;497;1530;1415;1105;425;21;25;178;14;226;226;492;175;482;3155;4,33333333;8243;84;280;707;492;1603997,47;10134;11155,39
"830";2511202;26896,5;23909,5;26697;4988;1822;5429;11364;4714;715;123;147;1566;58;181;181;891;498;1446;21708;12,52631579;42658;376;16020;62244;1739;5342961,94;84600;90811,2
"831";2511400;28517,3;3627,9;5882;963;1209;2997;822;2048;949;57;60;369;77;86;86;1115;165;1140;3361;0,76630435;7130;160;1773;5872;1178;1435072,08;7153;10463,97
"832";2511509;4276,9;912,3;1795;401;598;1479;1462;1192;287;23;26;314;8;112;112;268;96;551;929;11,16666667;5204;92;993;4458;582;2721194,99;7264;5480,53
"833";2511806;3818,7;688;1174;407;434;979;1250;708;271;16;17;143;5;35;35;367;33;395;629;0,4516129;3637;121;1480;9458;415;1011091,64;4804;5691,89
"834";2511905;4127,6;3832,8;4478;5050;983;3371;3454;2685;686;18;19;878;37;66;66;1217;460;795;4858;0,98214286;12779;807;8803;18542;962;2227471,52;20666;44552,74
"835";2512002;19685,2;5933,2;7241;1373;1782;4749;1817;2992;1757;34;34;577;3;917;917;1444;21;1675;11441;0,01111111;20647;1757;1458;5918;1765;3617618,33;13026;71459,34
"836";2512101;55404,2;2224,7;4186;718;1334;2977;3209;2405;572;19;21;375;7;471;471;815;203;1302;8046;0,95454545;20407;1768;1033;3114;1304;3061064,4;20236;16529,79
"837";2512200;12321,6;1130,7;4695;508;334;1485;1516;1124;361;9;11;150;2;79;79;162;74;321;1004;3,63636364;6403;6;1023;1690;323;5976410,71;9242;11093,67
"838";2512309;12742,5;2226,9;4351;935;1146;3533;4736;2519;1014;11;13;531;78;295;295;812;78;1096;15388;43;27067;1641;1488;6916;1127;4606941,74;29146;24708,92
"839";2512408;3075,9;1745,3;1626;683;1062;2560;1233;1658;902;11;11;852;3;77;77;927;32;1044;2583;7;7982;743;1858;6602;1015;910191,17;9181;9602,85
"840";2512507;21628,6;5935,3;3652;1378;3401;7607;3095;4918;2689;57;70;1248;13;371;371;1241;139;3321;15438;25,66666667;31087;2823;2940;13796;3378;5122408,29;33770;17505,33
"841";2512705;7066,7;2014,4;3058;439;875;2469;883;1649;820;10;10;585;13;165;165;583;54;810;1295;0,03603604;5342;429;1316;5642;867;1479377,47;4733;12918,04
"842";2512721;3329,1;876,8;1310;346;589;1084;385;732;352;13;16;270;7;53;53;371;40;526;613;0,46808511;3652;410;1243;4411;563;666249,13;6511;4227,89
"843";2512762;2241,3;578,7;814;301;400;1110;591;817;293;9;10;231;2;26;26;422;57;319;590;1,35714286;3730;285;578;3194;397;1022212,73;3266;3568,79
"844";2512804;15323,6;125,6;622;2195;596;1203;804;1084;119;17;18;166;3;204;204;50;106;553;3933;7,25;8196;603;179;623;598;3113494,49;8973;5402,96
"845";2512903;23609,4;22856,4;36232;18875;1113;4273;11756;3242;1031;39;50;616;51;107;107;1508;173;1006;16571;34,52941176;69505;2549;66768;58081;1032;4810973,53;51017;22521,12
"846";2513109;13637,6;1691,9;3504;306;1337;3039;1120;2179;860;13;13;208;25;106;106;1476;123;1108;1547;4,35714286;6542;303;965;6222;1298;1492099,13;7600;8464,86
"847";2513307;8900,5;836;702;297;445;838;895;709;129;9;11;56;8;81;81;148;93;419;1372;3,25;4520;574;555;1541;445;1914817,39;6169;6008,95
"848";2513703;27429,8;26132,6;39419;25850;610;4246;28237;3290;956;234;289;269;23;44;44;119;113;553;27120;3,76101218;82400;1575;61197;129874;580;15386096,57;142327;83466,02
"849";2514008;48853;1105,3;5482;94;487;1262;1137;863;399;9;12;115;14;61;61;36;74;479;2349;4;5867;656;217;459;486;1410852,88;4538;6314,33
"850";2514206;11979,7;229,5;2216;126;741;1297;530;1079;218;6;6;49;4;288;288;759;71;643;1095;2,11111111;3482;100;441;4215;784;1634192,46;6569;5072,46
"851";2514305;6413,6;556,4;1850;82;545;866;190;712;154;6;7;19;2;8;8;457;17;460;476;22;2012;104;517;2630;498;1190549,46;3070;3411,78
"852";2514453;3568,2;735,9;1468;126;481;1237;671;809;428;11;11;97;2;309;309;369;60;452;397;1,72727273;3086;154;736;2940;474;1488499,89;4084;3322,03
"853";2514503;28278,5;1484,1;3584;275;1670;4138;1448;3358;780;8;8;153;5;336;336;1216;169;1608;3339;16,66666667;10522;1076;1016;4845;1650;3077844,12;14722;13028,26
"854";2514552;5985,3;1074,2;1729;285;718;2159;642;1460;699;3;3;206;6;80;80;498;65;700;540;1,86363636;2502;220;444;3448;709;967761,94;4071;4267,71
"855";2514800;21523,1;1641,3;3038;80;541;1606;582;1192;414;8;9;190;2;145;145;371;142;517;2282;13;5588;853;505;1082;536;1327120,9;4345;2261,73
"856";2515005;4518;1791,5;3298;568;674;1541;1346;1096;445;51;52;366;9;135;135;524;119;638;993;19,25;3959;9;1636;7591;540;530884,69;14561;14703,25
"857";2515104;3183,9;1976,8;1917;690;1376;3760;1193;2407;1353;6;6;881;11;225;225;2017;126;1337;1595;0,24271845;6337;515;1406;8799;1355;945825,92;8439;8066,77
"858";2515302;21071,6;16453;22895;8566;1650;4723;7960;3486;1237;61;68;797;24;110;110;2004;340;1508;9205;33,01388889;34496;410;30116;62247;1575;8297127,96;64078;20596,6
"859";2515500;40746,9;3154,5;5624;338;951;2317;1057;1503;814;16;16;396;2;267;267;350;213;933;4492;1,71428571;10648;2003;1112;2513;945;3327461,77;6475;4778,61
"860";2515807;3096,8;721,9;1561;384;888;1665;674;1046;619;4;5;362;4;19;19;746;36;822;733;3,88888889;3642;108;826;4177;877;1755670,36;4666;4347,89
"861";2515906;5145;847,4;1712;352;579;1219;1020;844;375;10;10;323;3;120;120;386;10;471;669;0,01666667;3039;25;1309;4647;568;731431,07;3691;16291,04
"862";2515971;2791,8;1297,7;2096;930;1010;2472;1399;1872;600;13;15;632;14;76;76;1002;105;965;1406;4,22727273;6283;275;3144;9406;923;1251659,7;6668;10365,14
"863";2516003;12674,2;2774;4857;593;1637;4395;1062;2830;1565;9;11;1012;2;349;349;1818;50;1525;1938;0,06185567;8990;258;2386;9043;1626;3449098,22;8842;9859,85
"864";2516151;7779,2;1388,4;3549;39;353;1018;128;668;350;4;4;37;2;125;125;297;13;334;593;5;1499;116;395;1432;352;496012,02;1852;1070,62
"865";2516201;29579,5;3494,4;4889;1044;1670;4583;6097;3448;1135;61;74;336;11;635;635;997;410;1492;4631;0,43367347;20260;1393;7216;12358;1684;7119369,5;22949;24343,31
"866";2516300;38029,5;2602,4;2871;373;904;2610;1502;1812;798;16;17;457;15;157;157;874;243;882;2776;6,66666667;8683;1140;646;1650;890;2646082,34;8803;11392,85
"867";2516409;14421;1202,3;1678;244;515;1493;1118;1013;480;17;22;162;3;67;67;68;21;594;1265;11,33333333;3945;238;530;2479;649;2491000,85;5013;7768,02
"868";2516508;44576,4;7811,3;6253;367;1033;3341;1328;2113;1228;44;58;210;3;148;148;26;70;997;3112;7;7378;275;600;2978;989;1328539,71;9356;10606,95
"869";2516706;6513,1;1908;4809;516;1260;4173;695;2658;1515;10;10;275;12;159;159;1464;284;1064;1482;5,36;5293;661;1615;7172;1244;1456868,07;5644;11056,21
"870";2516805;8040,2;908,6;1037;161;586;1447;552;1229;218;15;15;74;2;31;31;569;105;522;1386;44,5;3786;271;404;1855;598;2101259,4;6159;9577,36
"871";2600104;15764,2;2795,9;5161;639;1877;5097;1958;3431;1666;9;15;736;13;89;89;1312;251;1825;2621;1,06451613;9563;666;1653;6499;1764;1946099,66;12336;6204,83
"872";2600203;62941,9;9736,6;21192;512;3456;8821;1796;5375;3446;65;145;175;12;133;133;1818;210;2935;5992;14,44444444;16574;2659;2738;10688;3360;6828010,91;13506;8947,35
"873";2600302;12449,7;971,6;1485;1505;1059;2777;5410;1986;791;42;59;653;32;88;88;881;90;948;12370;101;31663;1913;1394;3725;943;1912363,26;31442;27048,08
"874";2600401;17291,2;5675,1;8978;2526;1204;4649;4240;3679;970;31;38;586;29;557;557;660;59;775;2785;2,09060403;12023;683;5616;22950;1182;3620116,86;25370;20753,08
"875";2600500;45846,7;5779,3;6735;1301;3050;7627;3668;5232;2395;67;79;943;5;235;235;2828;127;2837;14982;0,66666667;29897;1744;2768;11516;2928;6233408,76;34239;35467,93
"876";2600609;10161,2;2030,2;2936;502;1245;2998;1994;2197;801;11;14;665;6;58;58;483;49;1075;8176;2;14498;221;1831;5486;1134;2468481,86;19243;19404,55
"877";2600708;13925;11230,5;15473;5878;795;2183;3698;1752;431;65;81;317;38;73;73;1005;98;514;6864;30,2;21392;1634;15193;33150;657;7043711,67;44986;45923,93
"878";2600807;27702,5;2519,7;3250;761;2846;6065;3540;4371;1694;30;52;721;12;17;17;1547;258;2340;8962;2,82051282;25141;933;1612;8789;2661;4792092,88;37154;12285,86
"879";2600906;15543,9;11521,3;15845;10030;1839;4715;4465;3433;1282;31;37;1549;53;40;40;1595;839;994;10814;1,90503324;25816;513;16162;44645;1697;7206302,56;52611;43909,46
"880";2601003;6834,6;861,1;1595;469;708;2363;1422;1399;964;17;25;360;21;37;37;400;27;653;12327;0,29411765;16118;161;826;4531;683;1105704;16432;38942,71
"881";2601102;69842,9;31759,1;47341;1694;7365;22235;2673;14423;7812;287;353;720;50;394;394;7826;653;6498;9336;4,775;36590;7205;16702;57253;7168;14266079,76;34940;29470,4
"882";2601201;14643,6;1990,5;2381;1051;735;1941;2185;1397;544;13;27;304;8;20;20;634;85;718;6053;12;12531;117;1814;2419;479;2278098,91;12379;9729,14
"883";2601409;10607,3;5358,9;7311;2020;662;1506;2698;1217;289;14;17;332;24;22;22;242;38;514;2519;0,65263158;6164;39;5030;15099;642;1746467,01;16609;18848,37
"884";2601607;37987,3;2727,5;16301;5648;1546;4514;6471;3063;1451;84;92;633;167;123;123;1173;659;1467;8104;2,4197031;21350;1323;15595;41831;1571;10345726,87;44412;33170,57
"885";2601706;10771,6;2611,8;2494;1450;1502;4193;3352;2912;1281;24;31;929;7;70;70;1279;390;1458;9693;0,43203883;25562;788;1364;10178;1494;27422215,26;60848;139932,44
"886";2601904;11950,6;2147;3196;2927;1736;3880;2344;2572;1308;36;49;645;31;40;40;673;160;1616;9156;33,65;17607;620;4013;8717;1523;3164310,38;29614;29783,39
"887";2602001;56421,9;5962,9;10420;948;3566;11385;3631;7665;3720;66;71;230;11;31;31;781;189;3320;17702;46;29371;481;2735;10567;3354;10813515,79;38880;21716,04
"888";2602100;37885,4;5590,7;5642;2155;2698;8212;5630;5530;2682;97;143;1065;54;190;190;2387;259;2598;15769;1,65656566;28474;596;2483;10482;2567;15704179,92;42905;56241,58
"889";2602209;9432,4;3957,6;5412;2125;3816;8651;3668;5068;3583;14;17;2645;23;140;140;3044;190;3686;5350;0,28454545;21536;1079;7753;24621;3552;3098761,64;30643;36149,8
"890";2602308;13259,7;3059,6;5346;6193;1677;4283;6677;3350;933;28;31;1100;286;78;78;1486;1031;1325;6881;2,82175926;23195;1057;5746;11840;1334;15307174,63;36409;54848,29
"891";2602407;9743,8;1289,2;1588;942;1004;2847;3327;1804;1043;38;58;496;63;78;78;684;193;996;2644;0,95419847;10984;429;1365;3876;862;3134452,88;46001;92143,47
"892";2602506;4680;1747;2560;134;837;2105;258;1329;776;4;4;238;2;29;29;427;45;770;530;0,02114165;2196;47;562;3751;795;559498;4340;3413,38
"893";2602605;19624;2193,3;4856;1818;1434;3272;2763;2375;897;22;29;458;11;151;151;789;292;1358;7948;2,46923077;21497;2213;2294;3842;1365;2431125,82;18361;6490,64
"894";2602704;2884,1;1622,2;2367;1944;419;1233;1181;790;443;17;49;256;11;18;18;279;23;383;2270;2,77697842;7179;751;1855;4877;410;2875863,74;8588;4809,66
"895";2602803;61680,8;12454,1;10614;2219;5647;15643;8344;10216;5427;75;90;1812;25;116;116;4646;244;5453;26274;0,06562194;61001;14509;8380;16638;5294;6090275,34;80700;55558,2
"896";2602902;16956,6;14126,5;18943;11564;1872;4783;18566;3874;909;64;76;896;69;27;27;488;252;1736;11155;3,62626263;49474;8666;44319;57762;1741;2500696,81;54921;25250,83
"897";2603009;37092;2316,5;11188;3716;1451;4071;3193;2700;1371;41;52;605;199;214;214;1213;653;1413;5662;1,66110184;15787;2808;9359;12592;1453;7910205,43;15703;25120,37
"898";2603207;18199,1;7717,9;8152;2738;4458;13162;2998;8508;4654;52;61;2498;18;222;222;3489;23;4320;14001;5,2;32517;2261;8312;27831;4305;7844627,45;31643;20391,94
"899";2603306;6992,2;3597,9;3446;2003;1908;5089;1561;3443;1646;32;46;1426;36;65;65;1821;269;1655;4013;6,18518519;11734;540;3152;11200;1847;2774269,75;17629;20765,25
"900";2603405;3750;932,1;2885;125;613;1419;247;917;502;3;3;101;3;64;64;434;157;455;369;2,2;1736;17;688;3894;581;769502,91;1577;2155,87
"901";2603504;2176,5;874,7;958;1602;322;934;1125;674;260;18;25;173;47;41;41;180;132;314;3544;17,79166667;7250;123;605;2857;210;1843096,98;11329;13910,19
"902";2603702;28867,4;2456,2;5582;1357;2172;5054;4582;3375;1679;39;43;1144;36;62;62;982;121;1993;4349;0,59848485;15206;726;2163;14302;2114;4313552,52;18565;26784,36
"903";2604007;6120,4;2941,2;4093;2054;380;874;4325;701;173;27;28;225;15;30;30;71;127;254;2732;143,4;42097;30482;6071;7482;348;14847098,36;19464;18020,98
"904";2604106;16506,2;3861,4;5096;1519;1390;3707;8201;2728;979;58;79;830;30;209;209;535;329;1361;26639;4,95454545;53680;3182;3032;5078;1328;3978780,48;67211;96576,3
"905";2604155;5740,5;1838,1;1713;912;1903;4720;1041;2628;2092;5;5;1532;1;13;13;1549;1;1856;4180;64,33333333;8378;163;2208;8197;1779;921522,59;8201;3938,19
"906";2604304;6654;3086,9;1068;461;637;1664;547;1102;562;36;68;100;24;29;29;572;88;548;1896;1,17647059;4595;181;663;1696;598;3672019,37;6758;8469,05
"907";2604403;3610;2975,9;3916;5631;311;986;6961;842;144;11;13;118;22;21;21;243;25;192;5876;37,71052632;14776;30;14137;7543;248;4738476,19;8351;15885,34
"908";2604502;3581,3;2001,3;2720;3549;1502;3706;7555;2574;1132;11;11;1120;162;101;101;2455;982;1480;5597;3,01546392;21220;858;1374;4981;1464;2188638,95;19713;21685,9
"909";2604601;1441,9;1150;1813;1174;190;614;1878;526;88;8;10;137;10;6;6;176;29;110;1075;10,29411765;4371;209;3899;5160;205;1293889,36;4874;19281,58
"910";2604700;21951,2;837,9;2277;1261;1290;4019;4069;2983;1036;16;19;473;48;55;55;666;306;1179;7038;6,41509434;17852;158;664;1508;1137;7555037,93;64992;33240,74
"911";2604809;4475,5;2668,8;4783;1651;341;1021;2090;881;140;16;16;276;52;19;19;23;175;92;1514;0,82131661;5178;330;4222;9417;274;1014212,67;10499;11494,16
"912";2604908;17580,1;3198;4264;850;2407;5144;1919;3200;1944;45;48;637;5;184;184;2226;15;2106;7995;22,28571429;49335;101;2357;10272;2282;1282402,74;22043;11377,57
"913";2605004;6042,9;642,7;1046;552;550;1288;791;1002;286;10;11;341;9;11;11;687;109;391;1036;12,30769231;3561;60;475;2773;516;1063060,14;4491;10239,56
"914";2605103;79206,5;6590,8;27049;307;3705;9457;1925;5625;3832;49;59;770;23;13;13;1752;266;3683;4774;20;15544;864;4642;12559;2932;6962897,05;17567;12435,78
"915";2605202;22048,3;19838,6;28617;16310;612;4283;20518;3844;439;71;83;446;130;153;153;602;106;491;15884;12,63400576;48901;2050;47050;88270;609;23594791,91;84898;60983,01
"916";2605301;53836;4837,3;6296;1007;2594;7356;3004;4900;2456;230;261;640;15;173;173;1144;127;2540;9511;1,55;22568;2804;1912;7059;2423;12426104,3;29578;22041,72
"917";2605400;3704,7;1078,4;1969;256;767;1636;2087;1067;569;19;20;494;11;73;73;715;25;723;2532;12;8726;20;1468;3884;641;691341,7;11942;10589,65
"918";2605608;37626,8;6590,2;23715;360;3196;6419;933;4627;1792;30;33;323;15;36;36;1798;165;3199;1865;1,26086957;9311;489;4926;14956;2804;2808731,21;9285;12672,46
"919";2605707;128801,1;4540,4;18574;1343;2012;8320;2997;5085;3235;16;21;277;28;179;179;693;310;1921;4335;32,71428571;11801;368;3018;5045;1923;5006964,62;11193;11089,87
"920";2605905;14022,4;12240,5;18892;4104;570;1135;2208;864;271;18;22;426;101;172;172;318;54;353;3698;6,18994413;11359;1477;10453;37853;556;1391916,19;35114;25639,3
"921";2606002;23266,9;5291,9;8180;3736;3054;7710;6767;5118;2592;61;83;2078;104;121;121;1976;411;2977;13112;5,25396825;34216;1458;11176;20738;2902;29603028,71;39263;54988,06
"922";2606101;10729,1;4551,8;6877;1964;2326;5982;5485;3673;2309;66;70;1659;44;202;202;2734;241;1335;22247;3,34319527;37931;493;6105;10376;2163;6237895,06;42014;42066,52
"923";2606200;22775,1;21612,1;22068;12163;1481;2631;3027;1875;756;31;46;403;47;46;46;531;126;262;14575;102,975;29196;1629;21099;19266;828;6637211,9;144115;198100,55
"924";2606408;11655,6;3843,1;5799;4807;1892;4557;6904;3143;1414;75;93;979;162;112;112;626;601;1792;8675;7,99166667;27353;483;4483;9972;1719;9276353,23;34738;30792,01
"925";2606507;25293;2813,5;4669;1224;1829;4948;2444;3639;1309;69;73;426;8;58;58;1391;18;1634;11098;0,54545455;17725;624;1644;8031;1596;7782347,6;22208;24467,1
"926";2606606;29820,4;5208,2;15038;4912;1737;5448;2638;4064;1384;100;111;519;12;140;140;402;543;1605;8064;8,4516129;18264;169;6762;12600;1640;2470259,7;48105;64679,93
"927";2606804;19893,8;19472,7;28190;12983;558;5475;46868;4946;529;9;9;439;20;35;35;653;19;505;13450;0,05172414;103947;16;101713;74098;482;5404594,6;76030;45676,76
"928";2606903;25207,8;2944,2;7214;881;1566;4371;1744;2815;1556;35;42;400;3;122;122;1012;87;1455;2696;10,75;8656;369;1193;3987;1483;1062990,63;8530;6971,87
"929";2607000;32643;2332,8;18562;10148;2013;7007;2374;4571;2436;25;42;676;18;118;118;1979;615;1777;12615;84,09090909;23546;1739;15478;22427;1969;1072404,14;24740;15697,2
"930";2607208;25779,2;25265,1;35762;14210;1203;7308;32858;5930;1378;63;70;965;166;148;148;689;135;1104;11144;8,1245283;65874;1370;64539;151592;1468;4052631,69;155963;32167,96
"931";2607307;17474,3;4290,7;12875;347;1940;5066;847;3275;1791;66;69;114;3;37;37;866;92;1803;1693;3,26315789;7854;1160;3860;12933;1812;4473846,66;11046;7912,79
"932";2607406;17274,6;186,8;6319;250;297;578;133;439;139;7;15;62;24;57;57;139;95;251;2135;2,30769231;9409;34;240;379;148;1373300,24;22606;5719,38
"933";2607505;56919,3;8774,2;8846;2378;4208;13365;5208;9313;4052;65;70;1714;5;129;129;3932;72;3910;29035;15;45665;996;3329;9669;4015;7371556,47;69506;25253,31
"934";2607653;14551;13395,8;18364;14831;706;2522;11703;2129;393;67;86;404;42;32;32;846;159;461;13201;358,7;38775;2287;36929;61994;714;10131675,37;59759;47869,81
"935";2607703;20331,9;4839,3;9191;314;1466;2968;1110;2025;943;17;24;365;1;376;376;338;73;1354;4063;3,8;9392;293;1482;5367;1190;3118606,66;13399;8699,8
"936";2607802;4799,4;4254,8;5798;3225;746;2072;6836;1617;455;18;19;595;15;17;17;615;124;637;2791;32,45;16492;775;15210;21359;726;2864262,85;17033;17001,44
"937";2607901;2692,3;2053,8;3604;647;604;1617;2106;1295;322;18;21;353;27;26;26;460;140;537;1102;0,64942529;5132;112;3684;8768;585;60000;10114;30457,89
"938";2608057;11362,2;1972,9;3468;443;852;2838;5556;1894;944;18;25;109;9;53;53;357;155;690;24122;0,33333333;42412;1887;2503;6109;797;525046,51;64181;12278,92
"939";2608107;7087,3;1487,4;2421;370;2749;6049;1205;3493;2556;7;14;1560;15;75;75;1247;51;2617;1948;9,5;12242;2532;3069;14461;2579;1974260,3;15502;6621,63
"940";2608255;7741,6;3472;3757;1400;1780;5068;1374;3362;1706;41;54;1328;15;37;37;2267;315;1649;3975;22;10570;831;3310;10417;1701;1840358,23;12518;29875,74
"941";2608305;6260,1;3044,9;3236;1449;1470;4353;1388;2924;1429;24;35;1029;21;126;126;1674;234;1351;3369;50,5;10248;390;2928;9559;1429;2281103,61;12846;34099,09
"942";2608404;6778,8;2167,7;2765;1046;1425;4036;2243;2875;1161;8;14;938;13;43;43;1080;160;966;3122;0,70935961;11692;360;3671;10176;1408;1639889,95;13019;12780,94
