"";"...1";"area_estabelecimentos";"area_lavouras";"area_producao";"despesas_terra";"qtde_estabelecimentos";"pessoal_ocupado";"salarios";"pessoal_homens";"pessoal_mulheres";"qtde_tratores";"qtde_maquinas";"uso_adubos";"uso_corretivos";"uso_assistencia_tecnica";"uso_agrotoxicos";"uso_conservacao";"uso_irrigacao";"uso_energia";"despesa_insumos";"intensidade_agrotoxico";"despesas_estabelecimentos";"despesas_outras";"despesas_lavouras";"receitas_lavouras";"receitas_estabelecimentos";"CR_sicor";"producao";"pib_agro_municipios"
"943";2608453;5030,4;632,6;990;580;659;1626;2533;1160;466;21;23;289;51;43;43;402;30;572;10398;2,11111111;19040;197;1358;2124;621;1152892,59;24994;65765,61
"944";2608503;3019;2208,4;3006;1231;679;2203;2849;1462;741;16;79;517;19;93;93;404;53;601;1648;6,20588235;7946;215;4810;6824;685;19974913,35;7694;11204,71
"945";2608602;11300,8;1873;1950;1741;1595;4110;1315;3141;969;11;16;1015;74;38;38;1897;236;1352;3628;29,28571429;8811;328;974;4559;1421;3948744,29;12853;30256,22
"946";2608701;13115,8;4279;5436;1046;2262;4486;2254;3299;1187;12;14;1275;74;99;99;1169;773;1769;1838;0,19091554;8326;121;2991;22974;2170;787428,51;22238;30565,24
"947";2608750;40751,3;4915,3;13517;13248;1362;4834;28010;2840;1994;69;72;420;171;337;337;1138;455;1165;14713;3,20829732;67482;15695;64023;70988;1390;2004411,21;73085;114104,22
"948";2608800;7467,4;3096,8;2603;1288;1491;3814;1532;2553;1261;32;42;1137;28;132;132;1425;72;1404;6900;27;15564;696;2717;10164;1465;4401479,61;23375;32696,02
"949";2608909;13544,5;3400,8;4165;1462;1721;3839;5200;2483;1356;54;74;904;25;139;139;521;114;1610;5055;0,4384858;20495;294;5409;13757;1375;5723419,83;32276;39291,97
"950";2609006;7314,6;3171,7;6119;1740;848;2195;3744;1736;459;14;19;373;55;70;70;331;192;731;2461;0,20072727;10266;422;7584;17404;830;2270174,53;18979;35100,73
"951";2609154;18836,4;3276,3;7918;891;2857;7872;641;4871;3001;6;7;131;7;64;64;2692;25;2584;5224;19,33333333;11303;835;4104;11508;2748;2285036,35;9088;4573,49
"952";2609303;20327,5;1939,9;7057;916;987;2994;1032;2085;909;12;12;174;20;42;42;343;212;889;1289;0,79268293;6162;184;2123;5637;884;2170120,83;4194;2476,25
"953";2609402;6706,9;5965,6;7442;2719;795;3634;3652;3152;482;65;71;531;50;49;49;641;124;686;3837;0,28474958;11892;130;9257;25036;751;1494859,46;32001;65781,55
"954";2609501;7621,4;5150,7;6817;4471;389;1415;8842;1082;333;23;25;163;11;43;43;203;23;274;4029;412,75;18327;228;14522;8249;262;12183656,49;16010;55329,65
"955";2609709;6434,3;1725,3;2650;2183;2229;5354;7520;3253;2101;6;8;1715;16;172;172;2157;40;2148;30484;0,20108696;55660;4776;3277;9799;2108;8082066,78;86352;156849,85
"956";2609808;11279,6;3000,6;5786;4621;1524;3347;1888;2471;876;35;35;999;431;38;38;1089;1156;865;4836;1,01011378;12035;1812;9476;19151;1434;3971060,19;17131;36573,98
"957";2609907;60594,3;15019;25632;815;5091;13979;1399;8769;5210;107;192;554;35;325;325;2946;524;4825;11345;4,76190476;26118;5309;6163;19365;4876;7858717,71;21076;16595,4
"958";2610004;17535,4;15724,2;17813;921;540;1230;1281;965;265;17;23;330;63;188;188;344;87;302;1067;0,20798319;3251;8;2861;11444;474;7913483,04;13725;31633,65
"959";2610202;18855,3;3271,9;6648;660;2423;5299;1708;3567;1732;8;9;1452;16;12;12;1132;94;2038;2596;0,55757576;7773;313;2299;21527;2290;2267718,03;17874;8818,86
"960";2610509;13236,7;2826,9;3860;1052;2269;5519;2009;3333;2186;42;51;724;17;46;46;1731;261;2104;3335;17,58823529;11988;331;1365;7168;2191;2305884,16;21571;13080,07
"961";2610608;10765,2;8189,9;11581;7349;870;3873;26553;3122;751;47;55;496;26;63;63;688;177;730;61311;51,29333333;101434;163;30067;4896;795;10676934,45;100739;282442
"962";2610806;41908,3;4353,2;3170;480;1808;4065;6178;3129;936;61;71;423;32;114;114;1155;95;1693;30431;4,14285714;41752;309;1467;3083;1581;5930966,52;65002;24883,38
"963";2610905;26158,5;5366,6;7134;1528;2586;6749;4700;4500;2249;50;74;817;82;210;210;1596;237;2312;14055;2,8;25703;495;3394;12507;2390;3892340,65;38020;27021,23
"964";2611002;17058;4313,5;12413;15642;1572;4421;9068;3471;950;118;128;1065;156;157;157;853;1115;971;41877;2,62332589;63707;2070;27987;36438;1491;4719107,48;67510;42301,35
"965";2611101;130858,6;31208,8;73694;174175;7010;40690;239132;24110;16580;1235;1324;3946;1656;2151;2151;3833;4217;5469;176111;3,47224969;540702;45449;514039;784491;6676;91612440,68;780313;677330,42
"966";2611309;9328,6;3367,7;6599;3280;2097;6125;8662;3953;2172;89;91;1075;48;102;102;1327;582;1883;9486;1,28279883;29056;39;5072;23128;1799;3268714,15;44341;27008,57
"967";2611408;5487,7;4918,4;6922;3688;617;1771;4957;1511;260;14;15;539;19;13;13;421;227;325;3928;2,30733945;23027;1683;21116;21924;571;2601431,01;21504;19555,88
"968";2611507;14817,9;2157,8;1492;363;1666;4731;1314;3382;1349;7;13;231;15;5;5;63;45;1453;1561;0,04075235;7154;24;795;2243;1060;741353,25;26474;16842,65
"969";2611606;397,9;180,1;295;463;242;1171;2520;927;244;22;26;120;23;72;72;159;89;188;2510;1,93333333;7870;196;434;1097;238;39788848,36;15279;45343,51
"970";2611705;12130,9;5792,2;5613;1125;1414;3266;4443;2256;1010;34;36;603;6;51;51;414;7;1368;23182;3,85714286;35216;919;1435;3921;1224;9775770,91;13909;15091,59
"971";2611804;14489,2;11869,6;18299;5281;312;1191;5966;979;212;32;33;218;47;47;47;90;45;260;4655;7,06113537;16239;1703;14815;45535;299;6456303,07;44370;28512,9
"972";2611903;13702,1;11445,6;19208;7197;879;7998;68738;6791;1207;147;152;355;70;126;126;363;51;462;6646;3,70927318;87027;2170;86482;46488;781;1344401,74;45366;31062,35
"973";2612000;7410,8;1519,4;1772;767;1235;2037;3185;1432;605;28;28;466;26;26;26;15;313;1127;1808;1,17120623;7747;58;2685;6000;997;2411119,93;7532;47018,06
"974";2612109;1957,7;421,1;560;91;770;1662;373;979;683;3;3;328;5;1;1;1050;6;747;710;20;2184;189;593;3486;712;350119,65;2332;2787
"975";2612208;38006,8;2097,3;4909;613;1911;4945;1219;3158;1787;21;21;220;29;42;42;1020;231;1640;3658;1,625;10023;1089;1735;4227;1884;4071377,82;10160;4527,09
"976";2612307;13691,5;1915,1;2827;757;1468;3575;1637;2518;1057;12;19;734;29;106;106;1229;162;1411;3902;16,66666667;9438;142;1501;6969;1348;3008586,31;10990;21331,92
"977";2612471;4481,3;1856;3040;412;1126;2760;322;1789;971;11;12;268;14;210;210;1062;38;1094;1365;1,52631579;4586;876;1963;6112;944;1031609;4830;2888,48
"978";2612604;58542;9385,3;33253;16930;4351;14003;6998;9996;4007;62;68;3232;703;869;869;2342;3313;2204;17063;0,59421914;37723;4116;33142;67263;4118;3131391,28;56404;184346,29
"979";2612802;6211,4;1619,8;3150;217;813;1842;468;1212;630;7;7;179;1;10;10;850;24;787;677;0,08196721;4291;128;899;5626;805;524051,76;5900;3324,89
"980";2612901;8671,7;2108,9;705;278;557;914;1006;713;201;8;11;48;7;7;7;21;12;504;632;1,3125;2665;36;383;994;316;827947,61;1580;10530,94
"981";2613107;10585,2;2258;2874;776;1678;3383;2165;2155;1228;23;26;897;6;122;122;693;121;1554;8701;3,94444444;15846;521;2936;8023;1313;2358882,23;11094;24989,78
"982";2613206;13490,3;4800,5;6438;2036;2733;6987;3233;4462;2525;39;50;1503;59;33;33;1547;129;2503;3885;5,8974359;12788;411;5868;22167;2533;3428758,78;17886;31198,55
"983";2613305;5380,7;799,3;2143;1163;1141;2671;949;1741;930;7;8;511;39;82;82;571;297;1025;1743;16,17391304;5340;151;1790;4201;839;3674907,62;8738;21773,69
"984";2613503;54598,8;8570,2;25385;2001;2939;7148;2925;4744;2404;59;77;410;22;499;499;2324;641;2699;3848;4,10322581;15338;1250;6669;21889;2831;3720492,15;17582;11869,44
"985";2613602;31035;4981,4;11482;1356;2764;7181;3899;4404;2777;42;54;925;5;112;112;1317;344;2684;11618;1,15384615;26624;526;2318;10935;2503;2560007,76;51187;43277,31
"986";2613701;9359,2;7162,2;11307;4045;727;2208;9347;1740;468;18;21;556;34;84;84;836;389;639;4281;22,76829268;19196;202;15253;7911;696;2305341,62;61800;16327,68
"987";2613800;4966,4;2389,5;4779;3837;443;1380;5971;1268;112;13;14;321;83;46;46;161;282;327;4198;0,35333632;13510;362;12436;24563;441;4445710,03;27392;91753,86
"988";2613909;139848,7;8364,8;87049;1084;4226;9730;4645;6580;3150;90;120;442;16;457;457;1456;606;4125;3907;5,5625;20374;372;6095;18304;4028;4520756,03;23708;29181,08
"989";2614006;73031;4772,9;9263;731;2222;6384;1894;3874;2510;48;59;117;7;116;116;1010;155;2153;6426;104;13732;129;661;4798;2135;7131070,08;15971;9400,34
"990";2614105;121421,2;9375,6;27368;586;3578;8197;3137;4910;3287;46;100;509;19;142;142;954;362;3463;8219;2;18802;362;3646;11158;3087;2810376,06;22036;10957,78
"991";2614204;22871,5;20060,5;34325;16545;702;4232;31412;3820;412;177;179;350;120;44;44;342;74;367;16809;2,48042705;62315;4488;59532;108114;673;9395874,73;112588;58236,59
"992";2614501;9507,7;2431,6;2787;616;2440;6243;2326;3741;2502;54;55;1358;16;97;97;2148;20;2378;4757;73,5;14620;494;2892;9299;2343;3519102,82;15763;8674,06
"993";2614600;12914,2;3087,7;4241;345;1722;3903;1656;2661;1242;22;25;381;9;30;30;972;238;1643;1616;6,8;7201;179;1592;5866;1596;2032392,38;9741;7584,79
"994";2614709;4443,8;1136;1351;441;571;1437;966;956;481;15;17;332;1;24;24;507;21;553;15331;42,5;19946;504;897;3045;557;1709467,73;6598;20178,02
"995";2614808;23051,7;8673,2;10940;1319;2947;9492;1028;5370;4122;24;28;509;62;261;261;1567;354;2732;3921;1,42073171;15036;2034;6512;21620;2920;4353553,19;12785;7793,53
"996";2614857;5103,9;2952,1;3792;434;571;869;623;704;165;5;6;130;12;70;70;112;22;332;581;0,11708861;1812;9;955;14508;556;327984,54;15452;9914,49
"997";2615102;8469;1375,8;955;1015;849;2402;966;1646;756;10;21;456;19;45;45;773;15;832;4219;37,5;8985;481;820;2861;833;2181989,36;8462;7287,12
"998";2615300;10719,7;5258,8;8220;33916;688;1928;3554;1564;364;24;28;243;24;41;41;574;77;583;34117;109,08666667;42426;266;38099;7911;513;2209552,83;13302;43146,57
"999";2615508;8337,6;6579;7541;5899;242;1472;18028;1354;118;24;36;49;12;11;11;80;5;133;5264;2234;31582;1118;29839;6082;157;5610246,75;19111;8795,56
"1000";2615607;6609,7;2736,5;3691;220;1196;3085;216;1761;1324;24;25;202;5;57;57;1158;365;1085;1620;4,6;6123;1087;1954;6266;1131;1340224,97;3536;2492,88
"1001";2615706;6952,9;2483,6;4651;459;1672;3219;1026;2221;998;5;5;618;11;82;82;695;192;1585;828;0,04405286;4452;205;1972;14508;1629;1436223,07;8490;10513,13
"1002";2615805;30697,8;4510,7;7589;1036;2616;6657;1519;4450;2207;16;17;760;10;178;178;1688;56;1925;8310;1,31578947;14925;144;1645;8453;2401;4218005,25;25185;18577,39
"1003";2615904;6378,4;944,3;1539;115;373;1015;524;716;299;5;6;165;1;30;30;151;74;370;727;3;2779;25;298;1360;358;698068,86;3581;3730,71
"1004";2616100;17340,9;2055,4;6495;183;1165;3170;818;1913;1257;220;220;84;8;40;40;795;79;1132;1115;4,625;4539;508;1089;5918;1168;770308,64;4038;2898,68
"1005";2616183;2641,6;1010,8;289;303;610;1608;899;960;648;8;9;444;1;32;32;578;5;597;1693;4,375;4200;106;753;2308;590;861151,28;4240;2600,84
"1006";2616209;10994,7;1109,4;2279;598;790;1814;1210;1291;523;21;22;412;2;102;102;327;4;702;3512;2,78947368;8800;821;1071;4268;759;1267283,43;8639;4113,31
"1007";2616308;12688,2;11070,1;14576;5569;760;4680;6962;4036;644;30;34;388;32;74;74;494;104;695;3295;0,60513186;27039;7106;23799;16313;760;4604232,39;36323;80330,54
"1008";2616407;15382,1;10519,6;14761;8970;1832;5199;21340;4027;1172;84;85;959;59;67;67;1037;670;1774;14593;3,12411848;51521;259;29907;55257;1760;21301434,71;76540;76156,56
"1009";2616506;2641,2;1520,1;3242;1185;119;735;1800;584;151;13;17;77;6;78;78;26;3;113;1002;7,5;5221;82;4551;7943;114;2890615,66;7551;5253,35
"1010";2700102;18285,4;1935,8;6240;531;2105;6122;1314;4006;2116;20;24;116;8;57;57;1133;347;1735;1991;0,35483871;7098;357;2435;12409;2055;2815282,56;9468;10376,76
"1011";2700201;8622,2;2285,9;2364;3977;270;674;1906;544;130;17;27;121;23;24;24;98;31;229;1823;42,5;9914;622;4829;5169;259;6532276,8;10205;34204,31
"1012";2700300;11652,9;4800,2;5621;8995;2919;8822;10377;6022;2800;68;93;2050;89;178;178;1750;320;2528;16919;29,91176471;52758;5640;16691;29328;2694;5277240,08;191289;421008,04
"1013";2700409;21519,6;13261,1;19455;16471;439;4196;32253;3921;275;78;86;107;48;59;59;103;39;359;8340;91,25;72233;312;68685;48914;431;10331187,6;39286;313813,71
"1014";2700805;2780,3;282,6;155;313;230;595;434;463;132;26;37;159;13;6;6;178;8;167;604;9,78571429;3251;62;163;619;222;837768,94;2596;7963,23
"1015";2701001;14786,3;8834,6;13736;9461;201;660;5502;541;119;36;51;57;13;29;29;180;18;149;8484;180,5;27741;664;24138;21784;206;4180009,27;42156;99476,03
"1016";2701407;17754,9;16707,5;20650;10088;336;4283;10690;4005;278;67;98;170;28;24;24;241;27;219;9182;49,56;39139;228;38607;56035;328;2332723,23;52636;107568,32
"1017";2701704;13640,5;3716,3;6765;3220;252;781;2385;647;134;24;30;56;17;27;27;126;31;161;1893;21,375;8793;60;4706;10386;219;4059352,95;16607;40657,45
"1018";2701902;20643,5;545,5;884;1061;415;1395;2560;1190;205;14;23;102;6;36;36;630;115;355;3815;3,19021739;9248;278;150;1325;404;2660826,37;14098;64288,28
"1019";2702009;5025,9;1776,6;2612;1420;1706;3395;989;2309;1086;9;14;1182;28;70;70;1051;40;1200;2090;132,5;5780;78;2670;13506;1623;4075928,53;8865;38938,97
"1020";2702306;49373,4;46664,1;51419;130043;694;9515;115154;8971;544;227;281;512;193;308;308;584;134;258;124193;6,10681629;597650;251959;579345;206024;679;28324698,11;209855;466488,15
"1021";2702405;22153,1;1647,9;3906;305;968;3313;1180;2478;835;16;17;350;3;59;59;1210;244;885;1711;0,29411765;5682;155;787;4569;951;1515536,2;8974;20740,34
"1022";2702553;14040;4301,4;6758;1010;2670;6610;746;4089;2521;27;34;1239;6;37;37;1592;5;2491;4157;0,17482517;12071;2720;5337;19142;2593;5272307,27;10989;16131,62
"1023";2702603;10740,8;3590,9;4391;4380;3264;7673;3337;4902;2771;27;39;2474;106;125;125;2947;209;2643;5863;52,93333333;16250;368;7611;28676;3128;4155226,4;26581;142818,5
"1024";2702702;5626;5229,4;6934;3510;260;1270;9888;1119;151;41;48;120;23;40;40;294;24;117;3670;0,64969563;48697;25779;48287;13378;260;1507488,06;17938;61942,86
"1025";2702801;18418,1;5936,5;8766;3707;558;1678;2919;1211;467;34;44;262;31;76;76;1025;107;525;3784;4,21428571;15233;1367;7538;22891;530;7591695,66;34676;93932,93
"1026";2703106;18311,4;6055,3;7343;4673;2939;8978;1678;6003;2975;70;157;2218;51;241;241;2021;71;2348;7129;7,44444444;17828;321;8020;17954;2815;7790328,83;34475;38507,79
"1027";2703205;25280,4;6133,2;7193;7650;1413;5884;21641;5245;639;78;102;834;51;118;118;881;382;890;6746;90,75;60985;1098;49205;13900;1348;11200392,5;33053;151643,98
"1028";2703601;3130,1;1552,1;3844;1030;157;500;1092;454;46;24;26;49;15;7;7;144;7;141;1105;0,17206478;2807;20;2499;4529;155;758520,01;3407;82153,08
"1029";2703759;11846,9;11288,8;16425;13241;211;722;4820;611;111;34;42;25;10;10;10;33;13;31;11291;4,81269191;28567;1610;28335;23167;144;5010151,27;41840;164134,2
"1030";2703809;10633,3;3099,5;4409;607;751;1631;1359;1230;401;8;10;171;13;82;82;687;62;568;1021;0,46551724;7829;4240;1230;7875;715;4362399,75;8393;165114,57
"1031";2704005;15409,8;10494,1;12821;6582;1532;4767;3358;3681;1086;56;75;1343;71;156;156;1617;250;1333;7288;33,21875;17820;152;12165;44948;1528;8901878,44;42314;161862,92
"1032";2704104;5163,4;2602,8;2838;2797;1577;5107;1628;3079;2028;28;34;1329;96;64;64;1526;20;1184;2963;209,5;9834;295;5496;18016;1454;2015017,53;11722;44073,79
"1033";2704203;12667,3;6250,1;7444;6850;1984;5728;5186;3964;1764;59;87;1510;74;125;125;1832;368;1775;8505;39,625;21414;346;11534;22997;1858;5466578,86;31891;228902,04
"1034";2704302;10347,8;7961,8;10155;61007;43;2096;22292;2067;29;35;43;25;11;23;23;22;15;38;60103;166,55255255;108673;124;104630;39497;33;7178967,73;43337;190088,36
"1035";2704500;12060,6;6440,3;11665;4415;1179;4513;8299;3877;636;40;44;609;44;82;82;694;51;1079;6074;0,82764604;23903;416;15616;26860;1149;1812682,48;27705;265362,65
"1036";2704708;10212,9;9131,5;13460;7230;100;749;29522;693;56;52;66;41;15;17;17;27;23;83;4405;3,89494163;51486;3297;51265;11561;97;2359929,06;24711;86903,16
"1037";2704807;8001,4;185,1;382;415;290;990;1036;742;248;6;8;48;2;26;26;16;13;264;939;4,85714286;3772;75;146;1330;281;3822333,62;7095;13751,11
"1038";2704906;8489,1;181;245;970;341;1417;1206;942;475;4;4;181;9;24;24;620;71;300;1616;104,75;6547;622;209;920;326;2982935,17;6406;7089,27
"1039";2705002;28726,5;5159,7;14177;4277;3260;10418;2041;6670;3748;18;23;425;14;35;35;2543;80;3042;7190;8,5;13735;148;6561;16488;3171;3790115,88;14063;50254,55
"1040";2705101;9706,8;5382,4;11053;10299;299;2650;14013;2388;262;43;60;143;18;12;12;237;8;124;5365;16,33333333;31191;148;29318;7657;302;1675904,26;29938;67337,7
"1041";2705200;8754,7;5600,4;10092;4521;256;1078;7391;866;212;6;8;80;19;20;20;276;55;165;4006;18,4875;14307;177;13133;17781;253;269063,76;22178;37803,11
"1042";2705507;20630,8;6030,2;10680;4442;594;1485;6335;1125;360;40;47;172;24;62;62;248;122;84;4851;3,08095238;17070;487;9894;21651;587;3108079,24;28386;108078,85
"1043";2705606;7945,3;4724;6287;2053;281;810;3305;693;117;11;13;150;27;47;47;207;22;276;2164;3,49056604;7090;23;6127;11226;262;1093066,67;11277;61560,85
"1044";2705705;8495,3;2128,2;2601;551;1417;4237;1165;2784;1453;22;30;769;15;140;140;787;11;1279;3522;4,5;8716;1275;1733;3207;1223;1669439,56;13245;10029,75
"1045";2706307;20164,5;5406,9;5581;2356;3491;8511;2578;5369;3142;78;122;1715;186;83;83;2657;183;3390;6345;0,48565121;23263;3741;6868;23607;3259;8909581,93;21532;51435,52
"1046";2706406;36331;4962,8;19249;1722;1487;4833;2094;3481;1352;38;57;179;12;45;45;92;52;1321;5105;4,2;10445;419;3068;4544;1447;6561820,76;21333;27450,18
"1047";2706448;1626,5;1009,9;2308;1120;84;300;1007;230;70;5;5;38;15;12;12;18;26;81;868;1,44594595;3062;134;2256;4071;76;1465071,22;4453;23093,55
"1048";2706505;12847,2;7092,7;11547;12547;99;2171;16442;1940;231;40;56;51;7;12;12;15;6;48;6730;3,61501211;37462;57;34451;31242;114;1236699,01;34006;158242,7
"1049";2706703;29292,6;20933,7;36097;11493;1445;4794;10312;3995;799;138;166;988;166;291;291;1838;328;963;9491;9,292;34354;1041;27717;70185;1418;4460689,96;92460;265696,29
"1050";2706802;3636,5;2623,5;3554;263;191;783;1383;683;100;36;37;48;10;20;20;52;15;103;566;0,01924353;3037;434;1997;6023;205;1373129,05;4048;167046,77
"1051";2706901;9827;6361,1;8206;5023;145;509;3930;465;44;43;54;80;25;27;27;352;29;108;5270;76,80952381;14733;59;12473;24556;140;2824691,79;27113;45092,28
"1052";2707008;5064,6;305,6;697;563;325;730;1237;608;122;7;8;76;6;14;14;29;16;234;897;33,45454545;3613;19;496;1898;302;1040830,08;5838;9902,02
"1053";2707206;16048,4;2749,6;3213;442;1375;4714;576;3536;1178;115;118;529;7;235;235;890;67;1230;3063;5,5;8189;478;1155;4626;1395;2845420,8;10168;11180,89
"1054";2707404;11506,2;5441,9;11557;3880;233;1637;6153;1440;197;38;47;101;14;45;45;109;11;195;3015;0,39263804;13906;62;12024;20308;236;2691641,54;23922;193468,16
"1055";2707503;11329,5;1551,1;1829;1368;1208;2921;1427;2210;711;97;159;853;6;7;7;627;156;642;2822;94,4;8727;273;3101;7421;1000;7798395,01;17821;70620,96
"1056";2707602;18117,4;1040,8;1730;1324;800;2385;2886;1521;864;25;50;297;17;92;92;403;135;727;3610;69,08333333;9748;140;576;1802;768;5550541;12487;32602,51
"1057";2707701;14274,1;10962,2;24256;15793;72;1682;43254;1637;45;82;102;32;9;16;16;59;32;35;12436;2135;76836;465;76008;45592;65;1168182,08;46582;52952,52
"1058";2707800;6647,7;6647,7;13630;3118;72;186;703;143;43;12;15;36;3;6;6;67;7;9;2325;7,76190476;4357;39;4332;10578;77;1097202,15;17711;88454,34
"1059";2708105;19364,8;4261,9;6145;1117;1679;3760;2854;2835;925;5;5;312;99;65;65;1691;285;1208;1728;0,1674892;7802;341;3056;15883;1605;3689275,33;14931;677669,64
"1060";2708303;21957,3;17239,2;31581;11510;356;2888;6880;2647;241;55;55;11;5;28;28;43;5;349;11760;1732;19760;25;17800;52790;349;24102708,87;52888;157996,97
"1061";2708501;19103,9;12668,1;25479;21326;881;5980;25857;5160;820;54;84;434;96;58;58;911;24;683;11501;9,93609023;61673;134;58482;55378;869;2903756,94;62702;232423,93
"1062";2708600;23355,8;20769,4;29269;21225;147;2911;36480;2829;82;74;133;54;15;34;34;93;42;91;15773;759,14285714;104170;10852;102419;28706;142;4422270,15;88681;75323,12
"1063";2708808;16896,1;8070;9293;6245;2624;8634;6969;6148;2486;74;118;2123;53;162;162;2279;125;2214;8648;10,19708029;33479;3311;17730;35088;2360;16562182,75;36547;115644,11
"1064";2709004;7526,3;556,4;1697;625;454;1048;1155;882;166;3;3;231;7;3;3;291;41;302;1276;12,76190476;4660;50;455;2114;453;4978002,87;10075;13063,83
"1065";2709103;8458,6;2538,5;2594;7624;2155;4819;1516;3612;1207;24;33;1596;261;30;30;1688;111;1814;9583;13,11111111;16474;35;3515;13023;2009;8914391,27;22261;130077,89
"1066";2709152;16552,2;12236,5;15857;8520;529;2510;16500;2163;347;51;70;420;30;62;62;644;36;151;7366;172,30769231;87224;25502;85068;48851;499;4362963,93;80040;144407,42
"1067";2709202;34055;3374,8;7382;1918;3126;9019;2023;6432;2587;46;91;1392;17;156;156;1050;35;2229;6745;134;16646;1065;3572;13043;2766;7187942,57;22114;59623,68
"1068";2709301;19531,8;7629,6;9932;1174;1650;4396;3873;3151;1245;18;22;397;13;38;38;969;133;1498;2726;0,19486504;11485;384;4243;26997;1502;5445379,94;36679;332329,78
"1069";2709400;19003,7;1232,8;2346;1620;831;2439;5840;2029;410;20;24;260;21;88;88;451;141;651;9003;5,6350365;23792;368;794;4480;797;8727582,12;52270;85426,78
"1070";2800209;26005,1;2328,3;3755;3008;1513;3401;4057;2787;614;23;24;609;11;16;16;826;55;1150;9729;10,18518519;20377;183;2259;8246;1283;5285152,08;27944;36934,85
"1071";2800308;369,3;233;288;85;85;231;430;192;39;4;4;37;4;21;21;21;13;81;390;0,016;1614;128;450;1038;109;15831405,17;1117;3485,17
"1072";2800407;14904,4;4028;6540;2946;983;2420;3760;1874;546;124;151;722;59;249;249;861;37;684;3838;0,23494453;12723;494;6529;17379;945;5872361,33;18418;18555,47
"1073";2800506;2841,7;1256,8;2995;2900;873;2469;5328;1745;724;19;21;698;23;24;24;597;259;692;4400;8,8;13557;557;5718;12506;800;956137,43;32302;39685,84
"1074";2800670;15319,2;3456,6;5015;2536;2553;4508;3657;3096;1412;118;133;1713;73;315;315;428;192;1948;4128;0,25199601;15733;950;5552;19778;2276;3958840,99;20858;20578,72
