"";"Ano";"Município (Código)";"Município";"area_lavouras";"despesa_insumos";"despesa_lavouras";"despesa_terras";"CR_RECOR";"pessoal_ocupado";"qtde_maquinas";"qtde_tratores";"receita_lavouras";"uso_adubos";"uso_agrotoxicos";"uso_assistencia_tecnica";"uso_corretivos";"producao";"pib_agro";"cluster"
"2581";"2006";"3129905";"Ibitiúra de Minas - MG";2102;1911;3065;1565;6771947,77000001;739;283;43;69640;373;188;20;241;14893;7689;4
"2582";"2006";"3130002";"Ibituruna - MG";1489;2379;3180;1569;1933012,95;382;211;55;5451;158;93;117;100;18596;6476;4
"2583";"2006";"3130051";"Icaraí de Minas - MG";2909;1035;553;287;1985832,25;3361;407;59;595;136;53;119;23;37750;4686;4
"2584";"2006";"3130101";"Igarapé - MG";1042;1860;419;1644;4165459,59;401;279;62;834;154;110;88;120;23149;19336;4
"2585";"2006";"3130200";"Igaratinga - MG";861;10356;770;482;3032340,09;466;258;39;1083;76;9;85;29;87285;12877;4
"2586";"2006";"3130309";"Iguatama - MG";13041;5729;6004;4053;4318478,19;590;802;121;9463;224;57;149;159;93260;14193;4
"2587";"2006";"3130408";"Ijaci - MG";1265;1354;1118;694;1506456,38;211;289;50;1425;85;31;37;40;12508;5057;4
"2588";"2006";"3130507";"Ilicínea - MG";8715;387936;399253;387193;21933626,2900001;2011;1112;306;26952;721;627;505;630;101292;28404;2
"2589";"2006";"3130556";"Imbé de Minas - MG";3668;1818;4098;1743;9403010,71999999;1622;78;13;6810;414;83;48;231;34447;6917;4
"2590";"2006";"3130606";"Inconfidentes - MG";2528;2834;3823;1931;6361315,03;1342;699;114;7148;566;109;180;296;25207;6880;9
"2591";"2006";"3130655";"Indaiabira - MG";3944;418;674;254;1864226,35;3147;367;43;2904;363;101;98;67;13571;3589;4
"2592";"2006";"3130705";"Indianópolis - MG";16303;17311;24928;17130;17715516,64;914;897;384;61355;254;186;182;225;239234;114054;9
"2593";"2006";"3130804";"Ingaí - MG";3605;4908;2673;2229;1803671,47;332;448;97;4801;186;74;87;142;61071;8346;4
"2594";"2006";"3130903";"Inhapim - MG";6291;2932;4887;2168;26531133,24;4250;309;24;11763;924;206;166;251;69418;15770;9
"2595";"2006";"3131000";"Inhaúma - MG";1701;6739;1028;1362;755910,63;243;413;63;333;85;28;66;30;42308;10523;4
"2596";"2006";"3131109";"Inimutaba - MG";610;1300;75;275;130753,4;1491;431;52;384;84;23;76;25;34117;3459;4
"2597";"2006";"3131158";"Ipaba - MG";126;378;194;246;1394722,37;828;66;5;209;21;7;92;10;2510;3338;4
"2598";"2006";"3131208";"Ipanema - MG";2409;1645;820;243;14874690,06;1787;393;13;744;367;13;96;74;31579;4989;4
"2600";"2006";"3131406";"Ipiaçu - MG";11247;7542;7573;6391;3668906,7;296;637;135;28001;78;83;86;24;97053;24626;4
"2601";"2006";"3131505";"Ipuiúna - MG";1983;4616;5153;3994;8637638,31999999;843;683;169;5249;207;138;170;176;44974;14568;4
"2602";"2006";"3131604";"Iraí de Minas - MG";5367;8665;12723;5686;57647191,39;1021;361;116;13081;172;93;323;80;77957;13732;4
"2603";"2006";"3131703";"Itabira - MG";3108;2425;867;598;1083688,13;2475;311;40;948;486;28;221;160;30092;13776;4
"2605";"2006";"3131901";"Itabirito - MG";1153;826;478;258;292651,68;317;213;39;61;110;14;105;75;6717;3479;4
"2606";"2006";"3132008";"Itacambira - MG";2135;1691;228;1501;601915,06;2524;177;53;147;52;3;156;7;23335;2721;4
"2607";"2006";"3132107";"Itacarambi - MG";1707;1897;109;1335;11000621,82;1313;176;37;128;20;95;72;4;40482;7108;4
"2608";"2006";"3132206";"Itaguara - MG";1660;4678;853;776;2503750,21;1571;1192;107;529;585;76;262;202;45353;7583;9
"2609";"2006";"3132305";"Itaipé - MG";4183;1444;3684;894;5977899,35;2840;132;34;4371;262;29;51;113;24550;13748;4
"2610";"2006";"3132404";"Itajubá - MG";1473;919;578;348;4780892,42;1514;678;50;1227;187;72;260;78;19772;6984;4
"2611";"2006";"3132503";"Itamarandiba - MG";10596;7607;4896;6249;12017232,29;4681;584;157;3202;1051;56;141;142;166528;15055;9
"2612";"2006";"3132602";"Itamarati de Minas - MG";516;906;349;465;298489,6;471;232;16;206;171;62;154;86;19461;3370;4
"2613";"2006";"3132701";"Itambacuri - MG";2173;3778;1088;670;2548859,18;2266;331;59;2462;245;41;119;84;67161;10531;4
"2615";"2006";"3132909";"Itamogi - MG";9746;8449;24094;8129;53176243,1900001;1216;1759;505;37189;607;545;502;564;90900;38009;8
"2616";"2006";"3133006";"Itamonte - MG";318;2615;162;470;675083,97;610;423;7;535;240;53;88;91;37425;5164;4
"2617";"2006";"3133105";"Itanhandu - MG";584;12970;1021;212;3892028,63;360;440;32;400;115;21;96;67;276168;97471;9
"2618";"2006";"3133204";"Itanhomi - MG";1929;1204;2360;353;1010807,09;2087;109;15;1767;89;27;53;49;32322;4143;4
"2619";"2006";"3133303";"Itaobim - MG";2244;456;980;275;6499938,05000001;2169;73;13;967;226;15;36;10;9186;2702;4
"2620";"2006";"3133402";"Itapagipe - MG";9588;16510;15199;7869;94974178,61;2749;2120;552;518948;729;211;847;376;205912;28624;2
"2621";"2006";"3133501";"Itapecerica - MG";6929;6153;3370;1724;7205733,07000001;2466;1685;152;2656;963;128;252;487;84624;13511;9
"2622";"2006";"3133600";"Itapeva - MG";533;831;488;717;2138323,69;782;160;54;1846;100;20;109;44;38061;3213;4
"2623";"2006";"3133709";"Itatiaiuçu - MG";602;1031;671;579;2156268,06;463;295;31;253;116;50;66;73;17333;9377;4
"2624";"2006";"3133758";"Itaú de Minas - MG";722;1770;693;1140;764855,39;130;182;35;1531;61;26;57;9;22161;3277;4
"2625";"2006";"3133808";"Itaúna - MG";6855;8741;946;761;3582137,95;1024;527;103;249;327;43;193;150;74995;12360;4
"2626";"2006";"3133907";"Itaverava - MG";2838;1028;1092;744;1653339,03;1356;274;63;1373;279;48;88;115;11233;2348;4
"2627";"2006";"3134004";"Itinga - MG";5584;544;530;217;2063364,66;3272;105;23;202;53;21;69;8;14333;3359;4
"2628";"2006";"3134103";"Itueta - MG";2519;1415;2190;883;79533529,52;1608;282;81;7855;219;131;48;84;21351;9309;4
"2629";"2006";"3134202";"Ituiutaba - MG";18730;19968;13914;12713;78171389,02;2623;3563;1065;18248;640;416;630;444;373231;65193;8
"2630";"2006";"3134301";"Itumirim - MG";2484;3687;1626;1872;1421248,66;740;634;109;2163;262;76;114;200;31355;6754;4
"2631";"2006";"3134400";"Iturama - MG";5910;6769;2563;2828;51872990,18;956;909;258;1977;340;64;354;288;370392;54124;9
"2632";"2006";"3134509";"Itutinga - MG";2814;3766;863;1940;3117330,87;461;293;78;734;190;46;135;81;45221;7377;4
"2633";"2006";"3134608";"Jaboticatubas - MG";4054;2480;3396;1149;9027305,98999999;1506;717;131;3801;364;48;299;95;21573;12307;4
"2634";"2006";"3134707";"Jacinto - MG";1920;1228;413;112;6278861,83999998;1769;77;35;2338;7;16;331;8;23994;6990;4
"2635";"2006";"3134806";"Jacuí - MG";5644;5435;7482;4262;16287642,56;1940;844;238;15723;680;453;359;424;70751;12188;9
"2636";"2006";"3134905";"Jacutinga - MG";5335;5034;9754;4768;57837895,11;1019;798;240;23717;420;317;314;196;56132;20151;9
"2637";"2006";"3135001";"Jaguaraçu - MG";196;402;50;34;40806,3;246;121;11;12;50;1;22;18;2776;920;4
"2638";"2006";"3135050";"Jaíba - MG";12656;8807;15956;6113;5959443,39;5664;929;180;19841;938;1199;956;388;408042;27606;8
"2639";"2006";"3135076";"Jampruca - MG";1302;1318;460;329;5057871,98;721;183;34;2029;129;37;154;19;21617;4961;4
"2640";"2006";"3135100";"Janaúba - MG";9209;7112;8609;4148;24792573,08;3685;1973;225;13971;565;813;412;96;100709;23493;9
"2641";"2006";"3135209";"Januária - MG";7375;1915;1162;730;11709893,74;10215;623;126;1086;311;221;228;24;52527;14063;6
"2642";"2006";"3135308";"Japaraíba - MG";1277;1520;494;637;7446606,61;310;262;45;2193;172;20;50;110;43303;10689;4
"2643";"2006";"3135357";"Japonvar - MG";1836;602;715;483;1540991,72;1627;526;4;109;28;11;24;6;8473;1837;4
"2644";"2006";"3135407";"Jeceaba - MG";2166;792;333;289;10439103,16;904;341;27;405;294;9;26;78;10398;2257;4
"2646";"2006";"3135506";"Jequeri - MG";4814;6199;2908;1375;11983803,23;5171;699;24;3713;1252;131;80;405;185079;11468;9
"2647";"2006";"3135605";"Jequitaí - MG";6524;1503;3535;1044;428253,72;1343;310;99;3568;86;31;121;31;43898;5049;4
"2648";"2006";"3135704";"Jequitibá - MG";2667;3027;1599;1349;1654522,16;1103;637;104;2052;392;146;288;257;42538;10069;9
"2649";"2006";"3135803";"Jequitinhonha - MG";4749;2897;3839;1216;3451933,52;4227;256;67;10580;248;58;376;51;53768;10131;4
"2650";"2006";"3135902";"Jesuânia - MG";3055;2585;8148;1600;28939528,75;494;227;42;119012;259;176;131;202;46321;8529;9
"2654";"2006";"3136306";"João Pinheiro - MG";48793;28417;43907;20685;345310066,92;4009;2184;637;192888;778;211;618;370;577594;95753;2
"2655";"2006";"3136405";"Joaquim Felício - MG";1036;644;293;124;9684760,64;712;116;29;410;118;4;206;16;7965;3302;4
"2657";"2006";"3136520";"José Gonçalves de Minas - MG";1422;684;407;641;109337,48;756;41;10;491;98;18;89;34;6701;1085;4
"2658";"2006";"3136553";"José Raydan - MG";1921;664;214;159;428591,85;1224;130;5;118;188;23;65;28;11297;3055;4
"2660";"2006";"3136603";"Nova União - MG";1803;877;3533;593;1338117,65;606;144;10;10814;205;31;60;104;44333;4268;4
"2662";"2006";"3136702";"Juiz de Fora - MG";2785;3226;677;750;11082323,5;1632;698;89;119;430;16;479;296;86774;12207;9
"2663";"2006";"3136801";"Juramento - MG";706;662;311;219;652281,42;680;423;48;286;82;67;75;13;16364;4908;4
"2664";"2006";"3136900";"Juruaia - MG";6054;5777;11578;4942;90356458,67;2274;890;186;19581;883;449;311;501;60693;20521;9
"2665";"2006";"3136959";"Juvenília - MG";2871;626;315;304;1679934,02;1129;168;41;1159;33;189;66;9;12032;4053;4
"2666";"2006";"3137007";"Ladainha - MG";4562;1112;850;206;4900275,84;5695;493;22;1508;573;12;262;21;35360;4331;4
"2667";"2006";"3137106";"Lagamar - MG";5574;8988;4387;4082;7103044,32999998;2026;755;168;6320;516;151;166;201;98500;11565;9
"2668";"2006";"3137205";"Lagoa da Prata - MG";14512;10818;40705;10289;32897919,98;800;628;78;22841;255;54;119;163;96063;30669;9
"2669";"2006";"3137304";"Lagoa dos Patos - MG";870;1198;155;109;11471797,1;697;99;40;57;6;2;73;2;10647;3641;4
"2670";"2006";"3137403";"Lagoa Dourada - MG";5912;10265;6268;6121;21581486,5099999;1583;1006;208;5736;659;265;186;332;142547;11935;9
"2671";"2006";"3137502";"Lagoa Formosa - MG";8622;18600;13353;8481;26142024,1200001;3714;742;169;16858;751;354;316;445;299195;26527;9
"2672";"2006";"3137536";"Lagoa Grande - MG";13155;16472;6641;8710;8482253,04;1413;597;201;8808;292;38;185;200;118415;19168;9
"2673";"2006";"3137601";"Lagoa Santa - MG";540;463;481;174;169731,99;93;149;27;109;29;11;34;11;7377;1876;4
"2674";"2006";"3137700";"Lajinha - MG";10499;7240;15494;6841;86442548,1999999;2875;400;93;28678;1048;451;452;577;86110;19421;9
"2675";"2006";"3137809";"Lambari - MG";3632;3668;7247;3289;20864077,0700001;1463;648;52;15774;601;201;384;445;54502;25277;9
"2677";"2006";"3138005";"Laranjal - MG";930;294;76;74;30032383,91;633;132;13;13;91;29;256;29;10406;6379;4
"2678";"2006";"3138104";"Lassance - MG";3999;3591;6180;2569;2509040,82;1047;586;126;7908;161;109;159;52;224739;9862;4
"2679";"2006";"3138203";"Lavras - MG";8877;13555;17223;8093;16497755,16;1786;2046;370;25793;714;311;269;484;166698;40594;9
"2680";"2006";"3138302";"Leandro Ferreira - MG";327;2588;541;274;844494,12;426;222;42;512;100;2;85;25;22133;4815;4
"2681";"2006";"3138351";"Leme do Prado - MG";873;109;189;43;67340,72;934;43;6;223;182;18;69;55;4493;986;4
"2682";"2006";"3138401";"Leopoldina - MG";3052;4546;2085;986;6986754,08999999;1867;1926;116;1841;480;61;729;255;63462;22756;9
"2683";"2006";"3138500";"Liberdade - MG";1499;2019;1235;639;78023,94;774;330;40;811;283;28;69;105;28265;5060;4
"2684";"2006";"3138609";"Lima Duarte - MG";2490;4414;1634;1247;942011,64;1367;1341;55;1184;652;36;179;263;56091;6619;9
"2685";"2006";"3138625";"Limeira do Oeste - MG";3934;6269;1431;2612;12514360,57;1588;889;245;2045;199;85;285;142;315230;29230;9
"2686";"2006";"3138658";"Lontra - MG";861;126;79;12;904746,82;747;77;5;29;30;11;23;6;4463;1333;4
"2687";"2006";"3138674";"Luisburgo - MG";6272;3872;6619;3845;33136918,0699999;2338;407;12;14436;1025;255;140;488;69977;18739;9
"2688";"2006";"3138682";"Luislândia - MG";1874;328;224;88;693546,8;1314;209;14;948;78;17;105;9;8642;2834;4
"2689";"2006";"3138708";"Luminárias - MG";5071;6847;7927;5050;5002856,48;455;594;149;12344;198;62;125;86;77347;9375;4
"2690";"2006";"3138807";"Luz - MG";9666;13300;18750;6522;27113949,12;1070;1208;261;10669;336;77;339;252;215681;29330;9
"2691";"2006";"3138906";"Machacalis - MG";331;832;315;21;116271,21;924;38;11;105;9;2;42;5;21921;3783;4
"2693";"2006";"3139102";"Madre de Deus de Minas - MG";6449;8165;8501;6554;6537930,57;388;736;155;7830;158;69;77;89;113175;9590;4
"2694";"2006";"3139201";"Malacacheta - MG";2097;2505;635;438;1405246,16;2139;187;27;846;250;46;108;101;26349;10261;4
"2695";"2006";"3139250";"Mamonas - MG";1823;100;415;52;876705,04;2974;1628;5;656;335;227;89;1;6095;1838;4
"2696";"2006";"3139300";"Manga - MG";6406;2511;6097;2237;3209392,6;3306;348;66;4365;164;297;129;20;48294;11504;4
"2697";"2006";"3139409";"Manhuaçu - MG";21060;16118;34988;16312;132474794,479999;8940;1635;110;72803;3211;542;597;2382;198639;47833;5
"2698";"2006";"3139508";"Manhumirim - MG";5853;4635;9740;4570;46282885,81;1145;233;51;19054;448;192;282;255;69806;18411;9
"2699";"2006";"3139607";"Mantena - MG";5719;2376;1831;487;10003040,58;2635;293;13;6163;196;144;81;74;25377;10312;4
"2700";"2006";"3139706";"Maravilhas - MG";1309;3529;824;613;5476035,44;488;279;61;411;141;37;102;53;25794;6555;4
"2701";"2006";"3139805";"Mar de Espanha - MG";985;1782;551;655;568989,95;514;607;57;571;171;41;129;58;16247;2875;4
"2702";"2006";"3139904";"Maria da Fé - MG";1552;3673;5043;3404;27721195,34;842;640;107;6518;315;238;119;225;38919;6521;4
"2703";"2006";"3140001";"Mariana - MG";882;1106;584;486;1527697,16;637;289;8;615;205;12;135;62;16755;9952;4
"2704";"2006";"3140100";"Marilac - MG";446;662;214;111;50491,74;218;134;17;299;53;12;38;19;16845;2182;4
"2705";"2006";"3140159";"Mário Campos - MG";102;701;166;296;1715336,56;147;54;16;67;61;31;24;47;17203;3223;4
"2706";"2006";"3140209";"Maripá de Minas - MG";458;935;312;248;376181,48;255;294;18;197;116;33;102;61;6821;2195;4
"2708";"2006";"3140407";"Marmelópolis - MG";604;671;236;411;374763,87;469;146;5;11398;171;86;41;62;10591;8618;4
"2709";"2006";"3140506";"Martinho Campos - MG";11073;6839;3370;2332;10064658,83;697;886;158;796;248;40;212;201;147118;21454;9
"2710";"2006";"3140530";"Martins Soares - MG";2941;3063;8050;2989;32232796,86;895;167;30;13101;272;143;143;204;50342;23476;4
"2711";"2006";"3140555";"Mata Verde - MG";806;528;1140;403;611308,8;460;15;7;6920;99;79;101;67;11010;1771;4
"2713";"2006";"3140704";"Mateus Leme - MG";2006;2438;1254;1331;2205280,96;883;590;108;616;252;131;165;196;33114;12731;4
"2714";"2006";"3140803";"Matias Barbosa - MG";437;552;149;113;933394,01;139;131;36;407;47;11;37;19;4435;1744;4
"2715";"2006";"3140852";"Matias Cardoso - MG";7409;4175;136211;3823;5600132,27;1991;971;146;38013;118;390;130;65;112256;15838;9
"2716";"2006";"3140902";"Matipó - MG";5369;4480;72210;4141;11798294,76;2067;523;35;16484;629;99;106;447;47876;17031;9
"2717";"2006";"3141009";"Mato Verde - MG";2995;894;568;496;1163231,47;2129;599;62;564;172;657;92;12;10600;2348;4
"2718";"2006";"3141108";"Matozinhos - MG";1475;1999;1338;1361;4488317,86;104;289;75;806;38;12;48;28;19516;7283;4
"2719";"2006";"3141207";"Matutina - MG";943;3295;1876;1482;1654423,09;532;150;74;3118;93;28;68;66;32867;7826;4
"2720";"2006";"3141306";"Medeiros - MG";5975;12523;12147;7910;117674651,49;1161;847;181;14469;314;179;92;197;155766;17660;9
"2721";"2006";"3141405";"Medina - MG";3422;856;4712;382;847510,27;2293;64;16;1127;76;7;44;6;23744;5998;4
"2722";"2006";"3141504";"Mendes Pimentel - MG";3252;1071;411;168;6033294,68000001;1345;313;3;344;46;9;67;2;16413;3508;4
"2723";"2006";"3141603";"Mercês - MG";1447;1884;737;388;3344203,12;2351;698;19;1055;549;49;291;144;19781;3812;4
"2724";"2006";"3141702";"Mesquita - MG";1236;478;334;72;845148,56;1454;73;4;187;40;4;34;9;10690;1438;4
"2725";"2006";"3141801";"Minas Novas - MG";13331;3985;1141;3288;5576563,59;9803;254;63;3028;675;44;48;87;64564;5265;6
"2726";"2006";"3141900";"Minduri - MG";2080;2774;2350;1933;2458241,53;132;373;58;1962;73;16;52;33;31491;3740;4
"2727";"2006";"3142007";"Mirabela - MG";3634;718;381;276;1635585,7;1840;342;55;146;85;20;154;17;8585;3225;4
"2728";"2006";"3142106";"Miradouro - MG";2885;3375;3250;1470;21472278,84;2380;474;36;5658;694;54;216;516;45566;7997;9
"2729";"2006";"3142205";"Miraí - MG";1858;1649;2074;766;4735757,38;1458;637;26;5960;427;61;135;200;14279;5972;4
"2730";"2006";"3142254";"Miravânia - MG";765;1991;354;40;589064,76;1347;23;6;140;20;27;40;4;4064;1682;4
"2731";"2006";"3142304";"Moeda - MG";259;608;265;112;746737,48;255;72;15;242;124;6;22;28;2941;1360;4
"2732";"2006";"3142403";"Moema - MG";1607;3737;1001;986;2582757,76;429;747;49;488;191;7;157;71;45071;4879;4
"2733";"2006";"3142502";"Monjolos - MG";223;632;48;301;1295010,81;327;144;27;39;74;36;47;13;9401;2925;4
"2734";"2006";"3142601";"Monsenhor Paulo - MG";4113;4742;10297;3367;13820483,33;574;900;229;14982;296;210;186;232;55424;11170;9
"2735";"2006";"3142700";"Montalvânia - MG";3152;819;1152;346;3518453,56;3654;192;38;1418;96;236;144;3;18255;5876;4
"2736";"2006";"3142809";"Monte Alegre de Minas - MG";44102;120215;119971;112681;80025850,9200002;2811;2864;857;66205;713;304;627;585;417052;81966;2
"2737";"2006";"3142908";"Monte Azul - MG";7227;1245;985;662;5729109,86000002;6393;2284;67;1699;433;1351;358;31;17910;4715;6
"2738";"2006";"3143005";"Monte Belo - MG";12190;8705;59004;13421;49758766,18;3219;1508;243;34303;1143;487;620;816;126086;23344;8
"2739";"2006";"3143104";"Monte Carmelo - MG";30841;47811;80157;43264;79787488,38;2563;3370;739;109718;898;491;649;605;309975;76952;2
"2741";"2006";"3143203";"Monte Santo de Minas - MG";11462;11356;33772;10929;27935906,4200001;1437;1788;541;47084;704;602;553;290;129513;61428;8
"2742";"2006";"3143302";"Montes Claros - MG";10101;5098;4010;1394;5486332,45;8686;1814;215;3392;823;234;489;78;400430;61937;6
"2743";"2006";"3143401";"Monte Sião - MG";3181;2272;4021;1659;23272687,44;1356;434;147;9939;458;211;258;316;32690;15777;9
"2744";"2006";"3143450";"Montezuma - MG";2651;209;586;82;984102,63;3074;536;18;368;474;26;71;57;5190;2780;4
"2745";"2006";"3143500";"Morada Nova de Minas - MG";12849;73639;8518;68743;4265226,17;542;712;187;12305;167;53;142;122;156419;22567;9
"2746";"2006";"3143609";"Morro da Garça - MG";2263;3486;937;888;790413,32;368;535;66;2849;132;25;76;45;21946;5459;4
"2747";"2006";"3143708";"Morro do Pilar - MG";239;383;81;154;231054,46;189;44;7;76;72;1;40;1;11145;1574;4
"2748";"2006";"3143807";"Munhoz - MG";1165;1207;1027;810;3664225,9;738;244;82;1388;74;35;62;25;64527;3288;4
"2749";"2006";"3143906";"Muriaé - MG";3317;6287;3700;1630;11806105,54;3087;1943;85;7303;878;174;538;495;78025;20850;9
"2751";"2006";"3144102";"Muzambinho - MG";10214;9566;18442;8027;41877548,4;3121;2034;328;32834;1131;463;400;954;96617;34034;8
"2752";"2006";"3144201";"Nacip Raydan - MG";484;490;54;37;158241,8;431;31;5;119;26;5;21;4;7740;1596;4
"2753";"2006";"3144300";"Nanuque - MG";4354;2633;1805;823;31682609,01;578;310;106;3417;45;25;147;19;92395;19560;4
"2755";"2006";"3144375";"Natalândia - MG";1255;1678;942;613;2081301,04;605;519;43;397;133;66;151;51;57295;3549;4
"2756";"2006";"3144409";"Natércia - MG";2639;3095;4036;2208;10741085,94;1143;583;62;7994;583;252;298;296;31444;9683;9
"2757";"2006";"3144508";"Nazareno - MG";3006;6453;4872;3830;3420423,98;737;562;128;6582;304;80;178;218;65139;11132;4
"2758";"2006";"3144607";"Nepomuceno - MG";14634;14599;31062;13255;38059384,3399999;2246;1406;461;47763;976;717;560;788;220400;85385;8
"2759";"2006";"3144656";"Ninheira - MG";4850;981;2653;742;595785,05;2040;74;27;2436;133;16;28;18;15759;3590;4
"2760";"2006";"3144672";"Nova Belém - MG";5173;876;2683;739;1608208,92;1210;531;3;7247;173;43;18;71;11331;8861;4
"2761";"2006";"3144706";"Nova Era - MG";378;845;139;463;879549,95;364;101;18;75;124;16;102;41;11686;5159;4
"2763";"2006";"3144904";"Nova Módica - MG";698;1113;76;149;463837,2;636;53;10;180;23;15;44;8;22963;3532;4
"2764";"2006";"3145000";"Nova Ponte - MG";30435;24359;34318;23820;51717564,6;572;916;308;43909;147;79;205;114;261973;71943;9
"2765";"2006";"3145059";"Nova Porteirinha - MG";4243;4630;9484;3533;4354335,06;1314;512;60;25918;384;397;326;156;48642;8911;9
"2766";"2006";"3145109";"Nova Resende - MG";13152;16026;29195;16173;77944369,2099999;4581;2852;606;52988;2134;1714;964;1432;193054;50822;5
"2767";"2006";"3145208";"Nova Serrana - MG";588;4441;111;1289;2997453,42;360;477;56;120;140;7;126;57;27540;6399;4
"2768";"2006";"3145307";"Novo Cruzeiro - MG";12748;1511;4294;924;14264165,7300001;8614;251;47;11868;569;30;58;44;32040;14579;6
"2769";"2006";"3145356";"Novo Oriente de Minas - MG";938;567;121;93;347790,96;718;19;5;841;48;4;29;7;18170;2715;4
"2770";"2006";"3145372";"Novorizonte - MG";10346;96;164;50;245555,71;1172;40;8;1715;147;16;9;9;3061;1095;4
"2772";"2006";"3145455";"Olhos-d'Água - MG";7223;780;137;530;389568,47;948;303;23;121;175;16;161;17;47096;5669;4
"2773";"2006";"3145505";"Olímpio Noronha - MG";1392;1199;3747;940;29628750,52;215;127;19;5793;96;70;44;69;7473;5548;4
"2774";"2006";"3145604";"Oliveira - MG";11826;20764;13694;6612;29734216,14;2841;1488;250;16870;879;219;222;424;191631;26758;9
"2776";"2006";"3145802";"Onça de Pitangui - MG";587;4968;923;2043;2333935,38;433;302;60;384;187;46;70;70;63277;7563;4
"2777";"2006";"3145851";"Oratórios - MG";1609;1044;1916;404;6624561,96;601;371;27;1784;160;50;68;64;32291;5958;4
"2778";"2006";"3145877";"Orizânia - MG";3315;2035;3139;2008;1372133,64;1300;147;15;6131;443;74;41;162;46672;4109;4
"2779";"2006";"3145901";"Ouro Branco - MG";1759;1392;1419;1123;8031506,86;583;405;43;1312;254;109;127;178;9767;2495;4
"2780";"2006";"3146008";"Ouro Fino - MG";9597;7485;16448;6134;53205721,9299999;2385;1010;266;23777;925;526;512;770;89228;23489;8
"2781";"2006";"3146107";"Ouro Preto - MG";2905;897;988;262;2891506,33;1561;351;59;874;509;27;238;144;16711;9606;4
"2782";"2006";"3146206";"Ouro Verde de Minas - MG";1424;256;282;57;871342,51;1576;13;5;718;61;6;19;11;6630;3459;4
"2784";"2006";"3146305";"Padre Paraíso - MG";3170;309;810;57;1184289,95;1857;39;7;4723;221;9;56;25;5088;2509;4
"2785";"2006";"3146404";"Paineiras - MG";1540;4526;1913;1607;10002178,07;915;521;57;1580;258;138;158;83;34661;6691;4
"2786";"2006";"3146503";"Pains - MG";3377;3624;2942;2324;6283299,88;663;559;110;2187;186;70;133;90;48686;8359;4
"2787";"2006";"3146552";"Pai Pedro - MG";4403;1243;295;576;2724875,15;2806;394;66;174;151;638;87;31;11910;2060;4
"2788";"2006";"3146602";"Paiva - MG";510;418;42;119;225980,76;304;283;5;9;122;14;100;71;5477;1163;4
"2789";"2006";"3146701";"Palma - MG";911;1854;999;367;18020529,88;882;469;47;651;209;14;154;127;19589;5330;4
"2791";"2006";"3146909";"Papagaios - MG";2750;8959;990;2374;2027497,17;627;318;106;175;145;60;154;71;50335;8777;4
"2792";"2006";"3147006";"Paracatu - MG";96661;107228;100562;99547;103061015,5;4661;3440;1122;158196;1230;301;791;871;982128;102322;2
"2793";"2006";"3147105";"Pará de Minas - MG";1857;11493;10082;1560;9843062,39999999;914;1096;230;194;295;56;374;162;354923;38315;9
"2794";"2006";"3147204";"Paraguaçu - MG";9062;10827;400076;9979;30591769,7899999;1413;1497;323;32095;589;415;392;419;115945;38049;2
"2795";"2006";"3147303";"Paraisópolis - MG";1033;1035;1108;529;7334027,33;1326;531;43;4790;180;48;168;94;29391;5985;4
"2796";"2006";"3147402";"Paraopeba - MG";7262;8067;3194;2942;5105640,07;906;1223;175;3415;339;117;221;176;77426;13201;9
"2798";"2006";"3147600";"Passa Quatro - MG";1025;2598;651;814;1155034,01;567;257;19;517;150;72;91;109;120995;26077;4
"2799";"2006";"3147709";"Passa Tempo - MG";1610;3007;1108;1452;2244389,4;926;676;70;695;342;45;108;242;40863;6985;4
"2801";"2006";"3147907";"Passos - MG";30990;66561;72915;53378;90495963,2099999;1793;2917;843;219101;898;524;917;558;353663;74963;2
"2802";"2006";"3147956";"Patis - MG";1616;679;932;410;1368503,85;1446;296;26;612;26;10;31;28;5059;2979;4
"2803";"2006";"3148004";"Patos de Minas - MG";37559;91356;77682;42796;113117122,330001;6535;3096;733;78199;2150;651;726;1349;760747;87562;5
"2805";"2006";"3148202";"Patrocínio do Muriaé - MG";367;829;89;161;622708,79;534;257;12;22;130;17;100;75;7741;1960;4
"2806";"2006";"3148301";"Paula Cândido - MG";3311;2376;4322;1922;11427303,54;1410;440;71;9336;587;195;221;313;33964;10799;9
"2807";"2006";"3148400";"Paulistas - MG";1362;895;207;285;246435,67;1115;226;13;219;156;4;22;12;13438;2919;4
"2808";"2006";"3148509";"Pavão - MG";2913;2266;142;154;1930133,28;1525;105;31;359;41;24;131;20;21093;6266;4
"2809";"2006";"3148608";"Peçanha - MG";5530;3113;528;1213;1975171,83;3002;235;29;412;499;36;85;72;58597;44364;4
"2810";"2006";"3148707";"Pedra Azul - MG";1838;968;1422;249;603998,39;952;172;59;1129;72;15;297;19;14968;7904;4
"2811";"2006";"3148756";"Pedra Bonita - MG";3814;2284;4521;2343;9254203,63999997;2977;311;4;9038;832;14;53;611;83667;9097;9
"2812";"2006";"3148806";"Pedra do Anta - MG";1172;994;824;799;1069835,07;1356;489;9;1172;398;114;40;107;18886;2089;4
"2813";"2006";"3148905";"Pedra do Indaiá - MG";1006;2344;306;495;463305,39;840;514;38;228;321;15;147;189;30894;3336;4
