"";"Ano";"Município (Código)";"Município";"area_lavouras";"despesa_insumos";"despesa_lavouras";"CR_sicor";"pessoal_ocupado";"qtde_maquinas";"qtde_tratores";"receita_lavouras";"uso_adubos";"uso_agrotoxicos";"uso_assistencia_tecnica";"uso_corretivos";"producao";"pib_agro";"cluster"
"294";"2017";"1508357";"Vitória do Xingu - PA";3486,8;7716;4620;4909602,64;3847;161;121;18200;153;166;137;84;50885;63694;2
"301";"2017";"1600238";"Ferreira Gomes - AP";1426,4;17698;833;96603,82;1449;34;22;3437;55;32;25;54;39008;13080;2
"303";"2017";"1600279";"Laranjal do Jari - AP";1215;472;1954;186132;1199;15;8;5953;34;104;78;11;13488;14134;2
"304";"2017";"1600303";"Macapá - AP";19594,7;14705;19251;10733085,83;6810;197;153;33301;590;196;403;432;82103;57984;3
"305";"2017";"1600402";"Mazagão - AP";4456,3;710;3007;2630983,26;4406;14;11;13780;106;56;201;50;27935;27337;2
"307";"2017";"1600535";"Porto Grande - AP";4409,2;3652;6448;2534788,66;2544;100;72;19966;376;260;117;189;23015;29553;2
"309";"2017";"1600600";"Santana - AP";1445,6;1507;1824;1808383,4;2435;23;22;8220;333;95;102;129;26320;16872;2
"310";"2017";"1600709";"Tartarugalzinho - AP";4170,9;2078;2257;560945,94;1176;31;20;12382;44;12;75;29;21592;35545;2
"313";"2017";"1700301";"Aguiarnópolis - TO";430,3;1279;4128;1079169,86;764;47;34;7261;72;30;25;10;14000;23251;2
"315";"2017";"1700400";"Almas - TO";13639,4;21484;14403;38686118,99;1010;226;165;21692;79;8;62;92;69321;78463;2
"316";"2017";"1700707";"Alvorada - TO";34744,8;25165;25088;39850600,27;565;596;333;79323;69;54;24;62;102450;50989;2
"320";"2017";"1701309";"Aragominas - TO";1614;9888;1009;12918790,27;2177;102;72;2608;57;214;45;22;50570;18248;2
"321";"2017";"1701903";"Araguacema - TO";16482,3;27503;50243;27630225,83;2629;273;179;38767;285;184;62;94;69130;64055;2
"323";"2017";"1702109";"Araguaína - TO";14178,7;17892;5797;34757590,92;3346;482;359;8993;222;267;188;125;130053;54222;2
"325";"2017";"1702208";"Araguatins - TO";4876,1;10533;2865;16047301,63;6199;253;175;8768;188;985;266;80;83000;34862;2
"327";"2017";"1702406";"Arraias - TO";1299,9;8999;818;35544982,26;3526;325;256;2265;89;58;82;28;63297;35034;2
"331";"2017";"1703008";"Babaçulândia - TO";5289,5;3511;1727;6704629,74;2079;124;96;8989;139;469;50;26;44955;25031;2
"333";"2017";"1703073";"Barra do Ouro - TO";4075,2;3382;4909;10808262,38;755;55;37;7360;29;15;23;12;12335;9120;2
"334";"2017";"1703107";"Barrolândia - TO";677,8;3823;443;16165388,95;725;128;93;1104;64;126;68;27;23359;15641;2
"337";"2017";"1703602";"Brasilândia do Tocantins - TO";527,3;4076;54;1629240,03;437;84;55;145;18;58;16;17;18223;7372;2
"338";"2017";"1703701";"Brejinho de Nazaré - TO";19998;8149;9049;35905052,32;1292;271;145;67214;138;47;146;96;85672;96548;2
"340";"2017";"1703826";"Cachoeirinha - TO";408;854;163;275080,69;426;26;21;609;47;42;130;10;4688;3715;2
"341";"2017";"1703842";"Campos Lindos - TO";64255,7;71105;120919;103579454,93;3219;560;272;268095;136;68;79;81;297411;85666;5
"344";"2017";"1703891";"Carrasco Bonito - TO";140,6;1220;130;4221118,74;501;20;17;403;8;22;6;3;5757;4840;2
"353";"2017";"1706100";"Cristalândia - TO";10801,2;17224;18739;27959814,03;1865;324;198;31420;198;115;224;82;55704;26487;2
"354";"2017";"1706258";"Crixás do Tocantins - TO";6180,5;10610;8832;21800399,26;483;185;109;10890;53;44;52;37;26466;17150;2
"356";"2017";"1707009";"Dianópolis - TO";2789,2;5024;10780;61177628,4;1581;143;108;6583;98;31;135;71;26446;32824;2
"357";"2017";"1707108";"Divinópolis do Tocantins - TO";8657,3;18451;136487;42086621,82;1710;353;241;17101;74;66;34;110;57165;38771;2
"360";"2017";"1707405";"Esperantina - TO";2097,4;1893;572;2103901,37;1081;23;21;2466;22;74;25;7;7104;9090;2
"367";"2017";"1709005";"Goiatins - TO";19332,3;16308;25236;31540160,44;3931;274;148;38298;115;70;60;82;60650;43299;2
"369";"2017";"1709500";"Gurupi - TO";13407,1;28989;27454;42356127,02;1642;574;346;44688;296;185;210;151;101566;40666;2
"375";"2017";"1711506";"Jaú do Tocantins - TO";3894,3;9379;1472;23863659,62;1518;318;260;1269;190;79;51;44;25845;20769;2
"379";"2017";"1712009";"Lajeado - TO";173,3;621;217;5616781,34;452;26;19;685;60;36;36;14;4093;1997;2
"382";"2017";"1712454";"Luzinópolis - TO";266,6;933;111;841284,63;475;15;15;644;86;47;116;8;7190;4785;2
"385";"2017";"1712801";"Maurilândia do Tocantins - TO";310;1335;965;1929302,11;1274;15;12;1107;20;75;14;16;8799;4620;2
"386";"2017";"1713205";"Miracema do Tocantins - TO";8077,3;17827;13952;47667207,22;2772;420;300;27790;289;313;193;121;70899;60098;2
"387";"2017";"1713304";"Miranorte - TO";7382,7;13932;13455;42987730,87;1501;225;146;25814;195;198;67;72;53584;33753;2
"389";"2017";"1713700";"Monte Santo do Tocantins - TO";668,6;2708;548;15871107,43;1180;201;161;491;38;86;7;39;15107;14036;2
"394";"2017";"1714880";"Nova Olinda - TO";2723;9454;1024;12136803,03;1891;127;106;3644;176;280;61;96;36815;18989;2
"408";"2017";"1716703";"Colméia - TO";331,6;5585;232;15603026,79;1314;68;59;591;34;249;31;23;31625;20324;2
"410";"2017";"1717206";"Piraquê - TO";4453,8;15723;6460;11745999,42;1816;142;90;7771;85;131;61;43;46561;18393;2
"411";"2017";"1717503";"Pium - TO";27339,3;49319;57648;68377437,17;2288;694;461;97480;105;60;108;86;183979;63888;2
"415";"2017";"1718204";"Porto Nacional - TO";59742,6;68387;91753;124358134,35;5212;763;469;157828;632;237;468;345;203569;227678;5
"418";"2017";"1718451";"Pugmil - TO";7013,8;4865;6456;7155811,39;380;96;62;11465;22;18;10;13;24730;8662;2
"423";"2017";"1718758";"Rio Sono - TO";10241,3;8798;8067;20974636,38;3246;244;177;8327;171;368;24;104;26226;11621;2
"424";"2017";"1718808";"Sampaio - TO";573,5;1083;493;2489419,96;943;18;10;1949;19;237;26;5;4606;3365;2
"429";"2017";"1718907";"Santa Rosa do Tocantins - TO";36461,1;28150;43433;54080650,08;1592;331;179;104595;119;53;114;62;81105;68447;2
"432";"2017";"1720101";"São Bento do Tocantins - TO";4170;8326;3640;3761848,5;1697;110;89;3762;80;115;51;33;30367;7864;2
"433";"2017";"1720150";"São Félix do Tocantins - TO";852,7;149;492;42463,62;489;5;5;852;44;6;18;2;1084;2252;2
"436";"2017";"1720309";"São Sebastião do Tocantins - TO";856,7;1209;396;160348,48;910;16;12;898;14;80;36;7;6427;6771;2
"438";"2017";"1720655";"Silvanópolis - TO";19349,5;24847;38447;22379789,25;1137;316;160;55900;117;49;68;75;63670;66509;2
"440";"2017";"1720853";"Sucupira - TO";10066,3;18717;21297;30917765,31;415;263;143;32537;60;64;41;33;47677;34686;2
"441";"2017";"1720903";"Taguatinga - TO";5705,5;5081;1331;7522094,51;2336;203;125;1127;100;83;183;76;25530;30838;2
"444";"2017";"1721000";"Palmas - TO";13990;25634;33710;16580011,9;3441;248;169;50356;724;162;447;327;72871;57023;2
"445";"2017";"1721109";"Tocantínia - TO";3145,1;3928;5349;3712300,61;2587;99;64;10089;72;61;83;31;16602;8192;2
"446";"2017";"1721208";"Tocantinópolis - TO";502,7;1790;537;10879818,1;715;64;47;699;71;63;53;13;8422;9714;2
"449";"2017";"1722081";"Wanderlândia - TO";3538,3;4566;2012;7241366,34;1451;161;115;5886;158;126;38;61;16850;14484;2
"450";"2017";"1722107";"Xambioá - TO";1340,1;8367;559;7580940,41;1852;143;103;1674;55;199;93;26;49254;20486;2
"451";"2017";"2100055";"Açailândia - MA";40066,5;100170;54656;64021431,17;6288;878;600;90170;479;648;280;128;322846;175271;5
"461";"2017";"2100600";"Amarante do Maranhão - MA";2439,3;13990;1468;37868895,72;6895;169;120;4386;94;910;96;69;82976;74037;2
"462";"2017";"2100709";"Anajatuba - MA";2625,4;1775;1781;4119105,24;4485;11;8;6333;24;268;56;8;7964;38031;2
"463";"2017";"2100808";"Anapurus - MA";11855,9;22675;30218;13021655,58;3410;127;63;35288;198;280;23;27;36025;27109;2
"466";"2017";"2100907";"Araioses - MA";4102,9;2108;3156;5485728,28;6919;27;23;13355;61;96;50;5;17929;37709;2
"467";"2017";"2100956";"Arame - MA";3639,3;5200;2028;31160962,38;5214;70;61;4221;12;290;16;9;36596;47582;2
"468";"2017";"2101004";"Arari - MA";2350,5;3595;6217;4590851,97;3129;66;51;9265;83;469;85;31;17972;44444;2
"470";"2017";"2101202";"Bacabal - MA";2903;5994;1411;6549958,33;5372;172;132;6307;171;852;136;23;68279;56627;2
"474";"2017";"2101400";"Balsas - MA";181270,7;274565;403834;332449827,59;5974;1357;730;793661;621;326;220;187;822856;750322;1
"476";"2017";"2101608";"Barra do Corda - MA";6203,2;8293;13426;16370518,14;8243;157;125;8990;43;1077;103;20;52225;48731;2
"477";"2017";"2101707";"Barreirinhas - MA";4817,7;1776;5050;2498307,24;8807;7;7;20613;518;107;105;51;15603;49071;2
"481";"2017";"2101905";"Bequimão - MA";770,9;1717;2701;2394610,74;4737;11;8;9604;96;6;40;37;12229;13762;2
"487";"2017";"2102101";"Brejo - MA";23946,7;30491;44055;24577096,17;7394;205;104;58980;275;789;67;68;62262;60167;2
"489";"2017";"2102200";"Buriti - MA";24209,3;10222;15117;23140723,93;6447;98;53;55646;165;785;48;16;43954;38072;2
"490";"2017";"2102309";"Buriti Bravo - MA";5497,2;4253;6303;9515704,15;3147;60;48;9834;17;285;59;7;19910;21325;2
"491";"2017";"2102325";"Buriticupu - MA";23796,2;29233;62750;72591532,81;5223;159;105;86233;66;270;31;13;124767;73681;2
"492";"2017";"2102358";"Buritirana - MA";1213,8;5481;683;15218770,85;1509;87;67;3302;108;418;92;42;29779;18522;2
"495";"2017";"2102507";"Cajari - MA";709,5;817;778;1982692,3;5546;8;7;5709;12;120;109;4;12877;20475;2
"496";"2017";"2102556";"Campestre do Maranhão - MA";12273;21979;48458;12416739,27;2327;135;109;31012;90;121;31;10;87375;68338;2
"499";"2017";"2102754";"Capinzal do Norte - MA";1017,4;619;574;1747309,28;1925;28;23;2501;18;324;32;5;29368;19862;2
"500";"2017";"2102804";"Carolina - MA";23307,2;72554;63302;48094715,39;4541;295;190;77402;107;236;90;40;122114;96216;2
"502";"2017";"2103000";"Caxias - MA";13379,6;13471;21626;19880797,5;10410;140;106;31052;122;1074;136;50;55337;67054;3
"504";"2017";"2103125";"Central do Maranhão - MA";329,6;176;384;431082,35;923;3;3;1378;4;6;1;1;1512;4803;2
"507";"2017";"2103208";"Chapadinha - MA";22687;9517;14124;7803848,71;14103;68;45;32332;81;1060;75;48;29342;39515;3
"509";"2017";"2103307";"Codó - MA";11870,3;5124;5126;16138384,72;12288;96;88;19299;134;2762;70;18;48005;43326;3
"511";"2017";"2103505";"Colinas - MA";4352,7;4080;3330;14965437,5;3222;44;39;5498;93;526;46;15;13230;46161;2
"512";"2017";"2103554";"Conceição do Lago-Açu - MA";592,4;457;491;881171,07;1854;6;5;2796;20;131;14;5;5465;24545;2
"513";"2017";"2103604";"Coroatá - MA";4577;1434;2028;11466530,34;7846;44;38;8453;21;1631;42;6;20561;25491;2
"516";"2017";"2103802";"Dom Pedro - MA";357,3;1734;780;3649291,97;1231;26;24;2549;154;343;30;7;9802;14081;2
"519";"2017";"2104057";"Estreito - MA";3392;10460;1901;29226219,27;4243;231;170;3820;587;779;56;32;81740;45247;2
"521";"2017";"2104081";"Fernando Falcão - MA";9677,6;9293;13428;14707321,72;3583;32;19;16051;43;126;6;5;30845;9754;2
"522";"2017";"2104099";"Formosa da Serra Negra - MA";2690,4;3179;2338;18635950,59;7258;146;110;4068;539;375;38;11;27965;33010;2
"523";"2017";"2104107";"Fortaleza dos Nogueiras - MA";13084,4;14986;17946;26673803,2;4111;212;132;36737;507;134;63;45;51786;42993;2
"532";"2017";"2104677";"Governador Nunes Freire - MA";1537,4;1464;838;2102030,59;1922;34;31;2373;76;146;21;16;7663;23621;2
"534";"2017";"2104800";"Grajaú - MA";34614,9;28958;40963;65119293,95;12919;704;439;65971;468;942;177;181;157481;100183;3
"543";"2017";"2105427";"Itinga do Maranhão - MA";16823,9;29034;35476;53356843,4;2102;327;225;60343;82;200;63;44;118614;72190;2
"545";"2017";"2105476";"Jenipapo dos Vieiras - MA";1477,4;2043;662;11052368,64;2811;46;35;3404;11;174;26;3;19934;20108;2
"547";"2017";"2105609";"Joselândia - MA";1661,2;872;625;1998943,23;2298;7;7;2880;19;605;8;7;9507;15186;2
"550";"2017";"2105807";"Lago do Junco - MA";1092,8;941;168;3293975,07;1814;26;19;719;25;116;33;12;9921;9047;2
"552";"2017";"2105922";"Lagoa do Mato - MA";1459,2;1607;862;6271914,82;3104;34;22;3534;36;341;23;7;8120;17155;2
"556";"2017";"2106003";"Lima Campos - MA";1677,6;655;760;1382656,09;2337;14;11;3345;48;484;29;6;7052;11952;2
"557";"2017";"2106102";"Loreto - MA";58030,2;74097;106108;76906468,33;2304;357;186;197141;87;158;65;36;214878;97071;2
"559";"2017";"2106300";"Magalhães de Almeida - MA";615;1677;1624;11993635,49;1489;18;16;6545;64;123;60;12;8014;19451;2
"560";"2017";"2106326";"Maracaçumé - MA";381,4;1389;312;805597,98;644;23;21;425;14;22;5;2;7745;18384;2
"563";"2017";"2106409";"Mata Roma - MA";9431,4;14829;23169;10170812,46;3531;42;21;38246;67;147;11;17;36625;25676;2
"565";"2017";"2106607";"Matões - MA";4233,9;2040;2144;4669057,55;5961;36;28;13262;34;182;83;25;12738;12611;2
"567";"2017";"2106672";"Milagres do Maranhão - MA";4537,7;4349;7871;2151489,91;6769;61;36;15525;168;298;22;25;14523;13195;2
"572";"2017";"2107001";"Montes Altos - MA";1515,1;3266;1479;7662490,74;1944;51;33;2452;60;337;36;14;22011;14078;2
"577";"2017";"2107357";"Nova Olinda do Maranhão - MA";2621,9;2380;2245;2399327,17;1988;41;32;4002;80;147;30;20;17819;25160;2
"579";"2017";"2107456";"Olinda Nova do Maranhão - MA";495,6;738;1188;496180,4;4903;4;4;4930;12;303;24;2;7080;10382;2
"580";"2017";"2107506";"Paço do Lumiar - MA";656,9;3662;2200;458619,4;2834;28;23;4379;619;217;56;105;17194;15173;2
"581";"2017";"2107605";"Palmeirândia - MA";1967,3;1008;2585;1081349,4;6735;18;11;10925;160;163;58;46;11380;20766;2
"584";"2017";"2107902";"Passagem Franca - MA";3263,1;2519;5797;7382681,45;3565;36;27;5997;67;287;17;12;10122;19508;2
"585";"2017";"2108009";"Pastos Bons - MA";8695,6;5787;8436;14072385,69;3132;178;126;13979;56;444;63;25;34408;38584;2
"588";"2017";"2108207";"Pedreiras - MA";1036,7;660;679;3238130,38;1495;3;3;3152;55;316;30;10;7659;27821;2
"590";"2017";"2108306";"Penalva - MA";1661;1797;1783;2703315,78;6205;18;16;9323;23;116;49;9;22891;24794;2
"592";"2017";"2108454";"Peritoró - MA";1191,9;1896;520;3043876,51;2395;56;37;2434;42;307;53;15;11266;9435;2
"597";"2017";"2108900";"Poção de Pedras - MA";4391;2055;1136;18712186,76;3976;25;24;6204;43;598;85;6;30974;26147;2
"598";"2017";"2109007";"Porto Franco - MA";4022,8;23172;4402;15312884,78;2815;239;173;7081;377;572;81;29;76435;37439;2
"603";"2017";"2109270";"Presidente Sarney - MA";5176,8;1060;3159;479597,12;5321;8;5;11153;41;6;21;6;13683;42950;2
"607";"2017";"2109502";"Riachão - MA";47195,9;92631;122674;128741762,8;5720;596;339;142476;200;386;113;65;170658;144277;5
"608";"2017";"2109551";"Ribamar Fiquene - MA";3078,9;4357;3443;2618326,57;1081;105;74;17186;138;296;46;32;31571;28794;2
"609";"2017";"2109601";"Rosário - MA";286,1;2518;2557;962100;1646;4;3;3641;100;29;50;17;4175;12998;2
"610";"2017";"2109700";"Sambaíba - MA";45515,1;49402;71726;89947512,97;2004;359;193;121663;89;267;33;41;163159;130179;2
"611";"2017";"2109759";"Santa Filomena do Maranhão - MA";1177,9;5230;254;5599155,43;1430;36;30;241;19;266;20;1;13503;6549;2
"612";"2017";"2109809";"Santa Helena - MA";4294,5;1110;2307;1478244,55;5059;10;10;4978;82;92;30;15;13039;37345;2
"613";"2017";"2109908";"Santa Inês - MA";440,3;2243;279;5973665,01;909;63;52;1974;16;107;27;5;24549;21706;2
"614";"2017";"2110005";"Santa Luzia - MA";21397,3;29291;26135;34662308,58;6753;263;193;30061;97;320;57;17;117952;109436;2
"615";"2017";"2110039";"Santa Luzia do Paruá - MA";5275,6;1892;1179;1452310,84;2273;21;20;4933;157;110;38;30;13877;35899;2
"620";"2017";"2110302";"Santo Antônio dos Lopes - MA";3760,4;1447;2457;3129400,07;4499;19;18;15305;61;885;49;20;35181;21443;2
"621";"2017";"2110401";"São Benedito do Rio Preto - MA";2185,3;1333;4142;3219008,15;3873;14;8;10031;18;4;9;9;8353;9968;2
"623";"2017";"2110609";"São Bernardo - MA";5330,2;9769;13843;10524090,62;3601;23;8;14712;34;189;35;7;17180;46953;2
"624";"2017";"2110658";"São Domingos do Azeitão - MA";37142,1;50211;77719;76634973,92;768;240;111;101530;73;105;17;21;103047;78328;2
"626";"2017";"2110807";"São Félix de Balsas - MA";5115;4439;7339;19883242,49;2931;31;21;8008;35;230;77;17;12329;18675;2
"627";"2017";"2110856";"São Francisco do Brejão - MA";1267,8;6976;648;5824684,71;1398;102;79;2538;116;214;85;27;34964;25515;2
"629";"2017";"2111003";"São João Batista - MA";548,1;1307;1841;554744,66;7233;3;3;6314;7;8;23;4;10879;17206;2
"631";"2017";"2111052";"São João do Paraíso - MA";2170,1;6156;4250;15066803,22;3034;134;106;12029;406;777;65;14;47036;37038;2
"634";"2017";"2111201";"São José de Ribamar - MA";477,7;4208;1870;675217,84;2706;7;7;4118;481;158;112;157;12776;18599;2
"635";"2017";"2111250";"São José dos Basílios - MA";678,4;598;621;2971687,28;1267;5;5;3587;23;276;9;6;7799;6761;2
"636";"2017";"2111300";"São Luís - MA";572,5;6013;1610;60112525,48;2536;14;9;4289;455;100;110;106;15153;22505;2
"637";"2017";"2111409";"São Luís Gonzaga do Maranhão - MA";1734,8;2272;1145;4932565,06;4111;30;26;5000;31;818;69;11;31757;28663;2
"639";"2017";"2111532";"São Pedro da Água Branca - MA";760,4;7370;1029;2866621,76;851;59;37;1385;25;129;22;22;40211;9206;2
"640";"2017";"2111573";"São Pedro dos Crentes - MA";871,5;3031;506;11051961,31;2259;51;43;1532;174;300;6;7;16605;19445;2
"641";"2017";"2111607";"São Raimundo das Mangabeiras - MA";27014,8;34096;86764;24034743,93;2225;236;129;87918;149;225;49;49;128558;175748;2
"643";"2017";"2111672";"São Roberto - MA";1062,7;378;980;2057933,27;566;9;7;1271;4;41;15;1;4722;6043;2
"646";"2017";"2111748";"Senador Alexandre Costa - MA";1172,9;1423;1752;1678897,57;566;36;25;3572;29;125;38;13;7286;13589;2
"647";"2017";"2111763";"Senador La Rocque - MA";1066;6694;442;6338684,61;1383;87;63;1882;148;316;67;45;47179;37808;2
"649";"2017";"2111805";"Sítio Novo - MA";9516,9;7290;4156;17023359,18;6918;103;73;4996;334;728;78;58;54476;44448;2
"650";"2017";"2111904";"Sucupira do Norte - MA";5160;4586;6988;13787550,58;1768;64;44;12763;24;402;19;13;16257;17768;2
"652";"2017";"2112001";"Tasso Fragoso - MA";129936,2;159062;300584;188974260,05;2094;432;191;473327;67;69;34;26;482488;717793;5
"654";"2017";"2112209";"Timon - MA";19836,5;5718;4785;7851116,88;7394;73;56;15659;347;313;221;106;24187;21547;2
"657";"2017";"2112308";"Tuntum - MA";7669,3;9455;10159;14581545,92;7076;222;154;13040;180;1011;136;21;70174;50803;2
"658";"2017";"2112407";"Turiaçu - MA";1681,8;689;2203;2223301,38;5490;8;7;8012;115;52;7;1;15275;102146;2
"659";"2017";"2112456";"Turilândia - MA";2616,6;708;586;1586654,47;2152;24;19;3506;39;75;31;13;9452;35391;2
"660";"2017";"2112506";"Tutóia - MA";5546,8;1984;3427;2141593,7;8138;3;3;15384;73;23;42;10;17162;32345;2
"661";"2017";"2112605";"Urbano Santos - MA";2580,8;2834;29414;4488152,54;11652;33;22;19276;112;15;48;24;13160;12229;2
"663";"2017";"2112803";"Viana - MA";2079,2;2278;1956;4488287,65;7799;29;20;12262;28;213;74;7;21498;61753;2
"664";"2017";"2112852";"Vila Nova dos Martírios - MA";5205,7;13750;5192;11026450,04;1900;162;127;14483;41;304;42;28;107559;31519;2
"665";"2017";"2112902";"Vitória do Mearim - MA";1635,2;2204;2399;329405,52;4782;24;18;6029;60;322;72;19;12890;37727;2
"668";"2017";"2200053";"Acauã - PI";3511,5;2138;856;2859353,58;4386;24;16;2620;206;357;113;7;7848;4609;2
"669";"2017";"2200103";"Agricolândia - PI";1389,8;1269;2490;1465731,82;1647;19;14;6769;51;246;30;15;5203;5136;2
"671";"2017";"2200251";"Alagoinha do Piauí - PI";8833,3;2684;2267;3249577,58;4422;17;17;8505;11;71;9;7;5867;6532;2
"673";"2017";"2200301";"Alto Longá - PI";4290,3;3322;3048;3423597,98;5957;13;13;4803;666;1011;63;91;12151;7343;2
"674";"2017";"2200400";"Altos - PI";2387;17793;5203;8873626,37;4411;43;39;9497;182;99;109;66;44666;11200;2
"675";"2017";"2200459";"Alvorada do Gurguéia - PI";7293,7;8550;13929;1681183,19;1184;99;59;19827;50;113;68;22;26428;28050;2
"676";"2017";"2200509";"Amarante - PI";2539,2;1676;2147;3758154,71;4812;34;34;11899;107;313;91;54;9987;12249;2
"678";"2017";"2200707";"Anísio de Abreu - PI";4066;1508;1296;1263229,51;3539;3;3;5043;5;15;32;1;3681;2795;2
"679";"2017";"2200806";"Antônio Almeida - PI";6816,6;9532;11442;4031433,4;376;41;26;19267;20;32;47;15;29644;22542;2
"680";"2017";"2200905";"Aroazes - PI";1077,6;785;589;1260871,55;1003;7;7;3020;22;177;38;14;3904;5653;2
"684";"2017";"2201101";"Avelino Lopes - PI";2226,2;1138;1565;1761784,53;4461;8;5;5760;4;86;41;2;7702;8518;2
"685";"2017";"2201150";"Baixa Grande do Ribeiro - PI";230089,6;216434;322329;263232011,88;4661;811;399;680144;205;72;72;57;841431;498536;5
"687";"2017";"2201200";"Barras - PI";4769,5;4676;5153;2786284,9;10158;35;29;19313;258;764;39;66;21847;27157;2
"689";"2017";"2201408";"Barro Duro - PI";861,5;1009;1726;932090,54;1335;8;6;4678;75;106;34;32;5647;8039;2
"690";"2017";"2201507";"Batalha - PI";2948,6;6653;3352;4980630,58;7422;5;4;10806;444;907;54;20;18402;13794;2
