"";"Ano";"Município (Código)";"Município";"area_lavouras";"despesa_insumos";"despesa_lavouras";"CR_sicor";"pessoal_ocupado";"qtde_maquinas";"qtde_tratores";"receita_lavouras";"uso_adubos";"uso_agrotoxicos";"uso_assistencia_tecnica";"uso_corretivos";"producao";"pib_agro";"cluster"
"1854";"2017";"2902203";"Aramari - BA";1301;1236;1272;504415,01;2371;20;16;3932;554;47;52;21;24112;13273;2
"1855";"2017";"2902252";"Arataca - BA";2084,6;1344;10028;3092998,52;1807;14;11;20059;155;111;74;130;18126;11378;2
"1856";"2017";"2902302";"Aratuípe - BA";1904,7;1459;6217;1033456,95;2598;67;62;15574;753;55;6;112;16086;14073;2
"1857";"2017";"2902401";"Aurelino Leal - BA";1483,1;1122;2472;1875443,43;1339;23;15;5815;72;43;58;49;21728;25132;2
"1858";"2017";"2902500";"Baianópolis - BA";29116,1;52147;76519;42740415,53;6534;335;199;80644;1023;600;101;130;92729;48208;3
"1859";"2017";"2902609";"Baixa Grande - BA";2621;5196;1772;5424181,41;6903;128;89;8762;548;69;229;24;32151;13711;2
"1860";"2017";"2902658";"Banzaê - BA";3428;2987;1636;2356698,78;4499;27;20;8290;452;20;174;19;8317;8915;2
"1861";"2017";"2902708";"Barra - BA";8096,1;2028;3775;2491038,2;9677;62;44;15194;704;66;69;34;18448;46449;2
"1862";"2017";"2902807";"Barra da Estiva - BA";9372,6;11543;22012;8363449,76;8334;140;110;54256;2980;1445;614;1250;44814;37651;3
"1863";"2017";"2902906";"Barra do Choça - BA";14399,2;9789;24594;9050083,8;7010;603;409;46865;870;356;278;417;49295;80618;3
"1864";"2017";"2903003";"Barra do Mendes - BA";4857,8;2666;3262;2853964,71;4054;129;81;14648;229;43;127;13;12372;6031;2
"1865";"2017";"2903102";"Barra do Rocha - BA";5814,7;677;4024;2683148,34;1439;23;20;12000;109;44;47;62;11442;9361;2
"1866";"2017";"2903201";"Barreiras - BA";240789;971962;1087358;444295028,03;9227;1625;884;940260;769;392;226;235;1133941;654396;1
"1870";"2017";"2903409";"Belmonte - BA";5503;5487;13400;4314721,67;3483;213;175;22246;451;85;143;148;82304;61015;2
"1871";"2017";"2903508";"Belo Campo - BA";2918,1;2123;4599;1589767,72;2812;27;27;12597;135;77;70;20;14552;8977;2
"1872";"2017";"2903607";"Biritinga - BA";3400,3;3297;3261;2375207,98;7473;47;40;14736;1258;153;97;72;9667;7259;2
"1873";"2017";"2903706";"Boa Nova - BA";3137,1;1757;1774;1831270,4;4687;39;33;8925;316;60;57;64;16855;10957;2
"1874";"2017";"2903805";"Boa Vista do Tupim - BA";3061,7;4181;1782;6992406,98;7028;96;74;7262;160;27;67;10;29273;18631;2
"1875";"2017";"2903904";"Bom Jesus da Lapa - BA";14595,5;27458;59878;12721669,75;10253;158;130;130983;1039;1500;396;202;146858;203827;3
"1876";"2017";"2903953";"Bom Jesus da Serra - BA";2812,6;1754;778;1929463,67;3815;7;7;3891;166;81;18;16;4474;3652;2
"1877";"2017";"2904001";"Boninal - BA";992,6;3277;1009;1882018,32;3097;15;14;3251;505;134;167;145;12996;5219;2
"1878";"2017";"2904050";"Bonito - BA";8918,2;5353;12220;3948091,33;5613;186;115;26794;691;222;105;330;27730;39103;2
"1880";"2017";"2904209";"Botuporã - BA";4368,8;3132;1422;2152945,74;6330;22;18;6725;314;192;111;8;10987;8891;2
"1881";"2017";"2904308";"Brejões - BA";3472,2;1532;4289;1431556,27;3451;75;61;17374;569;97;81;360;13542;7134;2
"1884";"2017";"2904605";"Brumado - BA";7432,8;10623;8584;13904313,47;10932;192;186;29440;2342;2022;188;79;30217;28448;3
"1886";"2017";"2904753";"Buritirama - BA";3886,5;1324;1892;1525098,7;9304;6;5;7697;64;7;28;6;17855;13005;2
"1887";"2017";"2904803";"Caatiba - BA";1430,9;2202;1201;6527349,68;1557;11;11;2461;94;39;36;33;11596;14329;2
"1888";"2017";"2904852";"Cabaceiras do Paraguaçu - BA";2702,1;4016;5536;2217237,92;7967;60;52;25668;2456;690;527;382;17496;14143;3
"1889";"2017";"2904902";"Cachoeira - BA";2596,5;11062;2452;1962614,66;5106;37;32;15677;1298;41;182;70;25308;24857;2
"1890";"2017";"2905008";"Caculé - BA";3795,8;5452;4275;3085886,06;5756;43;38;11106;1622;236;192;67;15294;11259;2
"1891";"2017";"2905107";"Caém - BA";966,6;3014;617;1071889,23;2017;51;41;3396;224;41;122;27;7842;11775;2
"1892";"2017";"2905156";"Caetanos - BA";3323,1;4198;2748;2463731,1;5229;13;10;6877;798;369;98;20;11263;6032;2
"1893";"2017";"2905206";"Caetité - BA";5828,5;9832;4143;5135348,34;11673;63;52;19430;2209;889;77;104;42425;19870;3
"1894";"2017";"2905305";"Cafarnaum - BA";11272,8;20675;29589;2541069,16;6306;210;201;34911;552;468;31;51;30412;12676;2
"1897";"2017";"2905602";"Camacan - BA";3905,5;2031;6027;2826306,79;1865;41;31;13198;139;97;85;140;17382;17213;2
"1898";"2017";"2905701";"Camaçari - BA";6374,8;5257;4625;430375,29;2859;70;60;13032;986;34;156;176;21053;13088;2
"1899";"2017";"2905800";"Camamu - BA";19986,3;2687;12048;2467297,3;7760;42;36;45731;1478;429;337;1076;37306;43904;3
"1900";"2017";"2905909";"Campo Alegre de Lourdes - BA";15328,6;5187;5306;3526874,66;16058;26;23;16822;328;422;292;14;20377;23844;3
"1901";"2017";"2906006";"Campo Formoso - BA";15668,7;12979;17046;8900359,86;17162;68;66;56782;1085;619;273;78;62407;42811;3
"1902";"2017";"2906105";"Canápolis - BA";1569;1910;1629;2646980,37;4403;11;8;6625;166;208;105;5;9781;8306;2
"1903";"2017";"2906204";"Canarana - BA";15599,5;12979;18972;5116405,49;7511;678;395;33763;756;421;104;39;31311;19238;2
"1904";"2017";"2906303";"Canavieiras - BA";8138,5;5758;10824;9372875,03;4162;214;155;25881;384;64;95;265;44702;72952;2
"1906";"2017";"2906501";"Candeias - BA";608,6;1022;1435;177010,72;1039;26;26;1816;206;29;33;21;4609;11731;2
"1907";"2017";"2906600";"Candiba - BA";3877,7;4796;2239;3266467,04;4192;123;72;6362;528;1192;65;24;16493;14574;2
"1909";"2017";"2906808";"Cansanção - BA";5260,8;4317;2079;3268456,06;9576;35;32;12753;789;77;350;7;18809;23053;2
"1910";"2017";"2906824";"Canudos - BA";2199,8;4656;2843;2581131,15;4723;49;33;21364;1017;34;296;8;26332;17140;2
"1913";"2017";"2906899";"Caraíbas - BA";3030,5;5084;6674;3039558,71;4140;62;59;12579;757;444;80;37;14614;9334;2
"1914";"2017";"2906907";"Caravelas - BA";19744,2;17145;12993;9782381,86;5042;318;209;24792;347;147;129;239;280893;94382;2
"1915";"2017";"2907004";"Cardeal da Silva - BA";285,1;398;244;211574,43;515;28;14;1450;71;10;7;15;3284;7119;2
"1916";"2017";"2907103";"Carinhanha - BA";7446,7;9524;27547;6647742,46;9046;138;113;26635;299;1137;57;34;44773;35743;2
"1917";"2017";"2907202";"Casa Nova - BA";30909,4;41719;251115;31535390,35;30337;460;427;145450;1786;1147;864;325;210023;123282;3
"1918";"2017";"2907301";"Castro Alves - BA";2003,9;2238;3798;4321512,93;4801;50;44;13281;1107;19;43;205;13224;14017;2
"1920";"2017";"2907509";"Catu - BA";1532,4;1762;1955;3086692,1;2884;52;36;8180;688;56;31;55;8286;10755;2
"1921";"2017";"2907558";"Caturama - BA";3376,2;2138;1264;2175358,3;4466;26;26;5051;590;169;45;13;11520;8808;2
"1922";"2017";"2907608";"Central - BA";10513,4;1673;2454;2208381,67;4253;212;143;13038;119;22;46;6;4192;5432;2
"1923";"2017";"2907707";"Chorrochó - BA";370,9;3862;726;338500;3493;41;41;1638;108;93;59;2;5795;5643;2
"1924";"2017";"2907806";"Cícero Dantas - BA";13197,3;11644;9374;4799645,68;13834;340;157;35035;3026;500;356;727;41820;24423;3
"1925";"2017";"2907905";"Cipó - BA";1417;1459;1350;817922,12;3032;23;21;4759;233;143;55;32;5592;4241;2
"1927";"2017";"2908101";"Cocos - BA";35763;60434;126458;28880964,99;5239;380;271;117198;444;206;58;49;152423;118958;2
"1928";"2017";"2908200";"Conceição da Feira - BA";688,8;43488;919;8159504,25;2582;30;25;4284;677;34;181;26;115076;28492;2
"1929";"2017";"2908309";"Conceição do Almeida - BA";1388,1;2341;3027;1921664,64;2902;40;30;8938;883;34;36;120;10162;13864;2
"1930";"2017";"2908408";"Conceição do Coité - BA";14569,8;12523;9167;6368156,11;14803;93;81;37876;3150;396;574;33;45887;25256;3
"1932";"2017";"2908606";"Conde - BA";17342,7;6559;23958;2815378,34;5019;128;117;42664;1038;160;117;43;36474;72935;2
"1933";"2017";"2908705";"Condeúba - BA";3179,1;4413;2637;2918290,87;7190;49;46;13444;1409;223;566;44;12379;9653;3
"1934";"2017";"2908804";"Contendas do Sincorá - BA";1086,9;1222;1827;922802,66;974;41;26;5529;244;97;13;71;6346;7633;2
"1935";"2017";"2908903";"Coração de Maria - BA";2492;6235;3287;4868552,04;7296;142;134;15231;1663;213;254;64;14571;14729;3
"1939";"2017";"2909307";"Correntina - BA";280583,7;887538;989019;273089087,67;10261;1335;733;1015474;1092;167;115;273;993072;550711;1
"1941";"2017";"2909505";"Cravolândia - BA";1843,1;295;366;1584677,01;449;13;7;1645;154;105;8;30;2506;2945;2
"1942";"2017";"2909604";"Crisópolis - BA";7766,5;5274;6780;8868130,72;10071;133;93;25423;3198;579;165;57;32624;23362;3
"1944";"2017";"2909802";"Cruz das Almas - BA";2482,5;2630;15597;1146320,77;5229;63;61;15782;1151;273;142;241;11635;13015;2
"1945";"2017";"2909901";"Curaçá - BA";7452,6;21919;30091;5959496,56;11342;114;99;61517;2302;1744;961;263;71592;32261;3
"1946";"2017";"2910008";"Dário Meira - BA";4637,4;1357;2782;1488496,47;2489;26;22;12791;131;37;55;113;13581;11789;2
"1947";"2017";"2910057";"Dias d'Ávila - BA";1910,2;552;538;18150;538;4;4;1738;155;3;25;50;4321;2108;2
"1948";"2017";"2910107";"Dom Basílio - BA";2239,2;5423;6329;5191916,07;3450;37;35;18466;1328;1069;97;73;20857;20012;3
"1949";"2017";"2910206";"Dom Macedo Costa - BA";306;1088;702;2051732,84;1251;15;9;3518;213;14;18;38;7231;5918;2
"1950";"2017";"2910305";"Elísio Medrado - BA";1646,2;2004;2120;1098934,77;2885;16;10;10789;691;141;38;139;10341;7514;2
"1951";"2017";"2910404";"Encruzilhada - BA";15089,6;11661;20922;20465619,41;5825;435;284;35694;720;422;140;414;41455;38449;3
"1952";"2017";"2910503";"Entre Rios - BA";3380,9;29232;4397;6873502,29;2665;158;105;7679;454;91;71;96;124419;73829;2
"1953";"2017";"2910602";"Esplanada - BA";8429,9;6625;9850;7264736,78;6845;229;174;35858;1879;539;256;71;51975;96804;3
"1954";"2017";"2910701";"Euclides da Cunha - BA";23266,3;20165;16291;8411379,75;15679;635;322;29702;2185;476;385;47;55639;33560;3
"1955";"2017";"2910727";"Eunápolis - BA";9698,5;112964;126385;35281576,04;8419;468;288;80862;433;180;257;187;235678;107624;3
"1958";"2017";"2910800";"Feira de Santana - BA";5727,5;37652;6286;5613682,5;26362;154;116;37683;5777;593;439;166;74060;50964;3
"1959";"2017";"2910859";"Filadélfia - BA";1393,8;3098;700;2768830,47;3537;57;47;3797;148;55;59;18;11332;7851;2
"1960";"2017";"2910909";"Firmino Alves - BA";271,2;1040;367;2896895,67;596;15;10;663;26;9;15;11;7860;6911;2
"1961";"2017";"2911006";"Floresta Azul - BA";257,5;1018;2165;19838411,5;1252;18;13;7649;38;65;45;10;11257;10179;2
"1962";"2017";"2911105";"Formosa do Rio Preto - BA";504414,1;807190;1180811;497364427,61;7364;2933;1689;1746471;238;485;221;194;1916808;1057257;1
"1963";"2017";"2911204";"Gandu - BA";9159,8;2522;11375;1684801,51;3644;6;6;28722;677;313;194;334;23171;26920;2
"1964";"2017";"2911253";"Gavião - BA";1633,8;1797;244;2813968,5;1454;16;13;714;191;50;152;3;7992;6299;2
"1965";"2017";"2911303";"Gentio do Ouro - BA";1599,7;743;1238;1431383,8;2642;9;9;4499;44;126;22;5;3133;4040;2
"1966";"2017";"2911402";"Glória - BA";3875,3;35252;6850;5616809,84;7249;49;40;23130;496;334;120;155;98531;90368;2
"1967";"2017";"2911501";"Gongogi - BA";2317,9;892;855;3243992,5;918;55;38;1989;71;27;62;44;13260;11640;2
"1968";"2017";"2911600";"Governador Mangabeira - BA";2864,4;3380;5774;1510410,11;6509;52;45;21180;1735;331;155;181;9489;30626;3
"1970";"2017";"2911709";"Guanambi - BA";6978,2;13178;7773;5645272,74;11773;158;123;15469;1500;2953;232;69;40484;30309;3
"1971";"2017";"2911808";"Guaratinga - BA";11324,7;13796;21314;29504267,81;7418;220;142;31692;577;356;211;354;111838;75911;3
"1972";"2017";"2911857";"Heliópolis - BA";4816,4;6652;2854;5645004,97;5228;146;75;8290;1445;164;170;31;18448;11387;2
"1973";"2017";"2911907";"Iaçu - BA";4408,2;9474;10249;12790385,68;4920;135;106;11702;275;170;56;29;39032;22307;2
"1974";"2017";"2912004";"Ibiassucê - BA";4707,9;4042;1739;1959402,66;3940;21;19;7664;982;197;125;52;17673;8221;2
"1976";"2017";"2912202";"Ibicoara - BA";40987,6;25351;51321;27646323,86;7091;292;199;95204;1424;370;247;719;96532;86481;3
"1977";"2017";"2912301";"Ibicuí - BA";3320,5;6466;1231;7308466,74;2853;88;58;5518;311;171;121;71;36457;40266;2
"1978";"2017";"2912400";"Ibipeba - BA";14272,3;7434;22956;2432029,37;4689;336;185;37910;458;204;82;94;35987;18031;2
"1980";"2017";"2912608";"Ibiquera - BA";475,2;1117;489;1879168,98;1565;22;16;1900;76;9;32;4;4030;4579;2
"1981";"2017";"2912707";"Ibirapitanga - BA";19421,4;3569;16862;1954001,97;5776;7;7;44046;743;151;276;541;29114;32452;2
"1982";"2017";"2912806";"Ibirapuã - BA";8256,7;22162;37688;68047274,83;1750;212;139;44007;191;78;97;107;73414;54704;2
"1983";"2017";"2912905";"Ibirataia - BA";10306,1;1507;9244;2395753,45;2922;10;10;23069;406;81;67;275;19466;18988;2
"1986";"2017";"2913200";"Ibotirama - BA";3159,2;1905;1461;948000,76;3113;60;36;6544;187;135;112;41;9057;17520;2
"1988";"2017";"2913408";"Igaporã - BA";1981,8;5137;1317;1893052,87;3617;45;34;4320;597;632;48;33;15338;10101;2
"1989";"2017";"2913457";"Igrapiúna - BA";18688,2;2616;12614;1855119,94;6398;30;30;42851;862;323;155;549;34254;44423;3
"1990";"2017";"2913507";"Iguaí - BA";3515,8;4283;2856;6250437,65;4942;44;38;12054;287;196;109;144;33484;22610;2
"1991";"2017";"2913606";"Ilhéus - BA";9550,9;5141;31348;30358523,17;10797;99;85;105195;1195;406;393;839;94626;117795;3
"1992";"2017";"2913705";"Inhambupe - BA";12888;15543;54404;17461902,46;12087;317;207;70280;3139;1015;483;145;111257;169184;3
"1993";"2017";"2913804";"Ipecaetá - BA";4160,2;1887;4039;3700073,86;9145;33;31;13809;890;579;15;11;7337;5133;2
"1994";"2017";"2913903";"Ipiaú - BA";6064,1;1847;6285;2483559,18;2401;28;21;17208;346;128;57;164;20863;15046;2
"1995";"2017";"2914000";"Ipirá - BA";6184,8;16138;4553;15607925,74;17213;117;107;14409;1797;243;315;35;67057;43988;3
"1996";"2017";"2914109";"Ipupiara - BA";3087;1165;1037;1672571,65;2976;8;6;5072;145;90;102;6;5834;4102;2
"1997";"2017";"2914208";"Irajuba - BA";1360,2;807;1347;567467,3;979;36;32;3995;188;151;24;53;5087;3340;2
"1998";"2017";"2914307";"Iramaia - BA";2086,7;2068;1960;1280612,02;3101;80;70;4974;225;134;98;98;11932;11609;2
"1999";"2017";"2914406";"Iraquara - BA";6816,9;7143;11773;2519293,84;8774;79;53;30132;551;209;117;62;20730;28645;2
"2000";"2017";"2914505";"Irará - BA";3069,1;5659;5331;8809952,93;7259;102;84;22184;2714;448;141;68;15694;14213;3
"2001";"2017";"2914604";"Irecê - BA";7352,1;3053;3799;2047157,89;1767;294;181;9246;190;73;70;17;20322;19868;2
"2002";"2017";"2914653";"Itabela - BA";9064,2;15869;30116;31528918,76;3086;351;255;58217;418;288;137;261;98070;63354;2
"2003";"2017";"2914703";"Itaberaba - BA";4309,6;12039;12958;7013372,33;8391;161;135;35927;1148;610;171;77;72375;35215;3
"2004";"2017";"2914802";"Itabuna - BA";2590,3;11978;5566;1762296,75;2213;24;21;12012;269;120;117;107;28910;16063;2
"2005";"2017";"2914901";"Itacaré - BA";9237,6;2325;15051;1121986,99;6527;20;20;42976;631;334;106;514;32308;34071;2
"2006";"2017";"2915007";"Itaeté - BA";2057,6;2721;2548;4430812,12;3338;80;54;7221;307;60;279;33;12499;9461;2
"2007";"2017";"2915106";"Itagi - BA";4297,2;899;2758;1670372,97;1751;12;6;8184;177;39;32;92;9736;15304;2
"2008";"2017";"2915205";"Itagibá - BA";5742,1;7756;3824;7933139,67;3354;93;72;9832;202;213;99;58;57249;26621;2
"2009";"2017";"2915304";"Itagimirim - BA";279,2;1741;238;6993446,96;835;46;35;714;36;24;22;25;57856;33477;2
"2010";"2017";"2915353";"Itaguaçu da Bahia - BA";6547,7;2309;3412;1480378,63;4502;120;83;11138;170;112;48;20;16533;8803;2
"2012";"2017";"2915502";"Itajuípe - BA";997,1;1641;10165;691886,89;2300;15;13;18594;109;123;78;87;19522;23941;2
"2013";"2017";"2915601";"Itamaraju - BA";20979,8;37315;83585;34618469,19;9052;487;339;112110;825;570;178;499;195409;159791;3
"2015";"2017";"2915809";"Itambé - BA";1784,4;6402;1358;15617247,23;3621;153;122;5919;248;85;118;56;61475;41408;2
"2016";"2017";"2915908";"Itanagra - BA";603,5;1620;439;886642,7;1161;62;49;1356;213;4;9;22;7931;4403;2
"2017";"2017";"2916005";"Itanhém - BA";1379;7915;1962;27797640,12;3333;39;29;4791;259;130;112;143;69552;72106;2
"2021";"2017";"2916401";"Itapetinga - BA";441,9;10746;690;13994212,06;2014;172;140;2080;206;78;239;46;69464;36561;2
"2022";"2017";"2916500";"Itapicuru - BA";19022,5;15778;25469;18096684,45;12328;421;280;53451;3835;935;185;165;57001;93686;3
"2023";"2017";"2916609";"Itapitanga - BA";1267,3;1993;1306;3213400,04;795;23;20;3544;74;61;34;29;10443;13836;2
"2024";"2017";"2916708";"Itaquara - BA";1346;3457;2230;1138039,08;1584;57;47;3716;428;375;30;182;7572;13119;2
"2025";"2017";"2916807";"Itarantim - BA";783,3;8837;283;27917438,97;2727;194;178;1210;98;16;205;42;90151;45438;2
"2027";"2017";"2916906";"Itiruçu - BA";1813,9;1712;3322;809808,4;1726;98;77;7770;462;312;29;227;10467;7620;2
"2028";"2017";"2917003";"Itiúba - BA";4748,9;7327;1181;6058006,44;9607;35;33;5276;466;43;506;9;27198;34898;2
"2030";"2017";"2917201";"Ituaçu - BA";7012,5;8675;16409;3470324,35;6847;51;40;35236;1905;1130;187;496;31598;36513;3
"2031";"2017";"2917300";"Ituberá - BA";14087,5;1987;7121;1259389,67;3875;24;24;28572;712;332;177;532;26902;43444;2
"2034";"2017";"2917409";"Jacaraci - BA";4391,7;9821;3129;5177579,08;6207;49;43;7933;1241;192;160;42;14901;10177;2
"2035";"2017";"2917508";"Jacobina - BA";5312,9;5999;3519;4034469,7;5291;96;78;12219;770;66;165;33;24838;22521;2
"2036";"2017";"2917607";"Jaguaquara - BA";6318,4;8982;6093;5522565,35;6211;124;101;21519;1765;1313;51;1112;43616;29254;3
"2037";"2017";"2917706";"Jaguarari - BA";2328,5;5234;1405;2479793,09;4645;18;14;11357;343;34;138;12;16411;5632;2
"2038";"2017";"2917805";"Jaguaripe - BA";7781,6;4273;12422;1674043,74;6213;174;153;38964;1735;344;130;396;42591;44820;3
"2039";"2017";"2917904";"Jandaíra - BA";4313,4;1966;4124;2338454,76;1754;70;51;13359;391;135;45;23;17886;74008;2
"2040";"2017";"2918001";"Jequié - BA";11952,5;5854;11131;12138528,21;7207;88;74;36256;1203;519;152;557;35820;40508;3
"2041";"2017";"2918100";"Jeremoabo - BA";14129,4;13176;8042;9990966,2;12178;377;224;20244;1345;283;342;25;46026;37852;3
"2042";"2017";"2918209";"Jiquiriçá - BA";7052,6;2912;9674;2387428,15;5812;13;9;34144;1163;526;199;752;18873;15078;3
"2043";"2017";"2918308";"Jitaúna - BA";5809,3;1028;4542;1483118,49;2659;16;11;14241;341;203;51;121;9573;26424;2
"2044";"2017";"2918357";"João Dourado - BA";16796,9;7709;11403;6669158,43;3591;382;217;17100;455;246;119;20;17047;18422;2
"2045";"2017";"2918407";"Juazeiro - BA";43251,9;141493;595658;97737674,11;34936;1002;908;700043;4581;3254;1851;824;647228;221056;4
"2046";"2017";"2918456";"Jucuruçu - BA";3769,5;4315;2185;7587803,5;3681;40;29;15162;173;71;46;93;46247;40244;2
"2047";"2017";"2918506";"Jussara - BA";16375;2596;2999;3702241,39;3711;214;127;7836;258;59;59;27;7596;6412;2
"2049";"2017";"2918605";"Jussiape - BA";1689,9;3139;3521;3967733,27;1817;61;60;9769;552;229;73;113;13145;8872;2
"2050";"2017";"2918704";"Lafaiete Coutinho - BA";1461,3;2366;2051;2830500,77;1379;62;41;5609;454;220;98;279;13952;8283;2
"2051";"2017";"2918753";"Lagoa Real - BA";3128;5295;1225;3441721,91;5989;43;29;7498;990;508;17;35;17963;10682;2
"2052";"2017";"2918803";"Laje - BA";13965,5;8201;24541;2408834,47;11550;217;182;78734;2858;1068;250;988;71253;42682;3
"2054";"2017";"2919009";"Lajedinho - BA";449,7;1282;463;1452699,98;1173;46;31;1961;37;18;33;7;7143;4368;2
"2055";"2017";"2919058";"Lajedo do Tabocal - BA";2023,2;2938;4589;3593004,73;2176;52;48;7985;611;476;81;317;8810;10064;2
"2056";"2017";"2919108";"Lamarão - BA";2265,1;1395;1083;304958,01;3944;27;24;6718;840;162;27;9;8744;2747;2
"2059";"2017";"2919306";"Lençóis - BA";1317,5;1572;3212;147900,42;1475;26;21;5889;247;37;27;34;6421;6387;2
"2060";"2017";"2919405";"Licínio de Almeida - BA";2651;3852;3639;2663095,58;4279;56;40;9491;952;311;195;129;15780;9839;2
"2061";"2017";"2919504";"Livramento de Nossa Senhora - BA";11847,9;17747;27118;11373102,71;10212;104;100;95851;3811;3159;453;340;78379;46673;3
"2062";"2017";"2919553";"Luís Eduardo Magalhães - BA";221543,6;500140;692171;436704460,04;3085;1617;880;792215;267;172;148;169;936907;601242;1
"2065";"2017";"2919801";"Macaúbas - BA";11515,8;7311;5587;5654373,24;17245;63;58;30478;809;439;123;26;27352;22314;3
"2067";"2017";"2919959";"Maetinga - BA";1269,1;1871;718;1165925,09;1930;4;4;2342;281;170;36;26;4499;2614;2
"2070";"2017";"2920205";"Malhada - BA";14238,1;8894;13114;15455807,78;6045;351;204;38892;286;1383;181;26;54356;33807;3
"2071";"2017";"2920304";"Malhada de Pedras - BA";2316,9;3097;1846;2824487,02;4113;23;23;7228;851;414;16;10;8665;6682;2
"2074";"2017";"2920502";"Maracás - BA";4189,3;7379;5688;7478055,85;3440;135;110;14143;833;484;66;409;31338;31372;2
"2075";"2017";"2920601";"Maragogipe - BA";6296,1;4061;6842;2548702,29;10935;63;56;24675;2672;727;131;295;26130;61348;3
"2076";"2017";"2920700";"Maraú - BA";12025;2276;6902;1573441,51;6334;45;34;35437;830;344;61;656;26223;37984;3
"2078";"2017";"2920908";"Mascote - BA";5101,3;4021;5302;2938056,29;1426;37;29;6930;92;20;40;80;21646;42352;2
"2079";"2017";"2921005";"Mata de São João - BA";2798,2;6372;893;189343,29;1379;72;56;3452;359;6;66;29;18743;11649;2
"2080";"2017";"2921054";"Matina - BA";2175,9;2543;658;1757421,72;3827;11;8;2537;86;1044;11;2;6958;9346;2
"2082";"2017";"2921203";"Miguel Calmon - BA";3981,4;5561;2890;3353922,73;5385;136;94;7532;642;101;81;36;21554;18627;2
"2084";"2017";"2921401";"Mirangaba - BA";4069,8;3876;5600;2917213,43;3778;33;30;15273;526;222;103;34;17227;13153;2
"2085";"2017";"2921450";"Mirante - BA";2732,5;3670;2884;2527631,88;4484;21;20;6730;610;217;34;18;12384;7060;2
"2086";"2017";"2921500";"Monte Santo - BA";10167,7;8404;4935;8676617,57;20900;162;113;19261;1609;196;689;16;40994;17422;3
"2088";"2017";"2921708";"Morro do Chapéu - BA";10888,7;10626;14035;9386656,89;6404;278;195;25027;975;283;156;194;37500;26203;2
"2089";"2017";"2921807";"Mortugaba - BA";2198,1;4154;928;1309417,11;5100;38;36;3487;1054;54;88;75;11773;7092;2
"2090";"2017";"2921906";"Mucugê - BA";10854,3;73785;184876;37382484,33;4708;370;261;70150;596;181;118;328;86652;237928;2
"2091";"2017";"2922003";"Mucuri - BA";10012,8;17104;18835;11930038,52;3732;341;292;35942;428;151;85;224;128284;67099;2
"2092";"2017";"2922052";"Mulungu do Morro - BA";9500,4;5453;10397;1278480,68;9720;133;129;31018;938;153;151;51;16908;7935;2
"2093";"2017";"2922102";"Mundo Novo - BA";2323,8;5142;2074;5249889,26;3729;140;109;6607;498;168;106;44;25861;18489;2
"2094";"2017";"2922201";"Muniz Ferreira - BA";1398,4;2341;2802;1312490,87;2764;11;11;10243;557;76;22;132;9284;5314;2
"2095";"2017";"2922250";"Muquém do São Francisco - BA";21152,1;29991;1425;3318900,41;3475;313;203;3205;93;235;63;31;40954;31065;2
"2096";"2017";"2922300";"Muritiba - BA";2025,8;2044;4390;1242463,04;4591;41;40;19310;1407;220;82;118;8190;10261;2
"2097";"2017";"2922409";"Mutuípe - BA";11468;4329;13298;2491891,78;9911;10;7;54530;1852;524;281;994;30055;27789;3
"2098";"2017";"2922508";"Nazaré - BA";1947,4;1749;4047;1216454,7;1846;35;22;17656;652;92;41;88;11806;12653;2
"2099";"2017";"2922607";"Nilo Peçanha - BA";8696,7;2927;9797;2515225,98;4813;12;11;36091;1029;336;78;493;30274;33077;2
"2101";"2017";"2922706";"Nova Canaã - BA";2426;6580;2896;9628874,05;5712;56;39;11918;719;224;177;271;34473;27671;2
"2102";"2017";"2922730";"Nova Fátima - BA";2362;3049;365;3153271,59;2822;9;9;2494;159;12;237;7;9852;7058;2
"2103";"2017";"2922755";"Nova Ibiá - BA";7301;2208;10225;1678533,84;3294;9;9;25790;492;241;199;265;19438;17840;2
"2105";"2017";"2922854";"Nova Redenção - BA";1905,1;7593;12938;1953100;3223;52;37;6912;99;47;130;10;7799;5285;2
"2106";"2017";"2922904";"Nova Soure - BA";6311,4;4262;3375;3390883,47;8659;152;101;14595;925;152;92;56;25116;28236;2
"2107";"2017";"2923001";"Nova Viçosa - BA";3926,5;9043;5490;12520132,53;2279;206;200;17615;221;100;76;97;76428;43808;2
"2108";"2017";"2923035";"Novo Horizonte - BA";592,1;2580;2994;1509796,21;2478;7;7;8437;299;279;162;98;14312;7253;2
"2109";"2017";"2923050";"Novo Triunfo - BA";2854,7;2176;1387;1482131,21;2219;28;21;5471;657;130;183;24;8955;3912;2
"2110";"2017";"2923100";"Olindina - BA";5078,4;2535;2191;4812450,89;5318;106;69;7409;1105;46;102;27;12165;11849;2
"2111";"2017";"2923209";"Oliveira dos Brejinhos - BA";6019,4;4249;1107;2499102,5;8218;81;77;4874;578;352;44;33;17096;12169;2
"2113";"2017";"2923357";"Ourolândia - BA";6123,3;2795;3829;2207373,02;2809;74;69;11513;193;57;51;15;13108;5907;2
"2115";"2017";"2923506";"Palmeiras - BA";552,5;572;591;256921,42;1187;5;5;3126;215;20;15;16;9407;3498;2
"2116";"2017";"2923605";"Paramirim - BA";4087;3419;3203;3126017,89;7957;47;43;13245;1284;207;50;22;29337;12904;2
