Município (Código);Município;Arrendamento de terras;Adubos e corretivos;Sementes e mudas;Agrotóxicos;Novas culturas permanentes e silvicultura;Formação de pastagens;Soma
3169901;Ubá (MG);462;807;207;171;X;X;1647
3170008;Ubaí (MG);182;218;196;79;-;2732;3407
3170057;Ubaporanga (MG);230;4773;1238;1364;244;14;7863
3170107;Uberaba (MG);107934;151319;39569;101330;208;1361;401721
3170206;Uberlândia (MG);37379;91508;28060;58165;745;2312;218169
3170305;Umburatiba (MG);8;266;49;X;-;108;431
3170404;Unaí (MG);13587;128291;72538;131343;627;2094;348480
3170438;União de Minas (MG);4275;10885;7614;7845;-;593;31212
3170479;Uruana de Minas (MG);258;2051;1184;2494;2;644;6633
3170503;Urucânia (MG);2983;2970;1054;1591;-;X;8598
3170529;Urucuia (MG);1405;4665;1837;6519;X;3621;18047
3170578;Vargem Alegre (MG);65;191;9;5;X;35;305
3170602;Vargem Bonita (MG);2287;9314;1199;3687;70;952;17509
3170651;Vargem Grande do Rio Pardo (MG);1;963;74;307;23;125;1493
3170701;Varginha (MG);861;18299;894;4735;267;91;25147
3170750;Varjão de Minas (MG);510;6118;1201;17061;X;121;25011
3170800;Várzea da Palma (MG);312;6404;2304;5700;14;2640;17374
3170909;Varzelândia (MG);53;160;401;118;7;1016;1755
3171006;Vazante (MG);3740;10791;4432;3924;X;406;23293
3171030;Verdelândia (MG);853;5192;1403;1465;3107;1138;13158
3171071;Veredinha (MG);2994;2789;113;420;257;72;6645
3171105;Veríssimo (MG);20600;19851;2249;13334;30;267;56331
3171154;Vermelho Novo (MG);74;3623;62;569;200;X;4528
3171204;Vespasiano (MG);70;71;70;7;-;-;218
3171303;Viçosa (MG);341;2199;431;216;19;90;3296
3171402;Vieiras (MG);422;1968;152;97;-;56;2695
3171501;Mathias Lobato (MG);20;332;58;76;-;196;682
3171600;Virgem da Lapa (MG);1209;526;226;9;X;647;2617
3171709;Virgínia (MG);1138;2294;728;769;21;87;5037
3171808;Virginópolis (MG);144;1423;189;297;X;339;2392
3171907;Virgolândia (MG);160;140;29;52;155;133;669
3172004;Visconde do Rio Branco (MG);268;626;72;249;3;X;1218
3172103;Volta Grande (MG);205;271;129;47;-;145;797
3172202;Wenceslau Braz (MG);137;202;80;11;-;X;430
3200102;Afonso Cláudio (ES);1126;19081;4884;8298;929;349;34667
3200136;Águia Branca (ES);484;7327;981;1634;1957;536;12919
3200169;Água Doce do Norte (ES);339;2604;608;343;84;317;4295
3200201;Alegre (ES);1090;5595;397;959;158;362;8561
3200300;Alfredo Chaves (ES);1367;7362;1635;2662;88;22;13136
3200359;Alto Rio Novo (ES);108;2572;139;682;221;45;3767
3200409;Anchieta (ES);784;1103;229;234;X;225;2575
3200508;Apiacá (ES);497;1875;33;255;79;25;2764
3200607;Aracruz (ES);28051;46306;358;4118;695;993;80521
3200706;Atílio Vivácqua (ES);468;1114;89;277;25;717;2690
3200805;Baixo Guandu (ES);682;4149;1456;1111;265;2250;9913
3200904;Barra de São Francisco (ES);682;6313;13900;989;658;1820;24362
3201001;Boa Esperança (ES);2650;8286;1671;3217;2104;371;18299
3201100;Bom Jesus do Norte (ES);101;283;25;37;13;75;534
3201159;Brejetuba (ES);186;15770;416;3074;396;18;19860
3201209;Cachoeiro de Itapemirim (ES);2908;3077;391;815;205;693;8089
3201308;Cariacica (ES);415;1092;161;191;X;X;1859
3201407;Castelo (ES);6680;10757;1134;3055;467;280;22373
3201506;Colatina (ES);904;15094;1565;3731;2799;2136;26229
3201605;Conceição da Barra (ES);2195;5965;718;1507;1227;X;11612
3201704;Conceição do Castelo (ES);267;6131;551;1222;918;173;9262
3201803;Divino de São Lourenço (ES);210;2486;192;217;21;119;3245
3201902;Domingos Martins (ES);1589;19706;4992;5457;498;263;32505
3202009;Dores do Rio Preto (ES);64;5044;450;350;X;X;5908
3202108;Ecoporanga (ES);3309;4588;2298;852;354;4184;15585
3202207;Fundão (ES);142;2551;161;370;X;81;3305
3202256;Governador Lindenberg (ES);375;13888;399;4754;1033;30;20479
3202306;Guaçuí (ES);433;8178;302;736;52;125;9826
3202405;Guarapari (ES);X;1672;68;212;162;214;2328
3202454;Ibatiba (ES);211;15770;383;2891;283;29;19567
3202504;Ibiraçu (ES);-;2649;X;535;59;67;3310
3202553;Ibitirama (ES);821;7013;430;1080;259;54;9657
3202603;Iconha (ES);1611;3134;191;473;172;41;5622
3202652;Irupi (ES);49;11877;160;2197;190;28;14501
3202702;Itaguaçu (ES);2997;7025;659;1757;589;533;13560
3202801;Itapemirim (ES);1148;1267;377;301;X;1382;4475
3202900;Itarana (ES);2668;9035;1249;2104;371;218;15645
3203007;Iúna (ES);151;17581;376;3640;400;54;22202
3203056;Jaguaré (ES);1224;21045;1929;9318;2184;119;35819
3203106;Jerônimo Monteiro (ES);1085;1612;261;309;36;133;3436
3203130;João Neiva (ES);121;1772;24;572;221;97;2807
3203163;Laranja da Terra (ES);571;8017;1695;2720;275;481;13759
3203205;Linhares (ES);8874;50058;3032;23777;5753;1146;92640
3203304;Mantenópolis (ES);143;4850;310;684;74;73;6134
3203320;Marataízes (ES);4135;4144;107;1381;-;X;9767
3203346;Marechal Floriano (ES);635;6580;1242;1401;19;22;9899
3203353;Marilândia (ES);378;11531;721;2480;2505;280;17895
3203403;Mimoso do Sul (ES);5044;8473;293;1457;548;626;16441
3203502;Montanha (ES);14688;17167;520;5700;2901;1369;42345
3203601;Mucurici (ES);3128;1458;229;476;71;436;5798
3203700;Muniz Freire (ES);1011;10956;809;2558;723;321;16378
3203809;Muqui (ES);2312;3602;78;620;77;111;6800
3203908;Nova Venécia (ES);553;16977;1641;5236;2351;960;27718
3204005;Pancas (ES);239;10326;533;2641;4792;1132;19663
3204054;Pedro Canário (ES);1187;5655;2067;2175;1240;208;12532
3204104;Pinheiros (ES);8309;155735;2019;7576;2505;324;176468
3204203;Piúma (ES);153;204;54;38;-;230;679
3204252;Ponto Belo (ES);7906;886;276;232;34;61;9395
3204302;Presidente Kennedy (ES);717;1111;693;361;X;705;3587
3204351;Rio Bananal (ES);903;25709;89;9815;5589;170;42275
3204401;Rio Novo do Sul (ES);290;1478;42;200;93;80;2183
3204500;Santa Leopoldina (ES);2261;9048;1583;1260;251;127;14530
3204559;Santa Maria de Jetibá (ES);2221;23792;11403;9823;371;216;47826
3204609;Santa Teresa (ES);1965;13739;1844;5075;286;44;22953
3204658;São Domingos do Norte (ES);537;8643;56;2729;2185;201;14351
3204708;São Gabriel da Palha (ES);68;10154;296;3376;3613;190;17697
3204807;São José do Calçado (ES);425;1476;231;151;6;94;2383
3204906;São Mateus (ES);693;53918;1458;12371;3278;719;72437
3204955;São Roque do Canaã (ES);284;6280;236;1839;821;346;9806
3205002;Serra (ES);227;1575;178;238;X;239;2457
3205010;Sooretama (ES);737;15191;295;7499;1294;95;25111
3205036;Vargem Alta (ES);3084;6087;419;1397;221;X;11208
3205069;Venda Nova do Imigrante (ES);674;7389;3189;4750;X;X;16002
3205101;Viana (ES);199;787;94;121;22;281;1504
3205150;Vila Pavão (ES);77;5214;203;1664;963;598;8719
3205176;Vila Valério (ES);625;15545;279;7446;11460;102;35457
3205200;Vila Velha (ES);125;310;26;33;38;97;629
3205309;Vitória (ES);X;9;-;-;-;-;9
3300100;Angra dos Reis (RJ);76;114;136;64;X;X;390
3300159;Aperibé (RJ);286;194;66;111;4;183;844
3300209;Araruama (RJ);436;1451;186;167;36;118;2394
3300225;Areal (RJ);40;146;30;62;-;X;278
3300233;Armação dos Búzios (RJ);-;8;X;X;-;X;8
3300258;Arraial do Cabo (RJ);X;X;X;-;-;-;NA
3300308;Barra do Piraí (RJ);486;578;50;16;-;X;1130
3300407;Barra Mansa (RJ);1756;1188;947;114;-;42;4047
3300456;Belford Roxo (RJ);X;9;-;X;-;-;9
3300506;Bom Jardim (RJ);477;4501;2186;4414;48;117;11743
3300605;Bom Jesus do Itabapoana (RJ);421;1082;285;149;15;97;2049
3300704;Cabo Frio (RJ);138;193;73;11;-;176;591
3300803;Cachoeiras de Macacu (RJ);1606;2558;520;878;52;103;5717
3300902;Cambuci (RJ);1251;1847;992;2391;X;211;6692
3300936;Carapebus (RJ);250;501;131;70;X;107;1059
3300951;Comendador Levy Gasparian (RJ);230;47;7;-;X;-;284
3301009;Campos dos Goytacazes (RJ);6571;5601;1966;1886;111;1615;17750
3301108;Cantagalo (RJ);1186;868;126;170;-;421;2771
3301157;Cardoso Moreira (RJ);491;499;105;39;X;507;1641
3301207;Carmo (RJ);364;445;101;141;-;104;1155
3301306;Casimiro de Abreu (RJ);268;535;129;130;X;152;1214
3301405;Conceição de Macabu (RJ);539;406;129;62;X;192;1328
3301504;Cordeiro (RJ);282;309;104;93;-;X;788
3301603;Duas Barras (RJ);467;2417;788;904;101;214;4891
3301702;Duque de Caxias (RJ);105;579;47;92;-;143;966
3301801;Engenheiro Paulo de Frontin (RJ);X;86;5;X;-;X;91
3301850;Guapimirim (RJ);245;483;85;86;7;13;919
3301876;Iguaba Grande (RJ);45;92;1;-;-;X;138
3301900;Itaboraí (RJ);230;230;94;75;-;X;629
3302007;Itaguaí (RJ);372;374;27;104;X;X;877
3302056;Italva (RJ);54;183;111;14;-;266;628
3302106;Itaocara (RJ);1901;1826;688;1332;30;1028;6805
3302205;Itaperuna (RJ);2420;987;184;192;X;223;4006
3302254;Itatiaia (RJ);364;31;X;X;-;-;395
3302270;Japeri (RJ);29;90;10;6;-;X;135
3302304;Laje do Muriaé (RJ);104;167;52;13;-;44;380
3302403;Macaé (RJ);1054;1318;750;544;73;350;4089
3302452;Macuco (RJ);113;153;44;34;-;X;344
3302502;Magé (RJ);344;849;254;261;X;X;1708
3302601;Mangaratiba (RJ);X;147;46;7;-;X;200
3302700;Maricá (RJ);148;181;X;X;-;X;329
3302809;Mendes (RJ);X;81;6;X;-;-;87
3302858;Mesquita (RJ);-;24;4;-;-;-;28
3302908;Miguel Pereira (RJ);77;154;195;X;X;X;426
3303005;Miracema (RJ);511;256;50;171;X;343;1331
3303104;Natividade (RJ);660;841;263;173;X;42;1979
3303302;Niterói (RJ);X;87;6;X;X;-;93
3303401;Nova Friburgo (RJ);1611;15742;10800;8856;105;147;37261
3303500;Nova Iguaçu (RJ);146;540;48;22;89;X;845
3303609;Paracambi (RJ);184;132;34;1;-;5;356
3303708;Paraíba do Sul (RJ);1127;715;482;236;X;106;2666
3303807;Paraty (RJ);100;126;60;18;29;5;338
3303856;Paty do Alferes (RJ);756;3639;1931;2148;29;27;8530
3303906;Petrópolis (RJ);1362;3952;3060;339;17;X;8730
3303955;Pinheiral (RJ);159;143;27;X;X;-;329
3304003;Piraí (RJ);330;925;308;41;-;2;1606
3304102;Porciúncula (RJ);1169;4268;115;1173;45;84;6854
3304110;Porto Real (RJ);244;34;21;3;-;X;302
3304128;Quatis (RJ);1045;405;34;11;X;X;1495
3304144;Queimados (RJ);18;37;5;-;X;X;60
3304151;Quissamã (RJ);592;452;225;232;X;21;1522
3304201;Resende (RJ);1993;376;123;9;-;85;2586
3304300;Rio Bonito (RJ);377;452;27;209;-;X;1065
3304409;Rio Claro (RJ);1043;428;51;112;X;41;1675
3304508;Rio das Flores (RJ);517;728;75;5;X;X;1325
3304524;Rio das Ostras (RJ);110;225;212;20;X;125;692
3304557;Rio de Janeiro (RJ);723;2097;436;216;-;X;3472
3304607;Santa Maria Madalena (RJ);837;218;102;50;X;496;1703
3304706;Santo Antônio de Pádua (RJ);968;588;134;113;2;730;2535
3304755;São Francisco de Itabapoana (RJ);3109;11080;358;4933;-;321;19801
3304805;São Fidélis (RJ);2161;1322;647;782;18;914;5844
3304904;São Gonçalo (RJ);-;65;13;3;5;7;93
3305000;São João da Barra (RJ);373;1479;394;654;X;X;2900
3305109;São João de Meriti (RJ);-;-;-;-;-;-;NA
3305133;São José de Ubá (RJ);314;609;182;454;-;X;1559
3305158;São José do Vale do Rio Preto (RJ);1517;2698;966;441;94;-;5716
3305208;São Pedro da Aldeia (RJ);224;97;9;14;-;X;344
3305307;São Sebastião do Alto (RJ);1138;1191;468;986;-;115;3898
3305406;Sapucaia (RJ);513;1997;356;371;X;X;3237
3305505;Saquarema (RJ);121;1142;80;182;-;X;1525
3305554;Seropédica (RJ);189;449;59;36;-;31;764
3305604;Silva Jardim (RJ);269;539;21;170;52;60;1111
3305703;Sumidouro (RJ);1610;20922;9074;13629;16;209;45460
3305752;Tanguá (RJ);191;473;58;393;-;-;1115
3305802;Teresópolis (RJ);3559;17424;10757;3302;39;34;35115
3305901;Trajano de Moraes (RJ);531;1324;470;837;26;54;3242
3306008;Três Rios (RJ);911;354;92;215;X;X;1572
3306107;Valença (RJ);2530;2085;165;85;115;235;5215
3306156;Varre-Sai (RJ);97;4763;262;846;-;61;6029
3306206;Vassouras (RJ);296;697;72;196;X;X;1261
3306305;Volta Redonda (RJ);312;126;82;4;-;X;524
3500105;Adamantina (SP);25970;15720;690;8543;4;326;51253
3500204;Adolfo (SP);1213;2946;169;1151;-;X;5479
3500303;Aguaí (SP);19804;19197;4196;18485;127;28;61837
3500402;Águas da Prata (SP);307;3328;417;550;10;20;4632
3500501;Águas de Lindóia (SP);74;514;85;160;X;X;833
3500550;Águas de Santa Bárbara (SP);7124;14756;1852;8345;-;X;32077
3500709;Agudos (SP);11363;10081;1309;30182;X;X;52935
3500758;Alambari (SP);1091;1279;268;901;X;X;3539
3500808;Alfredo Marcondes (SP);292;431;66;44;-;20;853
3500907;Altair (SP);3007;7908;719;7724;X;X;19358
3501004;Altinópolis (SP);3967;31848;1691;10084;584;X;48174
3501103;Alto Alegre (SP);1866;5908;213;1433;X;81;9501
3501152;Alumínio (SP);X;43;-;-;-;-;43
3501202;Álvares Florence (SP);2715;3467;2409;1638;X;810;11039
3501301;Álvares Machado (SP);1409;1476;1086;280;7;200;4458
3501400;Álvaro de Carvalho (SP);1189;1544;427;757;-;80;3997
3501509;Alvinlândia (SP);41;1825;206;515;-;117;2704
3501608;Americana (SP);2073;509;100;484;X;-;3166
3501707;Américo Brasiliense (SP);108143;32478;3744;26410;-;X;170775
3501806;Américo de Campos (SP);34;1449;452;269;X;88;2292
3501905;Amparo (SP);1183;3972;727;2375;218;56;8531
3502002;Analândia (SP);1307903;6695;667;5278;197;101;1320841
3502101;Andradina (SP);3747;6017;1305;3102;X;190;14361
3502200;Angatuba (SP);4945;20588;6402;12695;2242;65;46937
3502309;Anhembi (SP);5256;4699;157;4502;X;X;14614
3502408;Anhumas (SP);1656;1692;560;1196;-;91;5195
3502507;Aparecida (SP);513;387;131;142;-;24;1197
3502606;Aparecida d'Oeste (SP);1939;2283;546;1642;-;X;6410
3502705;Apiaí (SP);2391;17642;2653;7092;424;29;30231
3502754;Araçariguama (SP);X;57;27;X;-;-;84
3502804;Araçatuba (SP);8410;15109;5556;5867;34;206;35182
3502903;Araçoiaba da Serra (SP);789;1994;1385;698;-;26;4892
3503000;Aramina (SP);3214;2782;526;1506;X;X;8028
3503109;Arandu (SP);4088;9789;4205;10463;14;95;28654
3503158;Arapeí (SP);364;139;21;X;-;X;524
3503208;Araraquara (SP);1462;6272;1805;2711;156;38;12444
3503307;Araras (SP);41750;37436;6412;27052;436;4;113090
3503356;Arco-Íris (SP);1482;3785;334;2171;-;X;7772
3503406;Arealva (SP);2131;4785;916;3066;159;288;11345
3503505;Areias (SP);419;193;17;5;X;X;634
3503604;Areiópolis (SP);2767;367;517;207;-;X;3858
3503703;Ariranha (SP);48264;28651;342;39997;X;-;117254
3503802;Artur Nogueira (SP);3294;5771;5073;3786;-;X;17924
3503901;Arujá (SP);674;810;1318;193;X;-;2995
3503950;Aspásia (SP);195;2113;358;2463;36;58;5223
3504008;Assis (SP);2596;6595;3327;4522;X;X;17040
3504107;Atibaia (SP);3571;7568;15262;6258;46;37;32742
3504206;Auriflama (SP);2024;3060;290;639;X;426;6439
3504305;Avaí (SP);3937;5279;1323;4272;X;X;14811
3504404;Avanhandava (SP);6518;5448;167;1309;-;130;13572
3504503;Avaré (SP);17973;26702;8812;28244;702;457;82890
3504602;Bady Bassitt (SP);1626;791;381;580;X;23;3401
3504701;Balbinos (SP);3557;674;98;1703;-;X;6032
3504800;Bálsamo (SP);157;1457;358;1380;X;X;3352
3504909;Bananal (SP);561;282;29;4;X;144;1020
3505005;Barão de Antonina (SP);812;743;408;389;X;19;2371
3505104;Barbosa (SP);2265;1418;135;531;-;360;4709
3505203;Bariri (SP);33035;21808;1538;3582;-;32;59995
3505302;Barra Bonita (SP);1913;1844;240;476;-;X;4473
3505351;Barra do Chapéu (SP);224;739;446;756;37;-;2202
3505401;Barra do Turvo (SP);122;200;33;72;X;44;471
3505500;Barretos (SP);16756;66657;8806;46670;382;75;139346
3505609;Barrinha (SP);150;1064;166;687;-;-;2067
3505807;Bastos (SP);2720;2507;256;669;-;67;6219
3505906;Batatais (SP);85543;56514;2136;45105;275;47;189620
3506003;Bauru (SP);8667;5689;1927;4672;1484;481;22920
3506102;Bebedouro (SP);4199;26248;2420;20060;X;X;52927
3506201;Bento de Abreu (SP);195;5070;124;3459;-;-;8848
3506300;Bernardino de Campos (SP);4683;10176;4927;6227;X;X;26013
3506359;Bertioga (SP);-;X;-;-;-;-;NA
3506409;Bilac (SP);3249;3496;1283;1788;X;X;9816
3506508;Birigui (SP);8536;10726;7351;5821;X;X;32434
3506607;Biritiba Mirim (SP);3039;8191;5020;3522;X;-;19772
3506706;Boa Esperança do Sul (SP);7126;10990;1511;9812;X;X;29439
3506805;Bocaina (SP);45409;14238;368;1477;X;13;61505
3506904;Bofete (SP);2194;2795;508;1940;585;118;8140
3507001;Boituva (SP);1304;1530;276;633;-;40;3783
3507100;Bom Jesus dos Perdões (SP);313;301;224;102;-;-;940
3507159;Bom Sucesso de Itararé (SP);X;96;76;14;X;X;186
3507209;Borá (SP);22820;3467;4648;8985;-;188;40108
3507308;Boracéia (SP);1025;3620;249;3294;-;-;8188
3507407;Borborema (SP);11790;7467;1206;10036;X;65;30564
3507456;Borebi (SP);2624;4229;102;4417;X;-;11372
3507506;Botucatu (SP);20825;27146;2281;28770;733;X;79755
3507605;Bragança Paulista (SP);11118;9322;3604;5511;X;X;29555
3507704;Braúna (SP);451;1946;70;352;X;45;2864
3507753;Brejo Alegre (SP);1308;2291;2076;1582;-;28;7285
3507803;Brodowski (SP);1960;4651;495;3019;X;X;10125
3507902;Brotas (SP);42553;29969;2858;14521;X;236;90137
3508009;Buri (SP);16534;31376;16901;34254;152;X;99217
3508108;Buritama (SP);65124;23541;1979;23519;X;279;114442
3508207;Buritizal (SP);62739;29057;402;15050;X;115;107363
3508306;Cabrália Paulista (SP);804;6738;25;496;X;-;8063
3508405;Cabreúva (SP);664;885;1076;417;X;-;3042
3508504;Caçapava (SP);1125;1485;410;309;X;187;3516
3508603;Cachoeira Paulista (SP);1095;836;91;55;-;X;2077
3508702;Caconde (SP);881;18017;1008;5097;437;46;25486
3508801;Cafelândia (SP);49361;24990;458;21175;X;418;96402
3508900;Caiabu (SP);7507;3373;84;2534;X;52;13550
3509007;Caieiras (SP);X;549;296;X;X;-;845
3509106;Caiuá (SP);1254;5237;315;1248;X;345;8399
3509205;Cajamar (SP);X;384;59;-;X;-;443
3509254;Cajati (SP);1093;5548;64;6571;X;X;13276
3509304;Cajobi (SP);11247;7409;928;6759;X;-;26343
3509403;Cajuru (SP);2500;4626;293;1799;X;84;9302
3509452;Campina do Monte Alegre (SP);798;3157;1594;2775;-;18;8342
3509502;Campinas (SP);5111;6772;5573;4139;X;X;21595
3509601;Campo Limpo Paulista (SP);-;954;148;14;X;-;1116
3509700;Campos do Jordão (SP);66;112;40;19;-;-;237
3509809;Campos Novos Paulista (SP);6073;13353;8613;10162;-;245;38446
3509908;Cananéia (SP);88;455;101;156;X;X;800
3509957;Canas (SP);295;272;99;45;-;-;711
3510005;Cândido Mota (SP);7139;26977;22079;19747;-;15;75957
3510104;Cândido Rodrigues (SP);502;2201;497;2161;82;-;5443
3510153;Canitar (SP);290;1736;663;1702;-;X;4391
3510203;Capão Bonito (SP);15217;23966;14395;32010;826;150;86564
3510302;Capela do Alto (SP);3065;2066;750;2462;-;9;8352
3510401;Capivari (SP);4812;5647;1419;2617;X;X;14495
3510500;Caraguatatuba (SP);199;965;224;354;X;X;1742
3510708;Cardoso (SP);11555;1373;270;658;X;38;13894
3510807;Casa Branca (SP);70267;55812;18726;57240;X;X;202045
3510906;Cássia dos Coqueiros (SP);501;4590;282;898;136;56;6463
3511003;Castilho (SP);41841;28407;1619;15541;87;345;87840
3511102;Catanduva (SP);94586;57532;1182;48190;-;19;201509
3511201;Catiguá (SP);270;481;108;701;-;-;1560
3511300;Cedral (SP);3367;2849;360;1956;X;X;8532
3511409;Cerqueira César (SP);17537;13308;5608;9265;349;122;46189
3511508;Cerquilho (SP);4583;7438;1002;6098;-;X;19121
3511607;Cesário Lange (SP);2455;3126;1222;3016;-;X;9819
3511706;Charqueada (SP);183834;40729;160;27176;X;X;251899
3511904;Clementina (SP);183704;39397;190;25977;-;86;249354
3512001;Colina (SP);42178;21719;1275;18944;-;X;84116
3512100;Colômbia (SP);6063;22787;2933;63077;X;X;94860
3512209;Conchal (SP);3338;11309;2591;18487;-;X;35725
3512308;Conchas (SP);28879;10654;366;14881;-;X;54780
3512407;Cordeirópolis (SP);29414;10360;1863;14918;81;39;56675
3512506;Coroados (SP);3118;6741;3137;2886;X;X;15882
3512605;Coronel Macedo (SP);6034;12470;4635;9316;-;X;32455
3512704;Corumbataí (SP);3056;2216;310;1772;66;57;7477
3512803;Cosmópolis (SP);5839;2963;614;2903;-;-;12319
3512902;Cosmorama (SP);1014;2571;535;1974;-;155;6249
3513009;Cotia (SP);937;2792;2527;907;X;X;7163
3513108;Cravinhos (SP);10548;12571;344;5751;X;X;29214
3513207;Cristais Paulista (SP);4036;17910;1234;8124;1317;241;32862
3513306;Cruzália (SP);1915;7433;5634;5062;X;-;20044
3513405;Cruzeiro (SP);724;434;130;58;X;X;1346
3513504;Cubatão (SP);-;3;-;-;-;-;3
3513603;Cunha (SP);1364;2023;604;135;X;96;4222
3513702;Descalvado (SP);67658;51583;2827;9367;88;416;131939
3513801;Diadema (SP);X;2;4;-;-;-;6
3513850;Dirce Reis (SP);436;287;13;63;-;X;799
3513900;Divinolândia (SP);1317;13300;37526;10173;X;X;62316
3514007;Dobrada (SP);X;14813;230;10844;-;-;25887
3514106;Dois Córregos (SP);2775;11556;1162;4057;32;15;19597
3514205;Dolcinópolis (SP);591;997;204;621;-;X;2413
3514304;Dourado (SP);591;5852;649;6443;X;X;13535
3514403;Dracena (SP);2441;7168;720;5436;569;144;16478
3514502;Duartina (SP);3467;2273;413;1377;X;35;7565
3514601;Dumont (SP);1434;4462;402;1754;-;X;8052
3514700;Echaporã (SP);4056;8158;1740;5992;X;X;19946
3514809;Eldorado (SP);2429;10764;566;2106;25;55;15945
3514908;Elias Fausto (SP);3934;4378;1078;2460;-;85;11935
3514924;Elisiário (SP);716;741;46;641;-;-;2144
3514957;Embaúba (SP);1965;2960;49;1775;X;X;6749
3515004;Embu das Artes (SP);18;320;162;76;-;-;576
3515103;Embu-Guaçu (SP);235;2070;1169;387;-;-;3861
3515129;Emilianópolis (SP);5225;2802;473;2103;-;165;10768
3515152;Engenheiro Coelho (SP);1040;2483;2649;2681;X;X;8853
3515186;Espírito Santo do Pinhal (SP);2097;11145;1826;4618;162;11;19859
3515194;Espírito Santo do Turvo (SP);7668;5053;403;5039;X;X;18163
3515202;Estrela d'Oeste (SP);6973;5906;814;6243;X;11;19947
3515301;Estrela do Norte (SP);9947;4562;35;2285;-;68;16897
3515350;Euclides da Cunha Paulista (SP);1062;4377;404;1265;X;699;7807
3515400;Fartura (SP);1954;6059;1704;2715;251;186;12869
3515509;Fernandópolis (SP);13615;7216;407;6027;-;165;27430
3515608;Fernando Prestes (SP);428;4726;708;3597;365;X;9824
3515657;Fernão (SP);280;2088;537;1435;X;40;4380
3515707;Ferraz de Vasconcelos (SP);61;76;24;6;-;-;167
3515806;Flora Rica (SP);5628;3530;107;2305;-;317;11887
3515905;Floreal (SP);921;1220;158;433;-;140;2872
3516002;Flórida Paulista (SP);4311;7657;304;5015;-;154;17441
3516101;Florínea (SP);2364;9932;4686;6762;-;-;23744
3516200;Franca (SP);4665;27728;1727;9963;1910;X;45993
3516309;Francisco Morato (SP);X;22;6;X;-;-;28
3516408;Franco da Rocha (SP);59;264;177;14;-;-;514
3516507;Gabriel Monteiro (SP);1126;1920;373;786;X;21;4226
3516606;Gália (SP);2564;8892;726;4628;113;24;16947
3516705;Garça (SP);2906;14608;2020;7838;126;177;27675
3516804;Gastão Vidigal (SP);396;2046;311;320;X;87;3160
3516853;Gavião Peixoto (SP);1624;7404;362;7947;X;X;17337
3516903;General Salgado (SP);4078;9305;778;2375;X;318;16854
3517000;Getulina (SP);1434;4541;535;3890;X;351;10751
3517109;Glicério (SP);1724;6166;1165;2446;-;X;11501
3517208;Guaiçara (SP);5311;3081;704;3840;-;X;12936
3517307;Guaimbê (SP);1409;2517;83;3373;-;X;7382
3517406;Guaíra (SP);144952;58132;21972;65848;-;95;290999
3517505;Guapiaçu (SP);4765;5244;1131;3503;-;X;14643
3517604;Guapiara (SP);807;6433;3844;8913;X;X;19997
3517703;Guará (SP);1712;3380;1084;2639;-;X;8815
3517802;Guaraçaí (SP);1031;3927;325;3227;95;402;9007
3517901;Guaraci (SP);27566;17944;3567;14557;X;X;63634
3518008;Guarani d'Oeste (SP);13377;1580;198;1033;-;69;16257
3518107;Guarantã (SP);12773;6371;589;4244;-;173;24150
3518206;Guararapes (SP);6181;15785;2778;6083;X;685;31512
3518305;Guararema (SP);574;1706;1221;628;-;X;4129
3518404;Guaratinguetá (SP);2856;1989;487;548;-;103;5983
3518503;Guareí (SP);9263;2408;1519;825;X;X;14015
3518602;Guariba (SP);2456;3082;426;1274;-;-;7238
3518701;Guarujá (SP);X;80;1;8;-;-;89
3518800;Guarulhos (SP);158;486;370;115;X;-;1129
3518859;Guatapará (SP);644;1900;180;888;-;-;3612
3518909;Guzolândia (SP);1689;3812;483;637;-;X;6621
3519006;Herculândia (SP);5662;5599;735;6536;-;181;18713
3519055;Holambra (SP);344;8870;15953;4429;X;-;29596
3519071;Hortolândia (SP);235;193;171;159;-;-;758
3519105;Iacanga (SP);15389;25307;908;11110;X;189;52903
3519204;Iacri (SP);3890;3470;235;7108;-;X;14703
3519253;Iaras (SP);11540;16520;814;14805;43;27;43749
3519303;Ibaté (SP);439;1659;136;1397;10;X;3641
3519402;Ibirá (SP);2589;3495;398;2551;75;37;9145
3519501;Ibirarema (SP);2706;20272;5105;7995;-;X;36078
3519600;Ibitinga (SP);10315;12884;4868;15329;350;X;43746
3519709;Ibiúna (SP);5286;19834;15286;8675;X;X;49081
3519808;Icém (SP);271;966;438;472;X;44;2191
3519907;Iepê (SP);4015;9438;6134;7445;X;108;27140
3520004;Igaraçu do Tietê (SP);2201;2808;41;2514;-;-;7564
3520103;Igarapava (SP);6799;9724;827;5019;-;404;22773
3520202;Igaratá (SP);94;184;58;20;X;X;356
3520301;Iguape (SP);457;1680;321;497;X;48;3003
3520400;Ilhabela (SP);-;12;-;-;X;-;12
3520426;Ilha Comprida (SP);X;7;0;X;-;-;7
3520442;Ilha Solteira (SP);146;3845;672;1484;X;119;6266
3520509;Indaiatuba (SP);5198;4582;1243;3142;29;14;14208
3520608;Indiana (SP);678;1390;130;587;-;X;2785
3520707;Indiaporã (SP);2164;5683;1153;1231;X;347;10578
3520806;Inúbia Paulista (SP);171;1704;54;924;-;X;2853
3520905;Ipaussu (SP);1390;1007;476;813;-;X;3686
3521002;Iperó (SP);103;1027;339;963;-;13;2445
