Município (Código);Município;Arrendamento de terras;Adubos e corretivos;Sementes e mudas;Agrotóxicos;Novas culturas permanentes e silvicultura;Formação de pastagens;Soma
2901502;Anguera (BA);-;89;29;1;-;X;119
2901601;Antas (BA);274;847;384;323;X;720;2548
2901700;Antônio Cardoso (BA);154;320;110;37;0;114;735
2901809;Antônio Gonçalves (BA);59;288;141;22;-;155;665
2901908;Aporá (BA);72;1688;548;632;12;591;3543
2901957;Apuarema (BA);-;267;32;32;X;X;331
2902005;Aracatu (BA);40;1233;250;643;3;517;2686
2902054;Araçás (BA);169;525;131;54;X;56;935
2902104;Araci (BA);288;449;181;1;75;28;1022
2902203;Aramari (BA);92;244;57;29;-;78;500
2902252;Arataca (BA);-;942;46;207;X;-;1195
2902302;Aratuípe (BA);16;913;14;20;-;73;1036
2902401;Aurelino Leal (BA);106;165;48;175;X;181;675
2902500;Baianópolis (BA);2103;11442;8070;28897;7;3142;53661
2902609;Baixa Grande (BA);210;223;510;253;X;752;1948
2902658;Banzaê (BA);131;251;88;9;1;740;1220
2902708;Barra (BA);103;414;228;86;-;288;1119
2902807;Barra da Estiva (BA);109;7398;1074;1419;603;173;10776
2902906;Barra do Choça (BA);274;4726;264;1323;20;56;6663
2903003;Barra do Mendes (BA);66;166;127;94;X;23;476
2903102;Barra do Rocha (BA);18;206;17;59;X;25;325
2903201;Barreiras (BA);18713;136903;608183;161688;73;391;925951
2903235;Barro Alto (BA);150;1227;1377;1451;X;X;4205
2903276;Barrocas (BA);47;170;55;X;10;56;338
2903300;Barro Preto (BA);217;133;10;41;X;-;401
2903409;Belmonte (BA);243;2023;388;855;20;197;3726
2903508;Belo Campo (BA);276;691;23;177;140;24;1331
2903607;Biritinga (BA);43;412;127;7;X;267;856
2903706;Boa Nova (BA);44;228;110;56;-;155;593
2903805;Boa Vista do Tupim (BA);134;117;101;19;-;311;682
2903904;Bom Jesus da Lapa (BA);1731;19669;312;3230;316;1222;26480
2903953;Bom Jesus da Serra (BA);88;343;50;9;1;22;513
2904001;Boninal (BA);45;665;658;343;4;114;1829
2904050;Bonito (BA);126;3430;174;523;54;47;4354
2904100;Boquira (BA);108;78;71;24;X;169;450
2904209;Botuporã (BA);683;78;86;23;X;353;1223
2904308;Brejões (BA);56;530;232;27;-;288;1133
2904407;Brejolândia (BA);1278;226;449;178;X;1623;3754
2904506;Brotas de Macaúbas (BA);119;100;13;6;X;17;255
2904605;Brumado (BA);167;1690;380;698;X;448;3383
2904704;Buerarema (BA);474;438;28;97;X;55;1092
2904753;Buritirama (BA);X;125;68;7;X;111;311
2904803;Caatiba (BA);X;54;87;56;-;98;295
2904852;Cabaceiras do Paraguaçu (BA);21;1603;222;103;57;478;2484
2904902;Cachoeira (BA);112;262;37;19;5;118;553
2905008;Caculé (BA);108;867;273;64;1;241;1554
2905107;Caém (BA);69;185;104;8;X;307;673
2905156;Caetanos (BA);96;589;77;84;X;230;1076
2905206;Caetité (BA);52;1972;151;183;13;292;2663
2905305;Cafarnaum (BA);398;7498;5769;5493;1;14;19173
2905404;Cairu (BA);-;14;6;X;-;-;20
2905503;Caldeirão Grande (BA);88;128;102;5;-;95;418
2905602;Camacan (BA);58;897;126;187;X;6;1274
2905701;Camaçari (BA);192;1038;246;47;X;27;1550
2905800;Camamu (BA);5;2056;84;137;2;9;2293
2905909;Campo Alegre de Lourdes (BA);567;137;276;29;1;46;1056
2906006;Campo Formoso (BA);339;2309;1309;2813;16;207;6993
2906105;Canápolis (BA);378;51;73;32;-;458;992
2906204;Canarana (BA);412;4097;3437;3646;13;X;11605
2906303;Canavieiras (BA);91;1873;148;238;33;374;2757
2906402;Candeal (BA);102;112;50;2;-;58;324
2906501;Candeias (BA);X;97;7;3;-;-;107
2906600;Candiba (BA);43;521;227;453;10;185;1439
2906709;Cândido Sales (BA);61;311;144;84;X;355;955
2906808;Cansanção (BA);258;389;163;6;X;397;1213
2906824;Canudos (BA);X;1211;71;21;-;212;1515
2906857;Capela do Alto Alegre (BA);603;221;199;15;1;258;1297
2906873;Capim Grosso (BA);253;193;84;29;-;57;616
2906899;Caraíbas (BA);574;1221;161;603;134;213;2906
2906907;Caravelas (BA);5229;10143;434;1728;6325;176;24035
2907004;Cardeal da Silva (BA);-;95;12;3;-;X;110
2907103;Carinhanha (BA);608;3762;791;1193;503;1476;8333
2907202;Casa Nova (BA);1132;18421;1549;8442;473;196;30213
2907301;Castro Alves (BA);38;942;74;32;3;393;1482
2907400;Catolândia (BA);83;411;18;42;X;178;732
2907509;Catu (BA);92;437;60;34;-;55;678
2907558;Caturama (BA);660;331;106;29;X;297;1423
2907608;Central (BA);39;83;155;9;-;X;286
2907707;Chorrochó (BA);X;284;59;108;-;-;451
2907806;Cícero Dantas (BA);748;2083;857;503;9;2721;6921
2907905;Cipó (BA);66;128;134;27;X;236;591
2908002;Coaraci (BA);X;382;24;102;-;130;638
2908101;Cocos (BA);580;24256;11248;20891;X;1868;58843
2908200;Conceição da Feira (BA);578;255;166;26;X;376;1401
2908309;Conceição do Almeida (BA);191;948;141;124;X;80;1484
2908408;Conceição do Coité (BA);282;953;477;29;211;172;2124
2908507;Conceição do Jacuípe (BA);203;1473;780;103;-;X;2559
2908606;Conde (BA);59;3906;98;1001;12;50;5126
2908705;Condeúba (BA);45;563;84;18;X;381;1091
2908804;Contendas do Sincorá (BA);50;551;198;114;182;34;1129
2908903;Coração de Maria (BA);195;741;187;186;X;295;1604
2909000;Cordeiros (BA);406;196;16;X;X;21;639
2909109;Coribe (BA);508;1453;178;369;X;706;3214
2909208;Coronel João Sá (BA);469;2077;1649;379;-;382;4956
2909307;Correntina (BA);37648;422125;177727;278985;X;4328;920813
2909406;Cotegipe (BA);211;934;1272;1118;X;1109;4644
2909505;Cravolândia (BA);X;110;21;30;-;104;265
2909604;Crisópolis (BA);832;2283;504;289;X;1999;5907
2909703;Cristópolis (BA);67;314;155;50;X;374;960
2909802;Cruz das Almas (BA);486;1522;220;314;41;13;2596
2909901;Curaçá (BA);352;8068;2307;2990;60;41;13818
2910008;Dário Meira (BA);44;239;61;38;-;135;517
2910057;Dias d'Ávila (BA);64;121;51;11;-;-;247
2910107;Dom Basílio (BA);47;1646;68;713;-;7;2481
2910206;Dom Macedo Costa (BA);X;202;73;11;X;42;328
2910305;Elísio Medrado (BA);158;529;161;13;2;117;980
2910404;Encruzilhada (BA);190;6027;225;1940;X;218;8600
2910503;Entre Rios (BA);28;2006;325;333;X;191;2883
2910602;Esplanada (BA);54;3435;560;899;31;490;5469
2910701;Euclides da Cunha (BA);1213;1648;1460;533;20;1266;6140
2910727;Eunápolis (BA);7610;39986;21693;18020;3213;385;90907
2910750;Fátima (BA);836;2433;1305;595;X;586;5755
2910776;Feira da Mata (BA);65;184;510;448;-;156;1363
2910800;Feira de Santana (BA);534;1972;694;128;9;524;3861
2910859;Filadélfia (BA);19;274;56;80;-;272;701
2910909;Firmino Alves (BA);26;54;82;31;X;164;357
2911006;Floresta Azul (BA);547;103;6;82;X;1025;1763
2911105;Formosa do Rio Preto (BA);76379;299227;113987;390801;X;1298;881692
2911204;Gandu (BA);24;1652;180;248;13;15;2132
2911253;Gavião (BA);200;263;82;17;-;41;603
2911303;Gentio do Ouro (BA);16;60;19;21;-;96;212
2911402;Glória (BA);70;3143;210;686;-;55;4164
2911501;Gongogi (BA);116;152;34;149;X;122;573
2911600;Governador Mangabeira (BA);421;1406;153;124;97;465;2666
2911659;Guajeru (BA);90;301;48;24;X;260;723
2911709;Guanambi (BA);465;1418;500;760;13;876;4032
2911808;Guaratinga (BA);1029;3600;1166;1527;904;1517;9743
2911857;Heliópolis (BA);198;1533;681;95;5;1510;4022
2911907;Iaçu (BA);455;1933;356;819;-;638;4201
2912004;Ibiassucê (BA);33;340;37;23;X;222;655
2912103;Ibicaraí (BA);60;46;X;23;-;-;129
2912202;Ibicoara (BA);110;11690;7037;5807;18;33;24695
2912301;Ibicuí (BA);836;344;450;1407;X;407;3444
2912400;Ibipeba (BA);46;3411;947;456;58;19;4937
2912509;Ibipitanga (BA);399;1234;38;23;X;155;1849
2912608;Ibiquera (BA);309;63;56;8;-;139;575
2912707;Ibirapitanga (BA);77;2657;191;95;X;X;3020
2912806;Ibirapuã (BA);2636;10797;350;3956;493;863;19095
2912905;Ibirataia (BA);57;838;48;76;X;153;1172
2913002;Ibitiara (BA);186;186;40;30;X;273;715
2913101;Ibititá (BA);217;1804;2061;2835;X;17;6934
2913200;Ibotirama (BA);86;164;91;39;-;117;497
2913309;Ichu (BA);80;67;40;4;-;10;201
2913408;Igaporã (BA);12;395;83;121;10;231;852
2913457;Igrapiúna (BA);X;1998;185;216;X;-;2399
2913507;Iguaí (BA);365;646;195;312;-;334;1852
2913606;Ilhéus (BA);157;2633;338;406;78;45;3657
2913705;Inhambupe (BA);460;8900;1532;1910;88;1066;13956
2913804;Ipecaetá (BA);355;117;137;37;X;X;646
2913903;Ipiaú (BA);118;495;74;128;57;167;1039
2914000;Ipirá (BA);1781;799;348;55;3;534;3520
2914109;Ipupiara (BA);32;192;38;7;X;41;310
2914208;Irajuba (BA);147;138;74;79;9;124;571
2914307;Iramaia (BA);1014;354;162;105;46;447;2128
2914406;Iraquara (BA);94;2362;1183;1602;2;21;5264
2914505;Irará (BA);264;935;278;85;4;330;1896
2914604;Irecê (BA);71;601;526;225;X;12;1435
2914653;Itabela (BA);607;7575;385;3624;58;925;13174
2914703;Itaberaba (BA);433;2831;1031;913;2;567;5777
2914802;Itabuna (BA);354;405;64;150;16;1387;2376
2914901;Itacaré (BA);7;1580;153;156;12;9;1917
2915007;Itaeté (BA);104;461;569;139;X;237;1510
2915106;Itagi (BA);23;337;37;72;X;37;506
2915205;Itagibá (BA);164;867;121;825;X;875;2852
2915304;Itagimirim (BA);X;238;53;39;X;93;423
2915353;Itaguaçu da Bahia (BA);37;577;274;321;X;378;1587
2915403;Itaju do Colônia (BA);596;253;X;212;-;643;1704
2915502;Itajuípe (BA);346;493;122;276;X;211;1448
2915601;Itamaraju (BA);2242;17331;1694;5860;1474;2005;30606
2915700;Itamari (BA);X;682;163;64;48;157;1114
2915809;Itambé (BA);508;668;157;438;X;539;2310
2915908;Itanagra (BA);X;717;253;27;-;7;1004
2916005;Itanhém (BA);1264;658;218;217;X;1351;3708
2916104;Itaparica (BA);-;43;57;X;-;-;100
2916203;Itapé (BA);207;129;3;144;12;36;531
2916302;Itapebi (BA);141;312;157;64;-;225;899
2916401;Itapetinga (BA);989;772;3253;143;8;2494;7659
2916500;Itapicuru (BA);699;8499;2808;1228;116;994;14344
2916609;Itapitanga (BA);52;278;142;503;X;378;1353
2916708;Itaquara (BA);257;1444;529;956;7;175;3368
2916807;Itarantim (BA);X;259;603;51;X;84;997
2916856;Itatim (BA);61;135;100;X;-;209;505
2916906;Itiruçu (BA);131;690;369;180;X;52;1422
2917003;Itiúba (BA);656;427;167;17;-;285;1552
2917102;Itororó (BA);240;325;107;196;X;486;1354
2917201;Ituaçu (BA);416;4694;515;1390;107;57;7179
2917300;Ituberá (BA);X;1634;49;161;14;X;1858
2917334;Iuiu (BA);350;413;339;672;-;1500;3274
2917359;Jaborandi (BA);24711;62638;20731;66319;X;6774;181173
2917409;Jacaraci (BA);198;5573;143;18;X;733;6665
2917508;Jacobina (BA);136;735;177;51;10;71;1180
2917607;Jaguaquara (BA);122;4518;818;2077;20;237;7792
2917706;Jaguarari (BA);76;309;22;22;-;28;457
2917805;Jaguaripe (BA);192;1937;153;228;20;116;2646
2917904;Jandaíra (BA);226;870;92;236;10;18;1452
2918001;Jequié (BA);156;2252;514;337;16;280;3555
2918100;Jeremoabo (BA);232;1482;1654;381;5;677;4431
2918209;Jiquiriçá (BA);1;1878;96;183;105;240;2503
2918308;Jitaúna (BA);27;391;32;101;X;29;580
2918357;João Dourado (BA);217;2177;2034;2183;-;X;6611
2918407;Juazeiro (BA);2989;77687;6299;40572;1639;127;129313
2918456;Jucuruçu (BA);1059;538;38;159;44;388;2226
2918506;Jussara (BA);80;293;338;186;-;X;897
2918555;Jussari (BA);30;72;310;86;-;29;527
2918605;Jussiape (BA);105;1415;216;346;X;98;2180
2918704;Lafaiete Coutinho (BA);107;451;193;181;166;270;1368
2918753;Lagoa Real (BA);X;423;129;163;X;394;1109
2918803;Laje (BA);3680;4435;365;748;125;415;9768
2918902;Lajedão (BA);646;399;395;72;X;163;1675
2919009;Lajedinho (BA);9;52;52;26;X;99;238
2919058;Lajedo do Tabocal (BA);X;1209;717;487;X;27;2440
2919108;Lamarão (BA);115;173;102;5;X;36;431
2919157;Lapão (BA);210;3314;2762;2780;-;9;9075
2919207;Lauro de Freitas (BA);-;73;16;X;-;X;89
2919306;Lençóis (BA);0;574;466;160;3;10;1213
2919405;Licínio de Almeida (BA);31;912;200;151;80;461;1835
2919504;Livramento de Nossa Senhora (BA);453;7329;677;3138;16;99;11712
2919553;Luís Eduardo Magalhães (BA);38437;188489;57258;208344;X;296;492824
2919603;Macajuba (BA);211;701;94;7;-;118;1131
2919702;Macarani (BA);189;244;30;16;-;43;522
2919801;Macaúbas (BA);330;399;236;189;-;513;1667
2919900;Macururé (BA);83;21;2;1;-;36;143
2919959;Maetinga (BA);319;64;38;7;X;231;659
2920007;Maiquinique (BA);X;69;77;14;-;148;308
2920106;Mairi (BA);456;174;135;106;5;492;1368
2920205;Malhada (BA);493;2198;1057;2135;9;1157;7049
2920304;Malhada de Pedras (BA);121;221;70;63;X;143;618
2920403;Manoel Vitorino (BA);110;403;48;112;X;190;863
2920452;Mansidão (BA);95;X;234;221;-;644;1194
2920502;Maracás (BA);279;2580;673;1475;91;452;5550
2920601;Maragogipe (BA);279;2895;118;123;1;226;3642
2920700;Maraú (BA);X;1270;124;175;6;19;1594
2920809;Marcionílio Souza (BA);296;64;59;57;-;130;606
2920908;Mascote (BA);13;1507;93;252;X;X;1865
2921005;Mata de São João (BA);53;738;176;17;X;92;1076
2921054;Matina (BA);X;44;42;169;X;218;473
2921104;Medeiros Neto (BA);777;1337;82;60;X;415;2671
2921203;Miguel Calmon (BA);516;746;342;175;55;807;2641
2921302;Milagres (BA);41;34;7;X;-;29;111
2921401;Mirangaba (BA);267;1593;429;230;X;69;2588
2921450;Mirante (BA);353;768;40;134;171;192;1658
2921500;Monte Santo (BA);286;462;386;26;22;651;1833
2921609;Morpará (BA);248;25;21;X;-;123;417
2921708;Morro do Chapéu (BA);131;3250;2305;1535;X;148;7369
2921807;Mortugaba (BA);96;426;247;13;8;633;1423
2921906;Mucugê (BA);1006;20230;33199;18760;763;648;74606
2922003;Mucuri (BA);2362;8205;347;5554;3132;105;19705
2922052;Mulungu do Morro (BA);230;1853;1022;844;4;32;3985
2922102;Mundo Novo (BA);366;727;466;103;2;1749;3413
2922201;Muniz Ferreira (BA);19;754;187;34;X;162;1156
2922250;Muquém do São Francisco (BA);552;1862;1223;5620;-;946;10203
2922300;Muritiba (BA);2;1010;111;45;5;X;1173
2922409;Mutuípe (BA);22;2721;122;230;18;203;3316
2922508;Nazaré (BA);108;810;184;48;4;159;1313
2922607;Nilo Peçanha (BA);102;2193;30;263;68;40;2696
2922656;Nordestina (BA);142;454;44;X;X;49;689
2922706;Nova Canaã (BA);682;727;190;401;11;920;2931
2922730;Nova Fátima (BA);177;94;27;1;-;214;513
2922755;Nova Ibiá (BA);70;1669;38;164;61;149;2151
2922805;Nova Itarana (BA);156;82;86;X;-;196;520
2922854;Nova Redenção (BA);200;3875;114;2125;3;52;6369
2922904;Nova Soure (BA);180;846;238;124;4;510;1902
2923001;Nova Viçosa (BA);1714;6365;234;1071;2214;70;11668
2923035;Novo Horizonte (BA);50;630;678;306;X;41;1705
2923050;Novo Triunfo (BA);221;466;194;63;X;844;1788
2923100;Olindina (BA);140;772;393;49;9;424;1787
2923209;Oliveira dos Brejinhos (BA);214;386;90;46;X;377;1113
2923308;Ouriçangas (BA);22;554;15;14;1;76;682
2923357;Ourolândia (BA);46;261;278;157;X;8;750
2923407;Palmas de Monte Alto (BA);X;280;350;812;-;1622;3064
2923506;Palmeiras (BA);8;113;39;22;X;5;187
2923605;Paramirim (BA);197;560;148;48;6;180;1139
2923704;Paratinga (BA);65;96;28;45;-;601;835
2923803;Paripiranga (BA);2804;7721;6958;1651;X;100;19234
2923902;Pau Brasil (BA);207;52;92;X;-;562;913
2924009;Paulo Afonso (BA);84;927;324;84;1;32;1452
2924058;Pé de Serra (BA);786;548;137;3;-;149;1623
2924108;Pedrão (BA);13;176;43;44;-;122;398
2924207;Pedro Alexandre (BA);337;1194;1223;353;X;305;3412
2924306;Piatã (BA);11;1205;102;72;5;199;1594
2924405;Pilão Arcado (BA);132;85;173;22;-;X;412
2924504;Pindaí (BA);121;472;337;402;9;653;1994
2924603;Pindobaçu (BA);226;149;93;58;1;417;944
2924652;Pintadas (BA);352;578;132;9;X;59;1130
2924678;Piraí do Norte (BA);X;1811;235;431;X;112;2589
2924702;Piripá (BA);156;423;53;0;-;148;780
2924801;Piritiba (BA);265;538;390;128;X;582;1903
2924900;Planaltino (BA);24;174;162;52;1;217;630
2925006;Planalto (BA);238;1672;127;495;-;260;2792
2925105;Poções (BA);202;1192;430;279;11;410;2524
2925204;Pojuca (BA);X;388;82;X;X;0;470
2925253;Ponto Novo (BA);617;649;63;131;X;67;1527
2925303;Porto Seguro (BA);6816;16385;2929;6880;670;1285;34965
2925402;Potiraguá (BA);279;62;55;X;-;-;396
2925501;Prado (BA);5623;11895;1096;4382;1286;683;24965
2925600;Presidente Dutra (BA);279;575;152;105;X;X;1111
2925709;Presidente Jânio Quadros (BA);554;541;75;54;-;435;1659
2925758;Presidente Tancredo Neves (BA);484;8128;514;727;507;177;10537
2925808;Queimadas (BA);1010;492;357;31;-;723;2613
2925907;Quijingue (BA);32;438;308;42;X;296;1116
2925931;Quixabeira (BA);65;232;25;10;X;47;379
2925956;Rafael Jambeiro (BA);128;129;108;14;X;162;541
2926004;Remanso (BA);34;389;124;16;13;35;611
2926103;Retirolândia (BA);59;186;68;20;1;17;351
2926202;Riachão das Neves (BA);7252;127973;34017;144778;387;3150;317557
2926301;Riachão do Jacuípe (BA);1968;2222;242;3;4;195;4634
2926400;Riacho de Santana (BA);616;213;170;605;1;1114;2719
2926509;Ribeira do Amparo (BA);123;4968;1514;2194;4;568;9371
2926608;Ribeira do Pombal (BA);308;2884;808;93;5;4581;8679
2926657;Ribeirão do Largo (BA);176;1374;279;522;7;1181;3539
2926707;Rio de Contas (BA);354;1326;153;296;79;26;2234
2926806;Rio do Antônio (BA);79;504;181;65;2;95;926
2926905;Rio do Pires (BA);258;54;46;43;-;222;623
2927002;Rio Real (BA);44;8809;1078;4334;957;220;15442
2927101;Rodelas (BA);248;7761;283;4074;X;X;12366
2927200;Ruy Barbosa (BA);372;618;520;72;-;767;2349
2927309;Salinas da Margarida (BA);X;33;10;-;X;-;43
2927408;Salvador (BA);X;79;22;5;-;X;106
2927507;Santa Bárbara (BA);198;164;103;2;-;209;676
2927606;Santa Brígida (BA);54;160;384;31;-;217;846
2927705;Santa Cruz Cabrália (BA);422;7472;2267;2114;449;120;12844
2927804;Santa Cruz da Vitória (BA);X;33;252;71;X;432;788
2927903;Santa Inês (BA);19;73;39;7;-;50;188
2928000;Santaluz (BA);171;782;215;40;92;755;2055
2928059;Santa Luzia (BA);167;1511;57;215;-;18;1968
2928109;Santa Maria da Vitória (BA);280;1207;737;514;81;780;3599
2928208;Santana (BA);288;1911;273;1073;X;1475;5020
2928307;Santanópolis (BA);115;207;122;7;X;228;679
2928406;Santa Rita de Cássia (BA);446;3015;1118;1091;X;3382;9052
2928505;Santa Terezinha (BA);X;301;23;4;X;21;349
2928604;Santo Amaro (BA);75;1241;449;284;-;X;2049
2928703;Santo Antônio de Jesus (BA);62;1937;217;65;61;389;2731
2928802;Santo Estêvão (BA);65;368;315;81;X;67;896
2928901;São Desidério (BA);63894;375823;154512;475310;X;349;1069888
2928950;São Domingos (BA);123;2562;64;3;9;21;2782
2929008;São Félix (BA);3;361;31;25;1;115;536
2929057;São Félix do Coribe (BA);2418;6306;2307;12118;-;1249;24398
2929107;São Felipe (BA);204;1502;75;14;8;157;1960
2929206;São Francisco do Conde (BA);17;77;49;16;X;X;159
2929255;São Gabriel (BA);45;349;540;184;-;X;1118
2929305;São Gonçalo dos Campos (BA);1085;666;45;53;0;324;2173
2929354;São José da Vitória (BA);188;213;4;74;X;40;519
2929370;São José do Jacuípe (BA);342;331;159;21;-;331;1184
2929404;São Miguel das Matas (BA);61;2394;43;63;20;218;2799
2929503;São Sebastião do Passé (BA);313;697;21;86;X;153;1270
2929602;Sapeaçu (BA);133;969;258;133;11;50;1554
2929701;Sátiro Dias (BA);93;1570;390;373;X;727;3153
2929750;Saubara (BA);-;X;3;-;-;X;3
2929800;Saúde (BA);100;262;92;15;X;82;551
2929909;Seabra (BA);61;1799;621;1128;29;66;3704
2930006;Sebastião Laranjeiras (BA);92;975;283;753;108;593;2804
2930105;Senhor do Bonfim (BA);74;426;76;49;X;395;1020
2930154;Serra do Ramalho (BA);755;4459;2036;4667;X;1181;13098
2930204;Sento Sé (BA);779;1059;199;227;X;X;2264
2930303;Serra Dourada (BA);413;160;133;447;X;1407;2560
2930402;Serra Preta (BA);92;42;31;9;-;52;226
2930501;Serrinha (BA);179;893;296;52;3;341;1764
2930600;Serrolândia (BA);92;187;27;7;X;55;368
2930709;Simões Filho (BA);X;160;112;2;-;-;274
2930758;Sítio do Mato (BA);139;790;133;892;-;481;2435
2930766;Sítio do Quinto (BA);290;1135;801;342;X;1176;3744
2930774;Sobradinho (BA);98;1158;190;461;71;13;1991
2930808;Souto Soares (BA);23;387;372;189;X;6;977
2930907;Tabocas do Brejo Velho (BA);33;2884;244;271;-;391;3823
2931004;Tanhaçu (BA);284;1413;4788;526;240;454;7705
2931053;Tanque Novo (BA);562;230;57;15;X;336;1200
2931103;Tanquinho (BA);87;53;30;X;-;-;170
2931202;Taperoá (BA);5079;2118;86;158;12;24;7477
2931301;Tapiramutá (BA);103;836;201;53;23;289;1505
2931350;Teixeira de Freitas (BA);1918;6516;1222;2540;284;1382;13862
2931400;Teodoro Sampaio (BA);X;223;88;55;-;143;509
2931509;Teofilândia (BA);21;320;176;17;X;136;670
2931608;Teolândia (BA);7;2932;161;217;27;51;3395
2931707;Terra Nova (BA);159;188;43;125;-;X;515
2931806;Tremedal (BA);319;152;117;22;5;401;1016
2931905;Tucano (BA);731;1478;533;111;2;325;3180
2932002;Uauá (BA);12;447;40;4;-;59;562
2932101;Ubaíra (BA);210;1346;176;108;17;293;2150
2932200;Ubaitaba (BA);76;314;52;105;X;169;716
2932309;Ubatã (BA);X;427;21;7;X;X;455
2932408;Uibaí (BA);26;420;227;84;-;11;768
2932457;Umburanas (BA);21;106;164;21;X;9;321
2932507;Una (BA);242;2979;119;990;10;78;4418
2932606;Urandi (BA);360;1407;179;381;45;337;2709
2932705;Uruçuca (BA);179;1600;211;99;1;4;2094
2932804;Utinga (BA);124;2345;603;2506;12;269;5859
2932903;Valença (BA);69;6939;278;414;61;85;7846
2933000;Valente (BA);200;853;242;13;8;77;1393
2933059;Várzea da Roça (BA);27;572;93;137;0;660;1489
2933109;Várzea do Poço (BA);39;223;95;5;X;159;521
2933158;Várzea Nova (BA);222;1354;451;181;421;85;2714
2933174;Varzedo (BA);340;1420;30;9;102;203;2104
2933208;Vera Cruz (BA);X;85;26;2;1;17;131
2933257;Vereda (BA);403;20658;96;384;-;X;21541
2933307;Vitória da Conquista (BA);1514;5539;1288;1071;26;806;10244
2933406;Wagner (BA);X;2314;94;568;-;-;2976
2933455;Wanderley (BA);595;361;812;2404;1;2388;6561
2933505;Wenceslau Guimarães (BA);131;5540;94;906;51;47;6769
2933604;Xique-Xique (BA);142;425;187;180;X;8;942
3100104;Abadia dos Dourados (MG);2116;5884;2485;2406;X;184;13075
3100203;Abaeté (MG);2789;9076;1886;1504;617;1955;17827
3100302;Abre Campo (MG);300;7395;233;399;113;208;8648
3100401;Acaiaca (MG);63;103;25;3;-;10;204
3100500;Açucena (MG);167;1114;56;163;X;548;2048
3100609;Água Boa (MG);581;5235;880;1687;127;1867;10377
3100708;Água Comprida (MG);16838;21323;6546;14582;-;15;59304
3100807;Aguanil (MG);452;3300;911;730;X;X;5393
3100906;Águas Formosas (MG);305;208;131;8;X;395;1047
3101003;Águas Vermelhas (MG);27;3012;1118;863;X;37;5057
3101102;Aimorés (MG);966;3693;1883;453;13;1232;8240
3101201;Aiuruoca (MG);703;2990;1085;493;X;X;5271
