Código (Município);Município;Produção de lavouras temporárias;Produção de lavouras permanentes;Soma
3158201;Santa Maria do Suaçuí (MG);3092;579;3671
3158300;Santana da Vargem (MG);9570;56398;65968
3158409;Santana de Cataguases (MG);122;78;200
3158508;Santana de Pirapama (MG);4992;443;5435
3158607;Santana do Deserto (MG);X;0;NA
3158706;Santana do Garambéu (MG);2274;X;2274
3158805;Santana do Jacaré (MG);X;3701;3701
3158904;Santana do Manhuaçu (MG);437;61380;61817
3158953;Santana do Paraíso (MG);656;130;786
3159001;Santana do Riacho (MG);514;X;514
3159100;Santana dos Montes (MG);1534;148;1682
3159209;Santa Rita de Caldas (MG);17157;X;17157
3159308;Santa Rita de Jacutinga (MG);212;X;212
3159357;Santa Rita de Minas (MG);149;14293;14442
3159407;Santa Rita de Ibitipoca (MG);X;0;NA
3159506;Santa Rita do Itueto (MG);35;24396;24431
3159605;Santa Rita do Sapucaí (MG);5469;37379;42848
3159704;Santa Rosa da Serra (MG);732;37754;38486
3159803;Santa Vitória (MG);52815;241;53056
3159902;Santo Antônio do Amparo (MG);1526;57556;59082
3160009;Santo Antônio do Aventureiro (MG);1857;336;2193
3160108;Santo Antônio do Grama (MG);2055;X;2055
3160207;Santo Antônio do Itambé (MG);X;X;NA
3160306;Santo Antônio do Jacinto (MG);4384;44;4428
3160405;Santo Antônio do Monte (MG);3529;503;4032
3160454;Santo Antônio do Retiro (MG);6152;2037;8189
3160504;Santo Antônio do Rio Abaixo (MG);438;28;466
3160603;Santo Hipólito (MG);612;27;639
3160702;Santos Dumont (MG);257;475;732
3160801;São Bento Abade (MG);9249;8093;17342
3160900;São Brás do Suaçuí (MG);498;-;498
3160959;São Domingos das Dores (MG);538;19329;19867
3161007;São Domingos do Prata (MG);6345;1157;7502
3161056;São Félix de Minas (MG);720;423;1143
3161106;São Francisco (MG);8556;13565;22121
3161205;São Francisco de Paula (MG);3292;22919;26211
3161304;São Francisco de Sales (MG);84364;3033;87397
3161403;São Francisco do Glória (MG);227;10711;10938
3161502;São Geraldo (MG);1527;2698;4225
3161601;São Geraldo da Piedade (MG);390;707;1097
3161650;São Geraldo do Baixio (MG);820;X;820
3161700;São Gonçalo do Abaeté (MG);48077;X;48077
3161809;São Gonçalo do Pará (MG);1696;X;1696
3161908;São Gonçalo do Rio Abaixo (MG);13602;1203;14805
3162005;São Gonçalo do Sapucaí (MG);35013;40868;75881
3162104;São Gotardo (MG);92020;13088;105108
3162203;São João Batista do Glória (MG);55233;2760;57993
3162252;São João da Lagoa (MG);2794;58;2852
3162302;São João da Mata (MG);4352;6562;10914
3162401;São João da Ponte (MG);9139;2207;11346
3162450;São João das Missões (MG);3826;X;3826
3162500;São João del Rei (MG);78593;3832;82425
3162559;São João do Manhuaçu (MG);313;54789;55102
3162575;São João do Manteninha (MG);239;1135;1374
3162609;São João do Oriente (MG);164;X;164
3162658;São João do Pacuí (MG);3154;X;3154
3162708;São João do Paraíso (MG);17581;5996;23577
3162807;São João Evangelista (MG);3274;218;3492
3162906;São João Nepomuceno (MG);692;2972;3664
3162922;São Joaquim de Bicas (MG);X;X;NA
3162948;São José da Barra (MG);18639;27724;46363
3162955;São José da Lapa (MG);X;0;NA
3163003;São José da Safira (MG);X;X;NA
3163102;São José da Varginha (MG);703;X;703
3163201;São José do Alegre (MG);X;2517;2517
3163300;São José do Divino (MG);X;0;NA
3163409;São José do Goiabal (MG);3158;X;3158
3163508;São José do Jacuri (MG);1844;377;2221
3163607;São José do Mantimento (MG);534;6574;7108
3163706;São Lourenço (MG);X;582;582
3163805;São Miguel do Anta (MG);2803;13820;16623
3163904;São Pedro da União (MG);30221;42958;73179
3164001;São Pedro dos Ferros (MG);21724;394;22118
3164100;São Pedro do Suaçuí (MG);3438;X;3438
3164209;São Romão (MG);34989;57;35046
3164308;São Roque de Minas (MG);19992;45286;65278
3164407;São Sebastião da Bela Vista (MG);5632;9319;14951
3164431;São Sebastião da Vargem Alegre (MG);205;14083;14288
3164472;São Sebastião do Anta (MG);X;41833;41833
3164506;São Sebastião do Maranhão (MG);4045;775;4820
3164605;São Sebastião do Oeste (MG);2018;X;2018
3164704;São Sebastião do Paraíso (MG);22608;197967;220575
3164803;São Sebastião do Rio Preto (MG);843;X;843
3164902;São Sebastião do Rio Verde (MG);1878;-;1878
3165008;São Tiago (MG);4240;4845;9085
3165107;São Tomás de Aquino (MG);1030;62159;63189
3165206;São Tomé das Letras (MG);2872;8679;11551
3165305;São Vicente de Minas (MG);14951;2226;17177
3165404;Sapucaí-Mirim (MG);7946;X;7946
3165503;Sardoá (MG);1955;235;2190
3165537;Sarzedo (MG);X;X;NA
3165552;Setubinha (MG);7960;4513;12473
3165560;Sem-Peixe (MG);2368;80;2448
3165578;Senador Amaral (MG);6068;1878;7946
3165602;Senador Cortes (MG);X;X;NA
3165701;Senador Firmino (MG);1213;985;2198
3165800;Senador José Bento (MG);X;2391;2391
3165909;Senador Modestino Gonçalves (MG);3699;463;4162
3166006;Senhora de Oliveira (MG);1104;2378;3482
3166105;Senhora do Porto (MG);81;69;150
3166204;Senhora dos Remédios (MG);3403;816;4219
3166303;Sericita (MG);339;30985;31324
3166402;Seritinga (MG);X;X;NA
3166501;Serra Azul de Minas (MG);1784;X;1784
3166600;Serra da Saudade (MG);316;-;316
3166709;Serra dos Aimorés (MG);2230;X;2230
3166808;Serra do Salitre (MG);90883;167966;258849
3166907;Serrania (MG);16266;33307;49573
3166956;Serranópolis de Minas (MG);1722;282;2004
3167004;Serranos (MG);847;X;847
3167103;Serro (MG);8770;646;9416
3167202;Sete Lagoas (MG);5815;239;6054
3167301;Silveirânia (MG);434;X;434
3167400;Silvianópolis (MG);6520;10389;16909
3167509;Simão Pereira (MG);895;X;895
3167608;Simonésia (MG);1004;92576;93580
3167707;Sobrália (MG);X;X;NA
3167806;Soledade de Minas (MG);2307;3228;5535
3167905;Tabuleiro (MG);625;X;625
3168002;Taiobeiras (MG);6772;6528;13300
3168051;Taparuba (MG);1130;3021;4151
3168101;Tapira (MG);55969;4626;60595
3168200;Tapiraí (MG);19314;11495;30809
3168309;Taquaraçu de Minas (MG);X;2014;2014
3168408;Tarumirim (MG);2568;441;3009
3168507;Teixeiras (MG);3866;8968;12834
3168606;Teófilo Otoni (MG);7496;4404;11900
3168705;Timóteo (MG);X;X;NA
3168804;Tiradentes (MG);182;X;182
3168903;Tiros (MG);22643;20165;42808
3169000;Tocantins (MG);4413;6960;11373
3169059;Tocos do Moji (MG);X;4523;4523
3169109;Toledo (MG);3315;X;3315
3169208;Tombos (MG);2981;7966;10947
3169307;Três Corações (MG);75689;56491;132180
3169356;Três Marias (MG);16495;119;16614
3169406;Três Pontas (MG);19849;174022;193871
3169505;Tumiritinga (MG);797;351;1148
3169604;Tupaciguara (MG);188305;2078;190383
3169703;Turmalina (MG);7720;3524;11244
3169802;Turvolândia (MG);9063;22301;31364
3169901;Ubá (MG);2359;1742;4101
3170008;Ubaí (MG);5070;X;5070
3170057;Ubaporanga (MG);966;37649;38615
3170107;Uberaba (MG);823887;8880;832767
3170206;Uberlândia (MG);379641;24100;403741
3170305;Umburatiba (MG);344;-;344
3170404;Unaí (MG);752412;118257;870669
3170438;União de Minas (MG);70214;X;70214
3170479;Uruana de Minas (MG);8683;X;8683
3170503;Urucânia (MG);14089;2040;16129
3170529;Urucuia (MG);11877;8370;20247
3170578;Vargem Alegre (MG);865;395;1260
3170602;Vargem Bonita (MG);5332;28868;34200
3170651;Vargem Grande do Rio Pardo (MG);2781;3220;6001
3170701;Varginha (MG);1908;72298;74206
3170750;Varjão de Minas (MG);6079;10059;16138
3170800;Várzea da Palma (MG);7649;24051;31700
3170909;Varzelândia (MG);1913;X;1913
3171006;Vazante (MG);42448;X;42448
3171030;Verdelândia (MG);3186;20885;24071
3171071;Veredinha (MG);3964;496;4460
3171105;Veríssimo (MG);108263;X;108263
3171154;Vermelho Novo (MG);885;17665;18550
3171204;Vespasiano (MG);X;X;NA
3171303;Viçosa (MG);6367;13478;19845
3171402;Vieiras (MG);425;7528;7953
3171501;Mathias Lobato (MG);X;0;NA
3171600;Virgem da Lapa (MG);1683;101;1784
3171709;Virgínia (MG);3876;8519;12395
3171808;Virginópolis (MG);2905;760;3665
3171907;Virgolândia (MG);591;728;1319
3172004;Visconde do Rio Branco (MG);6465;3887;10352
3172103;Volta Grande (MG);X;0;NA
3172202;Wenceslau Braz (MG);115;X;115
3200102;Afonso Cláudio (ES);6821;82907;89728
3200136;Águia Branca (ES);811;48908;49719
3200169;Água Doce do Norte (ES);1155;17932;19087
3200201;Alegre (ES);1835;37518;39353
3200300;Alfredo Chaves (ES);1207;51168;52375
3200359;Alto Rio Novo (ES);2784;17710;20494
3200409;Anchieta (ES);1570;15230;16800
3200508;Apiacá (ES);333;12192;12525
3200607;Aracruz (ES);1459;66334;67793
3200706;Atílio Vivácqua (ES);260;8959;9219
3200805;Baixo Guandu (ES);2563;25358;27921
3200904;Barra de São Francisco (ES);2755;35705;38460
3201001;Boa Esperança (ES);2675;70101;72776
3201100;Bom Jesus do Norte (ES);217;849;1066
3201159;Brejetuba (ES);424;74410;74834
3201209;Cachoeiro de Itapemirim (ES);1924;35369;37293
3201308;Cariacica (ES);2073;14120;16193
3201407;Castelo (ES);2787;75447;78234
3201506;Colatina (ES);2957;111055;114012
3201605;Conceição da Barra (ES);28881;26967;55848
3201704;Conceição do Castelo (ES);3254;34119;37373
3201803;Divino de São Lourenço (ES);527;14102;14629
3201902;Domingos Martins (ES);9910;79708;89618
3202009;Dores do Rio Preto (ES);2028;32117;34145
3202108;Ecoporanga (ES);2672;19902;22574
3202207;Fundão (ES);925;18705;19630
3202256;Governador Lindenberg (ES);401;63169;63570
3202306;Guaçuí (ES);1345;56143;57488
3202405;Guarapari (ES);1491;16534;18025
3202454;Ibatiba (ES);1840;84598;86438
3202504;Ibiraçu (ES);1943;16427;18370
3202553;Ibitirama (ES);2018;40814;42832
3202603;Iconha (ES);357;31439;31796
3202652;Irupi (ES);1258;50252;51510
3202702;Itaguaçu (ES);1240;58163;59403
3202801;Itapemirim (ES);25074;5422;30496
3202900;Itarana (ES);2327;35794;38121
3203007;Iúna (ES);5712;107373;113085
3203056;Jaguaré (ES);168;156866;157034
3203106;Jerônimo Monteiro (ES);446;13168;13614
3203130;João Neiva (ES);X;16221;16221
3203163;Laranja da Terra (ES);1463;43657;45120
3203205;Linhares (ES);45689;1350737;1396426
3203304;Mantenópolis (ES);2241;36551;38792
3203320;Marataízes (ES);72441;510;72951
3203346;Marechal Floriano (ES);959;27038;27997
3203353;Marilândia (ES);450;63442;63892
3203403;Mimoso do Sul (ES);1248;62716;63964
3203502;Montanha (ES);25052;66091;91143
3203601;Mucurici (ES);1112;1316;2428
3203700;Muniz Freire (ES);6307;48628;54935
3203809;Muqui (ES);309;41929;42238
3203908;Nova Venécia (ES);2319;122464;124783
3204005;Pancas (ES);786;80224;81010
3204054;Pedro Canário (ES);44611;23878;68489
3204104;Pinheiros (ES);24321;192447;216768
3204203;Piúma (ES);X;5126;5126
3204252;Ponto Belo (ES);745;6997;7742
3204302;Presidente Kennedy (ES);5787;974;6761
3204351;Rio Bananal (ES);464;160481;160945
3204401;Rio Novo do Sul (ES);X;17416;17416
3204500;Santa Leopoldina (ES);5224;47735;52959
3204559;Santa Maria de Jetibá (ES);18660;42384;61044
3204609;Santa Teresa (ES);3313;61664;64977
3204658;São Domingos do Norte (ES);864;52652;53516
3204708;São Gabriel da Palha (ES);1241;77742;78983
3204807;São José do Calçado (ES);1807;11638;13445
3204906;São Mateus (ES);15522;745284;760806
3204955;São Roque do Canaã (ES);1730;36470;38200
3205002;Serra (ES);72;5778;5850
3205010;Sooretama (ES);X;117399;117399
3205036;Vargem Alta (ES);1282;48778;50060
3205069;Venda Nova do Imigrante (ES);3644;37701;41345
3205101;Viana (ES);3801;11182;14983
3205150;Vila Pavão (ES);352;33020;33372
3205176;Vila Valério (ES);354;114191;114545
3205200;Vila Velha (ES);878;657;1535
3205309;Vitória (ES);0;X;NA
3300100;Angra dos Reis (RJ);1440;5933;7373
3300159;Aperibé (RJ);291;X;291
3300209;Araruama (RJ);3569;11086;14655
3300225;Areal (RJ);X;81;81
3300233;Armação dos Búzios (RJ);X;0;NA
3300258;Arraial do Cabo (RJ);X;X;NA
3300308;Barra do Piraí (RJ);356;133;489
3300407;Barra Mansa (RJ);2998;322;3320
3300456;Belford Roxo (RJ);X;0;NA
3300506;Bom Jardim (RJ);2751;15120;17871
3300605;Bom Jesus do Itabapoana (RJ);558;8487;9045
3300704;Cabo Frio (RJ);2499;677;3176
3300803;Cachoeiras de Macacu (RJ);18105;10476;28581
3300902;Cambuci (RJ);417;542;959
3300936;Carapebus (RJ);1177;360;1537
3300951;Comendador Levy Gasparian (RJ);X;X;NA
3301009;Campos dos Goytacazes (RJ);217184;6717;223901
3301108;Cantagalo (RJ);2411;910;3321
3301157;Cardoso Moreira (RJ);4640;813;5453
3301207;Carmo (RJ);2572;X;2572
3301306;Casimiro de Abreu (RJ);1870;2939;4809
3301405;Conceição de Macabu (RJ);1060;1003;2063
3301504;Cordeiro (RJ);473;329;802
3301603;Duas Barras (RJ);3013;8304;11317
3301702;Duque de Caxias (RJ);7110;2291;9401
3301801;Engenheiro Paulo de Frontin (RJ);X;59;59
3301850;Guapimirim (RJ);3569;1785;5354
3301876;Iguaba Grande (RJ);280;39;319
3301900;Itaboraí (RJ);2008;4921;6929
3302007;Itaguaí (RJ);2852;5831;8683
3302056;Italva (RJ);1436;X;1436
3302106;Itaocara (RJ);4899;1411;6310
3302205;Itaperuna (RJ);919;517;1436
3302254;Itatiaia (RJ);210;X;210
3302270;Japeri (RJ);3966;514;4480
3302304;Laje do Muriaé (RJ);X;494;494
3302403;Macaé (RJ);6107;4583;10690
3302452;Macuco (RJ);X;X;NA
3302502;Magé (RJ);9399;4204;13603
3302601;Mangaratiba (RJ);723;3876;4599
3302700;Maricá (RJ);1552;1901;3453
3302809;Mendes (RJ);X;200;200
3302858;Mesquita (RJ);147;323;470
3302908;Miguel Pereira (RJ);X;1264;1264
3303005;Miracema (RJ);1042;111;1153
3303104;Natividade (RJ);246;1844;2090
3303302;Niterói (RJ);X;302;302
3303401;Nova Friburgo (RJ);2428;5824;8252
3303500;Nova Iguaçu (RJ);3858;1273;5131
3303609;Paracambi (RJ);1496;4605;6101
3303708;Paraíba do Sul (RJ);1383;960;2343
3303807;Paraty (RJ);4722;5871;10593
3303856;Paty do Alferes (RJ);2759;6097;8856
3303906;Petrópolis (RJ);911;1113;2024
3303955;Pinheiral (RJ);254;285;539
3304003;Piraí (RJ);6581;4016;10597
3304102;Porciúncula (RJ);1321;19938;21259
3304110;Porto Real (RJ);327;X;327
3304128;Quatis (RJ);2356;X;2356
3304144;Queimados (RJ);1414;130;1544
3304151;Quissamã (RJ);7010;3518;10528
3304201;Resende (RJ);1183;355;1538
3304300;Rio Bonito (RJ);1411;13195;14606
3304409;Rio Claro (RJ);1546;816;2362
3304508;Rio das Flores (RJ);1224;X;1224
3304524;Rio das Ostras (RJ);1285;315;1600
3304557;Rio de Janeiro (RJ);6165;11156;17321
3304607;Santa Maria Madalena (RJ);1155;1761;2916
3304706;Santo Antônio de Pádua (RJ);1276;252;1528
3304755;São Francisco de Itabapoana (RJ);132863;2549;135412
3304805;São Fidélis (RJ);4773;2422;7195
3304904;São Gonçalo (RJ);554;1717;2271
3305000;São João da Barra (RJ);12871;X;12871
3305109;São João de Meriti (RJ);0;0;0
3305133;São José de Ubá (RJ);374;334;708
3305158;São José do Vale do Rio Preto (RJ);3685;6022;9707
3305208;São Pedro da Aldeia (RJ);1762;248;2010
3305307;São Sebastião do Alto (RJ);346;263;609
3305406;Sapucaia (RJ);3910;1198;5108
3305505;Saquarema (RJ);2108;5776;7884
3305554;Seropédica (RJ);3515;3402;6917
3305604;Silva Jardim (RJ);6928;6254;13182
3305703;Sumidouro (RJ);4598;7083;11681
3305752;Tanguá (RJ);832;11546;12378
3305802;Teresópolis (RJ);3545;5951;9496
3305901;Trajano de Moraes (RJ);1360;6564;7924
3306008;Três Rios (RJ);1349;1004;2353
3306107;Valença (RJ);3016;709;3725
3306156;Varre-Sai (RJ);575;26825;27400
3306206;Vassouras (RJ);2416;X;2416
3306305;Volta Redonda (RJ);1533;226;1759
3500105;Adamantina (SP);64694;2043;66737
3500204;Adolfo (SP);36591;20811;57402
3500303;Aguaí (SP);58894;99561;158455
3500402;Águas da Prata (SP);1765;4877;6642
3500501;Águas de Lindóia (SP);737;2120;2857
3500550;Águas de Santa Bárbara (SP);45830;59145;104975
3500709;Agudos (SP);42724;10470;53194
3500758;Alambari (SP);3486;4089;7575
3500808;Alfredo Marcondes (SP);141;233;374
3500907;Altair (SP);13650;29544;43194
3501004;Altinópolis (SP);24758;79564;104322
3501103;Alto Alegre (SP);46113;1245;47358
3501152;Alumínio (SP);0;X;NA
3501202;Álvares Florence (SP);58114;6838;64952
3501301;Álvares Machado (SP);1166;1192;2358
3501400;Álvaro de Carvalho (SP);X;8173;8173
3501509;Alvinlândia (SP);X;6318;6318
3501608;Americana (SP);X;X;NA
3501707;Américo Brasiliense (SP);2265;X;2265
3501806;Américo de Campos (SP);30828;91;30919
3501905;Amparo (SP);6419;74109;80528
3502002;Analândia (SP);27537;11760;39297
3502101;Andradina (SP);200066;1861;201927
3502200;Angatuba (SP);51824;47720;99544
3502309;Anhembi (SP);21493;44057;65550
3502408;Anhumas (SP);9625;X;9625
3502507;Aparecida (SP);1285;-;1285
3502606;Aparecida d'Oeste (SP);3546;7448;10994
3502705;Apiaí (SP);4893;X;4893
3502754;Araçariguama (SP);X;X;NA
3502804;Araçatuba (SP);229384;8952;238336
3502903;Araçoiaba da Serra (SP);7815;1579;9394
3503000;Aramina (SP);64775;X;64775
3503109;Arandu (SP);30489;36723;67212
3503158;Arapeí (SP);75;X;75
3503208;Araraquara (SP);92546;2599;95145
3503307;Araras (SP);75968;25632;101600
3503356;Arco-Íris (SP);39468;1707;41175
3503406;Arealva (SP);51916;10701;62617
3503505;Areias (SP);X;X;NA
3503604;Areiópolis (SP);30686;X;30686
3503703;Ariranha (SP);72624;2790;75414
3503802;Artur Nogueira (SP);26631;15107;41738
3503901;Arujá (SP);34;X;34
3503950;Aspásia (SP);X;8660;8660
3504008;Assis (SP);87880;399;88279
3504107;Atibaia (SP);7104;5151;12255
3504206;Auriflama (SP);33123;3303;36426
3504305;Avaí (SP);1714;34925;36639
3504404;Avanhandava (SP);79881;257;80138
3504503;Avaré (SP);118315;104723;223038
3504602;Bady Bassitt (SP);14382;1040;15422
3504701;Balbinos (SP);17961;X;17961
3504800;Bálsamo (SP);5934;7950;13884
3504909;Bananal (SP);X;74;74
3505005;Barão de Antonina (SP);6010;727;6737
3505104;Barbosa (SP);20881;X;20881
3505203;Bariri (SP);116752;23279;140031
3505302;Barra Bonita (SP);48289;-;48289
3505351;Barra do Chapéu (SP);4312;X;4312
3505401;Barra do Turvo (SP);1191;2378;3569
3505500;Barretos (SP);487260;51309;538569
3505609;Barrinha (SP);12348;-;12348
3505807;Bastos (SP);14761;1984;16745
3505906;Batatais (SP);84415;10062;94477
3506003;Bauru (SP);16675;41847;58522
3506102;Bebedouro (SP);208195;81728;289923
3506201;Bento de Abreu (SP);57556;-;57556
3506300;Bernardino de Campos (SP);65133;2887;68020
3506409;Bilac (SP);17769;2206;19975
3506508;Birigui (SP);77483;935;78418
3506607;Biritiba Mirim (SP);418;2064;2482
3506706;Boa Esperança do Sul (SP);137906;18056;155962
3506805;Bocaina (SP);76248;7044;83292
3506904;Bofete (SP);325;X;325
3507001;Boituva (SP);10673;244;10917
3507100;Bom Jesus dos Perdões (SP);96;X;96
3507159;Bom Sucesso de Itararé (SP);210;-;210
3507209;Borá (SP);366;-;366
3507308;Boracéia (SP);25811;357;26168
3507407;Borborema (SP);146992;27913;174905
3507456;Borebi (SP);12953;X;12953
3507506;Botucatu (SP);59415;60655;120070
3507605;Bragança Paulista (SP);17025;10423;27448
3507704;Braúna (SP);51873;679;52552
3507753;Brejo Alegre (SP);21023;X;21023
3507803;Brodowski (SP);23546;3575;27121
3507902;Brotas (SP);150913;48984;199897
3508009;Buri (SP);144362;45752;190114
3508108;Buritama (SP);41944;2865;44809
3508207;Buritizal (SP);36284;5518;41802
3508306;Cabrália Paulista (SP);2796;3855;6651
3508405;Cabreúva (SP);1082;1352;2434
3508504;Caçapava (SP);4586;X;4586
3508603;Cachoeira Paulista (SP);605;X;605
3508702;Caconde (SP);3512;69901;73413
3508801;Cafelândia (SP);63158;44764;107922
3508900;Caiabu (SP);3310;237;3547
3509007;Caieiras (SP);X;X;NA
3509106;Caiuá (SP);9246;1046;10292
3509205;Cajamar (SP);X;33;33
3509254;Cajati (SP);874;53660;54534
3509304;Cajobi (SP);64609;23632;88241
3509403;Cajuru (SP);34607;143904;178511
3509452;Campina do Monte Alegre (SP);32928;-;32928
3509502;Campinas (SP);9795;14393;24188
3509601;Campo Limpo Paulista (SP);X;0;NA
3509700;Campos do Jordão (SP);X;1088;1088
3509809;Campos Novos Paulista (SP);77154;727;77881
3509908;Cananéia (SP);189;4617;4806
3509957;Canas (SP);1431;-;1431
3510005;Cândido Mota (SP);174303;X;174303
3510104;Cândido Rodrigues (SP);19432;16750;36182
3510153;Canitar (SP);13990;-;13990
3510203;Capão Bonito (SP);135469;19619;155088
3510302;Capela do Alto (SP);5896;13772;19668
3510401;Capivari (SP);67640;X;67640
3510500;Caraguatatuba (SP);X;486;486
3510708;Cardoso (SP);X;3439;3439
3510807;Casa Branca (SP);207270;157197;364467
3510906;Cássia dos Coqueiros (SP);5072;15492;20564
3511003;Castilho (SP);133687;4149;137836
3511102;Catanduva (SP);98948;10852;109800
3511201;Catiguá (SP);44498;572;45070
3511300;Cedral (SP);65079;6044;71123
3511409;Cerqueira César (SP);70999;14976;85975
3511508;Cerquilho (SP);21596;X;21596
3511607;Cesário Lange (SP);21780;X;21780
3511706;Charqueada (SP);32420;X;32420
3511904;Clementina (SP);52155;553;52708
3512001;Colina (SP);131409;15496;146905
3512100;Colômbia (SP);162092;122325;284417
3512209;Conchal (SP);16021;67531;83552
3512308;Conchas (SP);3668;42822;46490
3512407;Cordeirópolis (SP);13393;2909;16302
3512506;Coroados (SP);59530;1859;61389
3512605;Coronel Macedo (SP);55410;10910;66320
3512704;Corumbataí (SP);17039;X;17039
3512803;Cosmópolis (SP);36768;2867;39635
3512902;Cosmorama (SP);49907;14114;64021
3513009;Cotia (SP);X;X;NA
3513108;Cravinhos (SP);81872;X;81872
3513207;Cristais Paulista (SP);9063;68840;77903
3513306;Cruzália (SP);40905;-;40905
3513405;Cruzeiro (SP);X;432;432
3513504;Cubatão (SP);-;134;134
3513603;Cunha (SP);2723;791;3514
3513702;Descalvado (SP);125211;33751;158962
3513801;Diadema (SP);0;0;0
3513850;Dirce Reis (SP);6276;X;6276
3513900;Divinolândia (SP);45176;20376;65552
3514007;Dobrada (SP);45004;X;45004
3514106;Dois Córregos (SP);109860;29922;139782
3514205;Dolcinópolis (SP);X;3355;3355
3514304;Dourado (SP);25098;X;25098
3514403;Dracena (SP);65512;3895;69407
3514502;Duartina (SP);4674;10195;14869
3514601;Dumont (SP);38061;-;38061
3514700;Echaporã (SP);77795;5584;83379
3514809;Eldorado (SP);210;86479;86689
3514908;Elias Fausto (SP);35593;8848;44441
3514924;Elisiário (SP);X;1683;1683
3514957;Embaúba (SP);42208;6330;48538
3515004;Embu das Artes (SP);X;0;NA
3515103;Embu-Guaçu (SP);58;113;171
3515129;Emilianópolis (SP);7878;X;7878
3515152;Engenheiro Coelho (SP);11396;17255;28651
3515186;Espírito Santo do Pinhal (SP);15937;41527;57464
3515194;Espírito Santo do Turvo (SP);15637;X;15637
3515202;Estrela d'Oeste (SP);4254;20868;25122
3515301;Estrela do Norte (SP);7788;X;7788
3515350;Euclides da Cunha Paulista (SP);24551;121;24672
3515400;Fartura (SP);12610;24396;37006
3515509;Fernandópolis (SP);7643;13893;21536
3515608;Fernando Prestes (SP);66610;49006;115616
3515657;Fernão (SP);2237;6594;8831
3515707;Ferraz de Vasconcelos (SP);197;-;197
3515806;Flora Rica (SP);8565;X;8565
3515905;Floreal (SP);22603;2098;24701
3516002;Flórida Paulista (SP);73719;816;74535
3516101;Florínea (SP);63061;X;63061
3516200;Franca (SP);35405;85752;121157
3516309;Francisco Morato (SP);0;X;NA
3516408;Franco da Rocha (SP);133;233;366
3516507;Gabriel Monteiro (SP);27108;1263;28371
3516606;Gália (SP);8909;39407;48316
3516705;Garça (SP);5580;76754;82334
3516804;Gastão Vidigal (SP);36492;794;37286
3516853;Gavião Peixoto (SP);64348;X;64348
3516903;General Salgado (SP);35511;4271;39782
3517000;Getulina (SP);119104;17808;136912
3517109;Glicério (SP);48015;X;48015
3517208;Guaiçara (SP);10883;247;11130
3517307;Guaimbê (SP);7557;23211;30768
3517406;Guaíra (SP);553936;X;553936
3517505;Guapiaçu (SP);92898;22047;114945
3517604;Guapiara (SP);23171;3967;27138
3517703;Guará (SP);30689;X;30689
3517802;Guaraçaí (SP);67749;5816;73565
3517901;Guaraci (SP);117952;35337;153289
3518008;Guarani d'Oeste (SP);21012;X;21012
3518107;Guarantã (SP);4807;27246;32053
3518206;Guararapes (SP);266661;5500;272161
3518305;Guararema (SP);469;1866;2335
3518404;Guaratinguetá (SP);5376;371;5747
3518503;Guareí (SP);15553;X;15553
3518602;Guariba (SP);90526;-;90526
3518701;Guarujá (SP);X;0;NA
3518800;Guarulhos (SP);114;X;114
3518859;Guatapará (SP);13188;X;13188
3518909;Guzolândia (SP);678;6817;7495
3519006;Herculândia (SP);90810;910;91720
3519055;Holambra (SP);X;X;NA
3519071;Hortolândia (SP);X;0;NA
3519105;Iacanga (SP);116225;26891;143116
3519204;Iacri (SP);32210;4632;36842
3519253;Iaras (SP);21417;197;21614
3519303;Ibaté (SP);80119;1183;81302
3519402;Ibirá (SP);68300;14119;82419
3519501;Ibirarema (SP);69652;-;69652
3519600;Ibitinga (SP);187515;36739;224254
3519709;Ibiúna (SP);4225;X;4225
3519808;Icém (SP);14712;X;14712
3519907;Iepê (SP);75011;X;75011
3520004;Igaraçu do Tietê (SP);37023;-;37023
3520103;Igarapava (SP);110721;4455;115176
3520202;Igaratá (SP);X;X;NA
3520301;Iguape (SP);3222;10086;13308
3520400;Ilhabela (SP);X;229;229
3520426;Ilha Comprida (SP);X;0;NA
3520442;Ilha Solteira (SP);51665;4015;55680
3520509;Indaiatuba (SP);24772;21212;45984
3520608;Indiana (SP);3644;394;4038
3520707;Indiaporã (SP);1426;9931;11357
3520806;Inúbia Paulista (SP);X;375;375
3520905;Ipaussu (SP);39135;X;39135
3521002;Iperó (SP);5640;X;5640
3521101;Ipeúna (SP);26045;452;26497
3521150;Ipiguá (SP);2815;2288;5103
3521200;Iporanga (SP);996;6673;7669
3521309;Ipuã (SP);124625;-;124625
3521408;Iracemápolis (SP);34875;X;34875
3521507;Irapuã (SP);55611;47178;102789
3521606;Irapuru (SP);X;3356;3356
3521705;Itaberá (SP);282145;13598;295743
3521804;Itaí (SP);256605;49955;306560
3521903;Itajobi (SP);114169;68536;182705
3522000;Itaju (SP);37760;3376;41136
3522109;Itanhaém (SP);70;8240;8310
3522158;Itaoca (SP);287;X;287
3522208;Itapecerica da Serra (SP);X;X;NA
3522307;Itapetininga (SP);163749;91181;254930
3522406;Itapeva (SP);380224;13965;394189
3522505;Itapevi (SP);0;0;0
3522604;Itapira (SP);24812;11414;36226
3522653;Itapirapuã Paulista (SP);254;X;254
3522703;Itápolis (SP);270430;101042;371472
3522802;Itaporanga (SP);49378;X;49378
3522901;Itapuí (SP);38208;X;38208
