Código (Município);Município;Produção de lavouras temporárias;Produção de lavouras permanentes;Soma
4322186;Tupanci do Sul (RS);31566;616;32182
4322202;Tupanciretã (RS);539700;X;539700
4322251;Tupandi (RS);1919;4927;6846
4322301;Tuparendi (RS);49385;1113;50498
4322327;Turuçu (RS);38892;-;38892
4322343;Ubiretama (RS);18975;-;18975
4322350;União da Serra (RS);10883;X;10883
4322376;Unistalda (RS);30325;X;30325
4322400;Uruguaiana (RS);539981;1254;541235
4322509;Vacaria (RS);225510;382041;607551
4322525;Vale Verde (RS);44053;X;44053
4322533;Vale do Sol (RS);104007;X;104007
4322541;Vale Real (RS);735;4773;5508
4322558;Vanini (RS);11371;X;11371
4322608;Venâncio Aires (RS);206198;2102;208300
4322707;Vera Cruz (RS);85015;X;85015
4322806;Veranópolis (RS);8233;35846;44079
4322855;Vespasiano Corrêa (RS);7261;2065;9326
4322905;Viadutos (RS);38284;1644;39928
4323002;Viamão (RS);125066;1369;126435
4323101;Vicente Dutra (RS);38897;144;39041
4323200;Victor Graeff (RS);82960;-;82960
4323309;Vila Flores (RS);4349;2024;6373
4323358;Vila Lângaro (RS);34326;X;34326
4323408;Vila Maria (RS);43086;X;43086
4323457;Vila Nova do Sul (RS);35154;156;35310
4323507;Vista Alegre (RS);6078;-;6078
4323606;Vista Alegre do Prata (RS);7352;X;7352
4323705;Vista Gaúcha (RS);14545;X;14545
4323754;Vitória das Missões (RS);36403;X;36403
4323770;Westfália (RS);3540;X;3540
4323804;Xangri0lá (RS);X;0;NA
5000203;Água Clara (MS);X;X;NA
5000252;Alcinópolis (MS);20260;259;20519
5000609;Amambai (MS);221261;408;221669
5000708;Anastácio (MS);21385;157;21542
5000807;Anaurilândia (MS);39176;X;39176
5000856;Angélica (MS);264341;X;264341
5000906;Antônio João (MS);119614;183;119797
5001003;Aparecida do Taboado (MS);105906;27700;133606
5001102;Aquidauana (MS);5772;428;6200
5001243;Aral Moreira (MS);417516;1272;418788
5001508;Bandeirantes (MS);221870;176;222046
5001904;Bataguassu (MS);26713;328;27041
5002001;Batayporã (MS);109004;X;109004
5002100;Bela Vista (MS);84021;46;84067
5002159;Bodoquena (MS);22520;X;22520
5002209;Bonito (MS);199746;X;199746
5002308;Brasilândia (MS);24519;1469;25988
5002407;Caarapó (MS);462390;X;462390
5002605;Camapuã (MS);68709;X;68709
5002704;Campo Grande (MS);210884;2869;213753
5002803;Caracol (MS);X;X;NA
5002902;Cassilândia (MS);27194;1506;28700
5002951;Chapadão do Sul (MS);561293;X;561293
5003108;Corguinho (MS);1782;X;1782
5003157;Coronel Sapucaia (MS);66564;X;66564
5003207;Corumbá (MS);5797;582;6379
5003256;Costa Rica (MS);830578;187;830765
5003306;Coxim (MS);48458;147;48605
5003454;Deodápolis (MS);81319;X;81319
5003488;Dois Irmãos do Buriti (MS);28073;2138;30211
5003504;Douradina (MS);69107;X;69107
5003702;Dourados (MS);873840;364;874204
5003751;Eldorado (MS);124909;95;125004
5003801;Fátima do Sul (MS);52953;X;52953
5003900;Figueirão (MS);1971;X;1971
5004007;Glória de Dourados (MS);9000;121;9121
5004106;Guia Lopes da Laguna (MS);59591;X;59591
5004304;Iguatemi (MS);61958;X;61958
5004403;Inocência (MS);372;X;372
5004502;Itaporã (MS);319037;475;319512
5004601;Itaquiraí (MS);210682;242;210924
5004700;Ivinhema (MS);336086;5052;341138
5004809;Japorã (MS);10433;108;10541
5004908;Jaraguari (MS);49913;1582;51495
5005004;Jardim (MS);57218;X;57218
5005103;Jateí (MS);195050;-;195050
5005152;Juti (MS);193210;X;193210
5005202;Ladário (MS);809;-;809
5005251;Laguna Carapã (MS);487269;X;487269
5005400;Maracaju (MS);1334865;100;1334965
5005608;Miranda (MS);91538;312;91850
5005681;Mundo Novo (MS);32541;X;32541
5005707;Naviraí (MS);392366;288;392654
5005806;Nioaque (MS);10156;525;10681
5006002;Nova Alvorada do Sul (MS);583069;2178;585247
5006200;Nova Andradina (MS);263469;292;263761
5006259;Novo Horizonte do Sul (MS);55068;X;55068
5006275;Paraíso das Águas (MS);260414;1027;261441
5006309;Paranaíba (MS);38981;8107;47088
5006358;Paranhos (MS);X;0;NA
5006408;Pedro Gomes (MS);26420;219;26639
5006606;Ponta Porã (MS);1065196;X;1065196
5006903;Porto Murtinho (MS);8286;135;8421
5007109;Ribas do Rio Pardo (MS);21945;415;22360
5007208;Rio Brilhante (MS);1061461;114;1061575
5007307;Rio Negro (MS);15252;-;15252
5007406;Rio Verde de Mato Grosso (MS);71080;X;71080
5007505;Rochedo (MS);18419;X;18419
5007554;Santa Rita do Pardo (MS);320;354;674
5007695;São Gabriel do Oeste (MS);542235;X;542235
5007703;Sete Quedas (MS);95006;-;95006
5007802;Selvíria (MS);7260;X;7260
5007901;Sidrolândia (MS);815229;1175;816404
5007935;Sonora (MS);244120;-;244120
5007950;Tacuru (MS);42597;X;42597
5007976;Taquarussu (MS);44497;X;44497
5008008;Terenos (MS);42482;2646;45128
5008305;Três Lagoas (MS);1326;X;1326
5008404;Vicentina (MS);56103;X;56103
5100102;Acorizal (MT);3353;1058;4411
5100201;Água Boa (MT);482812;245;483057
5100250;Alta Floresta (MT);69301;2066;71367
5100300;Alto Araguaia (MT);163124;X;163124
5100359;Alto Boa Vista (MT);67457;X;67457
5100409;Alto Garças (MT);357021;X;357021
5100508;Alto Paraguai (MT);22013;210;22223
5100607;Alto Taquari (MT);475035;-;475035
5100805;Apiacás (MT);684;150;834
5101001;Araguaiana (MT);1026;-;1026
5101209;Araguainha (MT);X;0;NA
5101258;Araputanga (MT);2292;X;2292
5101308;Arenápolis (MT);6552;242;6794
5101407;Aripuanã (MT);5664;1832;7496
5101605;Barão de Melgaço (MT);1353;306;1659
5101704;Barra do Bugres (MT);269070;373;269443
5101803;Barra do Garças (MT);106076;X;106076
5101852;Bom Jesus do Araguaia (MT);266131;X;266131
5101902;Brasnorte (MT);960914;X;960914
5102504;Cáceres (MT);20042;2854;22896
5102603;Campinápolis (MT);78713;722;79435
5102637;Campo Novo do Parecis (MT);2121511;X;2121511
5102678;Campo Verde (MT);1391976;2409;1394385
5102686;Campos de Júlio (MT);856285;X;856285
5102694;Canabrava do Norte (MT);56420;X;56420
5102702;Canarana (MT);648896;X;648896
5102793;Carlinda (MT);27329;2074;29403
5102850;Castanheira (MT);659;51;710
5103007;Chapada dos Guimarães (MT);135947;1366;137313
5103056;Cláudia (MT);359457;736;360193
5103106;Cocalinho (MT);13423;X;13423
5103205;Colíder (MT);37938;774;38712
5103254;Colniza (MT);3122;19260;22382
5103304;Comodoro (MT);286219;1003;287222
5103353;Confresa (MT);130955;X;130955
5103361;Conquista D'Oeste (MT);12516;X;12516
5103379;Cotriguaçu (MT);2379;3905;6284
5103403;Cuiabá (MT);4059;1975;6034
5103437;Curvelândia (MT);58916;640;59556
5103452;Denise (MT);244191;434;244625
5103502;Diamantino (MT);1387981;578;1388559
5103601;Dom Aquino (MT);268405;682;269087
5103700;Feliz Natal (MT);459780;X;459780
5103809;Figueirópolis D'Oeste (MT);787;X;787
5103858;Gaúcha do Norte (MT);589632;2118;591750
5103908;General Carneiro (MT);265932;X;265932
5103957;Glória D'Oeste (MT);4018;89;4107
5104104;Guarantã do Norte (MT);46707;741;47448
5104203;Guiratinga (MT);244669;75;244744
5104500;Indiavaí (MT);321;X;321
5104526;Ipiranga do Norte (MT);1081959;X;1081959
5104542;Itanhangá (MT);379182;X;379182
5104559;Itaúba (MT);177427;199;177626
5104609;Itiquira (MT);849700;1625;851325
5104807;Jaciara (MT);261390;209;261599
5104906;Jangada (MT);10413;1647;12060
5105002;Jauru (MT);1090;X;1090
5105101;Juara (MT);176700;1266;177966
5105150;Juína (MT);33287;6887;40174
5105176;Juruena (MT);4669;840;5509
5105200;Juscimeira (MT);95201;149;95350
5105234;Lambari D'Oeste (MT);242173;X;242173
5105259;Lucas do Rio Verde (MT);1099996;342;1100338
5105309;Luciara (MT);1834;X;1834
5105507;Vila Bela da Santíssima Trindade (MT);67632;291;67923
5105580;Marcelândia (MT);179293;315;179608
5105606;Matupá (MT);128325;923;129248
5105622;Mirassol d'Oeste (MT);51074;3088;54162
5105903;Nobres (MT);149013;296;149309
5106000;Nortelândia (MT);58331;289;58620
5106109;Nossa Senhora do Livramento (MT);11141;2291;13432
5106158;Nova Bandeirantes (MT);1667;3459;5126
5106174;Nova Nazaré (MT);43359;X;43359
5106182;Nova Lacerda (MT);78020;583;78603
5106190;Nova Santa Helena (MT);49480;474;49954
5106208;Nova Brasilândia (MT);26848;X;26848
5106216;Nova Canaã do Norte (MT);153567;329;153896
5106224;Nova Mutum (MT);1823276;X;1823276
5106232;Nova Olímpia (MT);113514;43;113557
5106240;Nova Ubiratã (MT);1532877;61;1532938
5106257;Nova Xavantina (MT);190054;1082;191136
5106265;Novo Mundo (MT);132221;2346;134567
5106273;Novo Horizonte do Norte (MT);12019;105;12124
5106281;Novo São Joaquim (MT);512656;265;512921
5106299;Paranaíta (MT);12244;1031;13275
5106307;Paranatinga (MT);870211;-;870211
5106315;Novo Santo Antônio (MT);854;-;854
5106372;Pedra Preta (MT);514392;546;514938
5106422;Peixoto de Azevedo (MT);80504;2500;83004
5106455;Planalto da Serra (MT);49311;X;49311
5106505;Poconé (MT);24878;3903;28781
5106653;Pontal do Araguaia (MT);2320;607;2927
5106703;Ponte Branca (MT);0;0;0
5106752;Pontes e Lacerda (MT);85215;513;85728
5106778;Porto Alegre do Norte (MT);135771;46;135817
5106802;Porto dos Gaúchos (MT);786410;X;786410
5106828;Porto Esperidião (MT);2873;2344;5217
5106851;Porto Estrela (MT);6353;119;6472
5107008;Poxoréu (MT);269719;463;270182
5107040;Primavera do Leste (MT);1274694;1770;1276464
5107065;Querência (MT);1522003;1212;1523215
5107107;São José dos Quatro Marcos (MT);1669;3708;5377
5107156;Reserva do Cabaçal (MT);X;0;NA
5107180;Ribeirão Cascalheira (MT);179361;X;179361
5107198;Ribeirãozinho (MT);X;0;NA
5107206;Rio Branco (MT);162;-;162
5107248;Santa Carmem (MT);461326;548;461874
5107263;Santo Afonso (MT);35904;X;35904
5107297;São José do Povo (MT);868;333;1201
5107305;São José do Rio Claro (MT);293407;781;294188
5107354;São José do Xingu (MT);297636;-;297636
5107404;São Pedro da Cipa (MT);13061;X;13061
5107578;Rondolândia (MT);287;1145;1432
5107602;Rondonópolis (MT);476767;2492;479259
5107701;Rosário Oeste (MT);82779;2264;85043
5107743;Santa Cruz do Xingu (MT);68550;-;68550
5107750;Salto do Céu (MT);393;X;393
5107768;Santa Rita do Trivelato (MT);642226;-;642226
5107776;Santa Terezinha (MT);105956;73;106029
5107792;Santo Antônio do Leste (MT);609362;-;609362
5107800;Santo Antônio do Leverger (MT);135053;3998;139051
5107859;São Félix do Araguaia (MT);800729;117;800846
5107875;Sapezal (MT);2523724;X;2523724
5107883;Serra Nova Dourada (MT);22853;X;22853
5107909;Sinop (MT);674944;11112;686056
5107925;Sorriso (MT);2712990;258;2713248
5107941;Tabaporã (MT);634950;663;635613
5107958;Tangará da Serra (MT);373248;6330;379578
5108006;Tapurah (MT);687881;69;687950
5108055;Terra Nova do Norte (MT);42583;1436;44019
5108105;Tesouro (MT);212995;323;213318
5108204;Torixoréu (MT);X;X;NA
5108303;União do Sul (MT);234471;78;234549
5108352;Vale de São Domingos (MT);19780;-;19780
5108402;Várzea Grande (MT);1853;599;2452
5108501;Vera (MT);654357;X;654357
5108600;Vila Rica (MT);143994;408;144402
5108808;Nova Guarita (MT);21156;X;21156
5108857;Nova Marilândia (MT);28151;X;28151
5108907;Nova Maringá (MT);521288;X;521288
5108956;Nova Monte Verde (MT);7631;782;8413
5200050;Abadia de Goiás (GO);1491;817;2308
5200100;Abadiânia (GO);31694;1678;33372
5200134;Acreúna (GO);201199;X;201199
5200159;Adelândia (GO);X;X;NA
5200175;Água Fria de Goiás (GO);251518;6048;257566
5200209;Água Limpa (GO);X;0;NA
5200258;Águas Lindas de Goiás (GO);2680;218;2898
5200308;Alexânia (GO);17954;1799;19753
5200506;Aloândia (GO);10764;X;10764
5200555;Alto Horizonte (GO);1824;X;1824
5200605;Alto Paraíso de Goiás (GO);53503;370;53873
5200803;Alvorada do Norte (GO);6158;X;6158
5200829;Amaralina (GO);19591;X;19591
5200852;Americano do Brasil (GO);10688;-;10688
5200902;Amorinópolis (GO);24688;X;24688
5201108;Anápolis (GO);14205;23983;38188
5201207;Anhanguera (GO);0;0;0
5201306;Anicuns (GO);9879;349;10228
5201405;Aparecida de Goiânia (GO);521;X;521
5201454;Aparecida do Rio Doce (GO);3998;-;3998
5201504;Aporé (GO);116349;8458;124807
5201603;Araçu (GO);3054;X;3054
5201702;Aragarças (GO);238;X;238
5201801;Aragoiânia (GO);1255;X;1255
5202155;Araguapaz (GO);5565;X;5565
5202353;Arenópolis (GO);24810;X;24810
5202502;Aruanã (GO);X;0;NA
5202601;Aurilândia (GO);X;X;NA
5202809;Avelinópolis (GO);2471;63;2534
5203104;Baliza (GO);24430;X;24430
5203203;Barro Alto (GO);46227;834;47061
5203302;Bela Vista de Goiás (GO);59624;2472;62096
5203401;Bom Jardim de Goiás (GO);14870;172;15042
5203500;Bom Jesus de Goiás (GO);487872;X;487872
5203559;Bonfinópolis (GO);1002;2799;3801
5203575;Bonópolis (GO);36732;-;36732
5203609;Brazabrantes (GO);1412;-;1412
5203807;Britânia (GO);X;0;NA
5203906;Buriti Alegre (GO);69068;1984;71052
5203939;Buriti de Goiás (GO);596;-;596
5203962;Buritinópolis (GO);441;-;441
5204003;Cabeceiras (GO);138111;X;138111
5204102;Cachoeira Alta (GO);62486;X;62486
5204201;Cachoeira de Goiás (GO);X;0;NA
5204250;Cachoeira Dourada (GO);X;0;NA
5204300;Caçu (GO);174657;X;174657
5204409;Caiapônia (GO);485806;X;485806
5204508;Caldas Novas (GO);129978;1446;131424
5204557;Caldazinha (GO);1209;284;1493
5204607;Campestre de Goiás (GO);1269;335;1604
5204656;Campinaçu (GO);4194;X;4194
5204706;Campinorte (GO);32300;-;32300
5204805;Campo Alegre de Goiás (GO);432437;3379;435816
5204854;Campo Limpo de Goiás (GO);4059;2264;6323
5204904;Campos Belos (GO);271;X;271
5204953;Campos Verdes (GO);X;0;NA
5205000;Carmo do Rio Verde (GO);4078;X;4078
5205059;Castelândia (GO);50142;143;50285
5205109;Catalão (GO);467935;13054;480989
5205208;Caturaí (GO);2366;100;2466
5205307;Cavalcante (GO);6656;183;6839
5205406;Ceres (GO);1990;8362;10352
5205455;Cezarina (GO);18051;X;18051
5205471;Chapadão do Céu (GO);744916;X;744916
5205497;Cidade Ocidental (GO);6375;1642;8017
5205513;Cocalzinho de Goiás (GO);33765;574;34339
5205521;Colinas do Sul (GO);1171;X;1171
5205703;Córrego do Ouro (GO);X;5808;5808
5205802;Corumbá de Goiás (GO);37753;117;37870
5205901;Corumbaíba (GO);29860;-;29860
5206206;Cristalina (GO);1268853;31777;1300630
5206305;Cristianópolis (GO);13011;X;13011
5206404;Crixás (GO);642;-;642
5206503;Cromínia (GO);X;X;NA
5206602;Cumari (GO);X;X;NA
5206701;Damianópolis (GO);495;-;495
5206800;Damolândia (GO);632;104;736
5206909;Davinópolis (GO);X;X;NA
5207105;Diorama (GO);7537;X;7537
5207253;Doverlândia (GO);42169;X;42169
5207352;Edealina (GO);76386;-;76386
5207402;Edéia (GO);205578;X;205578
5207501;Estrela do Norte (GO);5031;-;5031
5207535;Faina (GO);37;X;37
5207600;Fazenda Nova (GO);446;X;446
5207808;Firminópolis (GO);11965;X;11965
5207907;Flores de Goiás (GO);88648;282;88930
5208004;Formosa (GO);88153;2306;90459
5208103;Formoso (GO);1464;X;1464
5208152;Gameleira de Goiás (GO);134036;2018;136054
5208301;Divinópolis de Goiás (GO);119;-;119
5208400;Goianápolis (GO);X;6102;6102
5208509;Goiandira (GO);X;X;NA
5208608;Goianésia (GO);115298;3227;118525
5208707;Goiânia (GO);5306;2229;7535
5208806;Goianira (GO);6227;X;6227
5208905;Goiás (GO);14952;348;15300
5209101;Goiatuba (GO);658015;522;658537
5209150;Gouvelândia (GO);200510;X;200510
5209200;Guapó (GO);6188;29;6217
5209291;Guaraíta (GO);400;196;596
5209408;Guarani de Goiás (GO);2952;105;3057
5209457;Guarinos (GO);X;X;NA
5209606;Heitoraí (GO);1909;X;1909
5209705;Hidrolândia (GO);11926;8515;20441
5209804;Hidrolina (GO);13174;411;13585
5209903;Iaciara (GO);1399;X;1399
5209937;Inaciolândia (GO);166756;X;166756
5209952;Indiara (GO);71120;X;71120
5210000;Inhumas (GO);14346;4202;18548
5210109;Ipameri (GO);340467;2274;342741
5210158;Ipiranga de Goiás (GO);3200;1089;4289
5210208;Iporá (GO);11322;371;11693
5210307;Israelândia (GO);3792;X;3792
5210406;Itaberaí (GO);103768;10187;113955
5210562;Itaguari (GO);1695;X;1695
5210604;Itaguaru (GO);1702;4087;5789
5210802;Itajá (GO);X;0;NA
5210901;Itapaci (GO);15252;X;15252
5211008;Itapirapuã (GO);2925;X;2925
5211206;Itapuranga (GO);16885;1294;18179
5211305;Itarumã (GO);120830;X;120830
5211404;Itauçu (GO);14029;2647;16676
5211503;Itumbiara (GO);446426;3282;449708
5211602;Ivolândia (GO);2970;-;2970
5211701;Jandaia (GO);31216;311;31527
5211800;Jaraguá (GO);33607;9647;43254
5211909;Jataí (GO);1399052;1254;1400306
5212006;Jaupaci (GO);4871;-;4871
5212055;Jesúpolis (GO);1348;129;1477
5212105;Joviânia (GO);109925;X;109925
5212204;Jussara (GO);58219;X;58219
5212253;Lagoa Santa (GO);331;-;331
5212303;Leopoldo de Bulhões (GO);40142;3257;43399
5212501;Luziânia (GO);190997;412;191409
5212600;Mairipotaba (GO);10832;X;10832
5212709;Mambaí (GO);2463;X;2463
5212808;Mara Rosa (GO);5729;X;5729
5212907;Marzagão (GO);18268;X;18268
5212956;Matrinchã (GO);X;0;NA
5213004;Maurilândia (GO);X;0;NA
5213053;Mimoso de Goiás (GO);50869;X;50869
5213087;Minaçu (GO);3056;70;3126
5213103;Mineiros (GO);575146;298;575444
5213400;Moiporá (GO);X;X;NA
5213509;Monte Alegre de Goiás (GO);1712;-;1712
5213707;Montes Claros de Goiás (GO);122494;X;122494
5213756;Montividiu (GO);784467;-;784467
5213772;Montividiu do Norte (GO);10049;85;10134
5213806;Morrinhos (GO);294814;2190;297004
5213855;Morro Agudo de Goiás (GO);115;-;115
5213905;Mossâmedes (GO);15852;X;15852
5214002;Mozarlândia (GO);X;X;NA
5214051;Mundo Novo (GO);2414;611;3025
5214101;Mutunópolis (GO);3865;-;3865
5214408;Nazário (GO);5307;X;5307
5214507;Nerópolis (GO);3852;1601;5453
5214606;Niquelândia (GO);158824;X;158824
5214705;Nova América (GO);576;372;948
5214804;Nova Aurora (GO);X;0;NA
5214838;Nova Crixás (GO);26681;216;26897
5214861;Nova Glória (GO);7880;3262;11142
5214879;Nova Iguaçu de Goiás (GO);X;X;NA
5214903;Nova Roma (GO);1117;-;1117
5215009;Nova Veneza (GO);913;798;1711
5215207;Novo Brasil (GO);X;0;NA
5215231;Novo Gama (GO);10919;X;10919
5215256;Novo Planalto (GO);14179;-;14179
5215306;Orizona (GO);148495;443;148938
5215405;Ouro Verde de Goiás (GO);X;4424;4424
5215504;Ouvidor (GO);8257;X;8257
5215603;Padre Bernardo (GO);138868;3370;142238
5215652;Palestina de Goiás (GO);X;X;NA
5215702;Palmeiras de Goiás (GO);149020;1508;150528
5215801;Palmelo (GO);2128;X;2128
5215900;Palminópolis (GO);24069;X;24069
5216007;Panamá (GO);53575;X;53575
5216304;Paranaiguara (GO);112811;-;112811
5216403;Paraúna (GO);577519;11471;588990
5216452;Perolândia (GO);211563;X;211563
5216809;Petrolina de Goiás (GO);5513;3778;9291
5216908;Pilar de Goiás (GO);X;X;NA
5217104;Piracanjuba (GO);257345;2092;259437
5217203;Piranhas (GO);56923;67;56990
5217302;Pirenópolis (GO);25532;3857;29389
5217401;Pires do Rio (GO);17142;283;17425
5217609;Planaltina (GO);69480;1207;70687
5217708;Pontalina (GO);157206;11330;168536
5218003;Porangatu (GO);56256;195;56451
5218052;Porteirão (GO);179813;-;179813
5218102;Portelândia (GO);X;0;NA
5218300;Posse (GO);14528;X;14528
5218391;Professor Jamil (GO);2336;71;2407
5218508;Quirinópolis (GO);647624;366;647990
5218607;Rialma (GO);1174;X;1174
5218706;Rianápolis (GO);5803;450;6253
5218789;Rio Quente (GO);3199;X;3199
5218805;Rio Verde (GO);2086876;5647;2092523
5218904;Rubiataba (GO);14469;X;14469
5219001;Sanclerlândia (GO);4299;X;4299
5219100;Santa Bárbara de Goiás (GO);6540;X;6540
5219209;Santa Cruz de Goiás (GO);69002;X;69002
5219258;Santa Fé de Goiás (GO);X;X;NA
5219308;Santa Helena de Goiás (GO);355598;5393;360991
5219357;Santa Isabel (GO);40272;X;40272
5219407;Santa Rita do Araguaia (GO);21816;X;21816
5219456;Santa Rita do Novo Destino (GO);53053;1128;54181
5219506;Santa Rosa de Goiás (GO);4741;X;4741
5219605;Santa Tereza de Goiás (GO);X;0;NA
