;area_estabelecimentos;area_lavouras;area_producao;despesas_terra;qtde_estabelecimentos;pessoal_ocupado;salarios;pessoal_homens;pessoal_mulheres;qtde_tratores;qtde_maquinas;despesas_maquinas;uso_adubos;uso_corretivos;uso_assistencia_tecnica;uso_agrotoxicos;uso_conservacao;uso_irrigacao;uso_energia;despesa_insumos;intensidade_agrotoxico;despesas_estabelecimentos;despesas_outras;despesas_lavouras;receitas_lavouras;receitas_estabelecimentos;CR_sicor;producao;pib_agro_municipios
3516705;37042,4;13760,3;26133;27675;578;2479;23882;1944;535;692;1133;12823;434;309;365;365;1016;85;530;30467;0,85567686;91744;8253;63880;82334;533;43309544,39;128482;80480,48
3516804;12871,6;6455,5;6445;3160;209;517;1992;446;71;104;169;NA;82;41;98;98;147;13;176;5295;1,68421053;15480;916;3395;37286;200;6612651,02;49085;18221,39
3516853;20701,8;20084,2;14705;17337;56;731;37136;523;208;197;273;13177;44;40;48;48;97;5;52;15989;1,64534161;93527;15980;7483;64348;50;24638376,74;124176;71071
3516903;40548,3;19387,1;21166;16854;354;928;6724;739;189;368;548;NA;161;109;109;109;184;11;311;17923;3,51331361;44594;385;19132;39782;340;19285424,88;85119;47374,9
3517000;59219,2;37870,6;39134;10751;218;953;8678;749;204;224;349;4883;118;85;97;97;250;21;206;13044;3,03669009;35700;1855;18834;136912;214;15032770,08;160617;70842,33
3517109;17551,8;13099,5;14580;11501;248;538;3840;418;120;212;343;2236;144;90;76;76;217;33;189;11833;90,59259259;23347;1786;18382;48015;216;13757650,32;59687;23533,96
3517208;13254;9363,6;8210;12936;123;571;6749;440;131;132;187;NA;64;47;51;51;103;13;113;409276;5,23874488;729394;169;12752;11130;116;10565173,32;91548;29384,19
3517307;16824,5;7711;7096;7382;86;377;3230;314;63;145;195;NA;46;26;23;23;63;6;79;7409;2,34561892;18797;98;11206;30768;80;11852462,26;48533;17627,48
3517406;100756,8;97471,9;107004;290999;310;8427;89423;7735;692;1028;1731;106902;238;173;198;198;385;143;287;149060;313,56190476;552820;44237;539176;553936;301;122073635,46;586653;234522
3517505;29089,3;22064,7;24399;14643;509;1230;12740;1053;177;407;555;6593;213;122;98;98;309;54;459;19047;1,48055790;50574;1126;32569;114945;447;9732206,77;242320;76302,81
3517604;10540,9;3476,4;13573;19997;806;2329;4560;1636;693;417;508;4758;673;390;110;110;662;368;730;20115;29,12745098;35429;3486;15889;27138;773;6902774,4;162041;124329,95
3517703;26250,5;25240,5;26106;8815;146;643;3345;550;93;166;297;3756;112;60;58;58;214;41;134;8545;105,56000000;19710;397;14653;30689;139;11381269,98;196899;69389,82
3517802;42633,1;24967,8;27934;9007;401;1189;9181;885;304;326;509;5303;209;123;151;151;413;27;354;13039;3,28280773;35104;559;18185;73565;390;10707677,55;116321;82888,91
3517901;41338,4;34099,7;40003;63634;189;1741;91425;1509;232;342;549;38735;124;81;85;85;295;30;149;38289;5,91988613;228391;3661;218387;153289;180;88946731,18;165115;134588,07
3518008;9310,7;5948,1;6008;16257;93;274;1600;215;59;52;94;16844;61;28;39;39;158;4;74;4048;19,12962963;38521;315;32875;21012;84;2836726,3;36435;6556,4
3518107;30474,6;8746,9;16142;24150;298;1234;8734;918;316;244;345;9959;181;126;164;164;253;124;281;47729;2,19441572;328129;1649;34035;32053;291;11254268,01;109837;52398,97
3518206;68095,8;47475,5;54899;31512;361;1843;27015;1450;393;433;697;12513;206;135;141;141;475;34;329;84154;5,44583706;209302;56245;50058;272161;343;61386218,09;467283;215330,21
3518305;6951,8;521,2;6731;4129;221;806;6352;592;214;180;185;NA;146;92;58;58;75;85;209;4932;3,09359606;17163;1181;2275;2335;206;8636720,2;20359;34386,49
3518404;31105,1;2099,9;3935;5983;371;1329;11304;1107;222;323;532;3545;269;176;187;187;610;92;366;13716;14,42105263;37828;798;7554;5747;346;33379437,94;44548;27005,14
3518503;39117;4649,1;24866;14015;764;2160;10945;1550;610;406;539;9453;342;127;167;167;346;27;718;10326;165,00000000;47728;1093;7488;15553;729;4515863,06;73773;52778,18
3518602;20873,7;20708,1;22510;7238;82;1559;3467;1429;130;172;264;4355;64;41;31;31;129;23;69;5100;NA;17804;1016;17028;90526;79;163949910,86;139364;64309,02
3518701;33,5;33,4;NA;89;9;18;15;14;4;14;NA;NA;6;4;5;5;17;1;9;NA;1,14285714;277;NA;NA;NA;9;2912868,55;582;36451,98
3518800;456,6;126,7;255;1129;82;326;1540;236;90;63;63;NA;61;35;12;12;69;56;74;1124;28,75000000;4188;149;143;114;81;147708837,2;6351;33651,22
3518859;22316,2;17674,3;20718;3612;169;551;3873;376;175;195;296;7548;107;46;134;134;125;19;166;28149;63,42857143;44775;1494;5397;13188;165;256990847,57;120841;103640,29
3518909;19020,9;6477,4;7633;6621;165;638;5532;549;89;225;419;NA;118;74;72;72;191;10;155;7829;0,70464602;29317;1393;3499;7495;158;15965802,65;47565;15469,93
3519006;33234,3;19163,6;22214;18713;428;1198;6889;997;201;354;596;7204;285;180;202;202;214;154;312;20780;27,57805907;48638;1849;26546;91720;406;54189477,38;112977;78092,47
3519055;2243,9;1189,4;2423;29596;218;3151;52929;1570;1581;279;326;7768;186;66;127;127;159;148;214;41187;19,86098655;123169;8477;4192;NA;204;27037895,9;274858;275892,22
3519071;203,8;203,8;NA;758;19;94;507;79;15;17;24;NA;18;10;7;7;6;17;17;539;NA;1870;59;NA;NA;18;1583649,84;1903;1067,32
3519105;31615,6;24701;28846;52903;170;2174;37254;2016;158;373;531;9039;101;88;105;105;125;50;164;41721;7,12636305;143384;28429;129406;143116;162;23766623,29;193114;101247,01
3519204;21849;10520,5;13419;14703;241;810;4860;645;165;255;361;NA;138;102;75;75;243;16;198;42796;10,45294118;63502;363;34894;36842;223;15513647,92;228749;91194,8
3519253;31504;17668,7;32933;43749;431;1660;17531;1169;491;196;256;6468;179;109;148;148;178;74;403;33792;1,64208075;91501;11833;81343;21614;411;12347252,47;219779;37425,33
3519303;21397,7;18239,8;18257;3641;57;822;7261;672;150;94;144;NA;47;22;31;31;154;16;56;3539;1,35499515;18916;2176;3797;81302;54;440167,64;100422;60055,55
3519402;19544,5;15225,8;16647;9145;243;896;8365;745;151;297;469;8907;165;81;146;146;318;52;220;8459;2,29612961;35365;2276;27224;82419;238;6943756,5;87099;49633,8
3519501;15500,9;14320;16333;36078;139;354;2627;321;33;231;459;7584;132;89;110;110;336;9;105;33767;NA;52114;2354;51708;69652;134;23301609,75;73944;37889,07
3519600;46751,1;40979,5;44825;43746;398;1451;12008;1242;209;564;896;15658;215;91;224;224;306;45;364;35061;5,20332654;88060;5658;75507;224254;394;46522975,11;250012;134035,56
3519709;11863,1;5461,5;15146;49081;1240;5831;41610;3870;1961;1438;1671;17915;1136;984;467;467;1648;1095;988;45299;163,67924528;125311;4574;3089;4225;1221;20942868,17;169144;272540,31
3519808;20688,8;15914,3;20537;2191;85;352;1484;282;70;65;106;NA;36;29;57;57;90;10;75;3728;1,44342508;9699;355;4217;14712;78;2710165,36;59028;27677,3
3519907;35991,3;25693,1;27836;27140;266;671;8638;539;132;293;553;NA;164;113;154;154;438;6;197;24502;338,40909091;44200;232;38886;75011;221;29080376,73;119252;56005,13
3520004;6862,9;NA;7143;7564;42;509;2146;451;58;195;277;NA;40;14;25;25;98;10;20;5398;NA;16032;146;15902;37023;42;7126112,94;43265;15292,89
3520103;31437,6;27503,2;29473;22773;207;1198;7181;1063;135;337;573;7273;133;82;93;93;292;26;186;17544;7,12926136;43879;1516;38152;115176;200;12243516,01;134278;86264,88
3520202;7952;150,1;6168;356;120;349;2475;283;66;51;72;358;52;24;52;52;96;7;112;1720;20,00000000;5742;238;NA;NA;115;818018,8;4059;1980,38
3520301;16865,9;3142;18268;3003;476;1283;4227;1000;283;213;246;2117;394;217;97;97;363;74;446;3642;0,42082981;12850;652;5678;13308;451;1117074,62;19345;88697,57
3520400;7,9;7,8;NA;12;13;37;93;26;11;NA;NA;NA;5;1;5;5;27;4;11;308;NA;718;54;2;229;12;11784,01;1327;3150,28
3520426;2;2;NA;7;5;13;NA;8;5;NA;NA;NA;5;1;1;1;1;4;3;NA;NA;30;3;NA;NA;6;NA;173;4034,11
3520442;38120,3;23665,3;28108;6266;341;1054;4576;678;376;133;187;NA;135;74;111;111;262;69;335;14022;3,39588101;33782;1570;16058;55680;313;7286310;147762;58503,01
3520509;11486,3;5413,8;9506;14208;330;1658;16317;1230;428;366;442;4607;275;175;188;188;438;76;320;13604;3,06237817;49466;3403;27294;45984;302;4579348,47;58015;31704,99
3520608;9046,7;1038;1019;2785;215;518;2875;407;111;140;240;NA;94;52;55;55;383;13;173;3485;3,07329843;10976;264;2716;4038;195;3485780,29;15416;8782,55
3520707;13629,8;4104,9;4827;10578;201;680;6632;510;170;171;287;4143;126;78;113;113;305;16;191;10740;2,96626506;36502;947;14629;11357;196;13746632,15;48925;29247,74
3520806;6974,9;2595,7;4343;2853;114;531;6272;421;110;78;97;NA;52;29;62;62;121;7;75;5418;9,93548387;13983;325;7714;375;64;4210079,1;20661;9154,13
3520905;10747,3;9309,1;12324;3686;42;113;987;82;31;44;74;NA;21;16;18;18;57;NA;41;2836;NA;7128;298;5443;39135;37;5008164,44;39742;43523,99
3521002;3186,2;1758,1;1722;2445;160;556;1448;377;179;97;140;2039;101;55;46;46;195;30;155;2651;1,81355932;7528;292;3194;5640;153;1905695,38;18898;16359,42
3521101;10393,1;5179,2;6981;10960;219;509;4051;408;101;205;352;3070;114;90;75;75;349;12;164;6614;368,83333333;24486;1102;18150;26497;211;5553045,91;32966;18253,54
3521150;8017,6;4521,7;1110;3304;151;585;6001;402;183;113;161;1723;56;34;58;58;124;18;144;14256;0,59100204;29493;634;5163;5103;131;3240026,97;62438;26763,83
3521200;14786;1577,6;13052;2448;361;819;2666;611;208;27;28;566;150;44;82;82;195;32;166;2095;0,29586777;7260;177;3266;7669;347;NA;12079;6136,16
3521309;34885,2;NA;37363;60273;105;286;16460;259;27;184;287;NA;78;59;73;73;122;17;99;31723;NA;83201;878;78318;124625;97;15876916,53;201177;95640,86
3521408;5920,5;5880,3;7755;11795;28;143;25294;133;10;70;102;NA;19;10;17;17;49;8;25;6178;200,18750000;47009;2473;33135;34875;25;1116224,06;35211;25886,43
3521507;17198,8;14714,5;16028;19188;207;734;19688;595;139;273;401;7173;168;83;116;116;148;51;178;22105;2,96100991;71265;748;28949;102789;195;22848302,84;124861;59437,42
3521606;17118,6;6672,8;8088;12155;379;1508;31829;1153;355;178;269;11673;169;83;100;100;163;36;326;14190;10,87500000;67473;313;52879;3356;336;12300987,39;49445;15977,35
3521705;72972,6;51506,2;76960;130695;942;2705;32056;2149;556;908;1586;31565;706;378;492;492;1674;87;872;115096;62,04505632;220979;5997;191062;295743;930;125870431,76;335888;154935,58
3521804;68174,4;48668,2;57902;131024;610;3483;57141;2829;654;912;1470;59068;381;250;279;279;994;96;588;138384;17,10799545;313978;18757;248611;306560;544;120498747,11;409042;157796,95
3521903;36362,3;32505,9;35363;18484;594;1800;9004;1393;407;775;947;5983;480;201;182;182;554;236;543;19109;1,42417062;49992;1211;39294;182705;527;58258286,67;192926;180610,04
3522000;14638,6;11245,3;12421;8188;205;550;2029;470;80;245;413;3786;143;69;157;157;258;16;185;8137;12,11555556;23675;1177;12961;41136;199;5249926,21;60920;37360,89
3522109;1415,3;1024,6;3128;954;57;268;1679;225;43;43;48;NA;47;26;23;23;34;5;54;1007;0,24437299;3699;109;3117;8310;54;564555,98;9421;94617,85
3522158;6241,6;181,6;588;192;127;285;340;218;67;18;21;NA;26;9;80;80;42;7;105;563;7,66666667;2689;324;183;287;117;326253,27;3179;3471,87
3522208;373,7;NA;463;1865;87;360;2338;276;84;52;55;559;65;31;9;9;35;31;74;1551;NA;7339;878;NA;NA;84;2250363,88;8046;16001,97
3522307;94829;39792,2;94469;146769;1268;6169;92757;4372;1797;1627;2372;66120;886;640;335;335;1215;354;1223;140169;6,86603165;418958;28461;278025;254930;1230;45562848,31;592927;253556,22
3522406;108592,7;58645,7;116985;201197;1227;4899;41297;3956;943;1209;2013;52897;849;437;503;503;1908;223;1103;177368;92,36229947;341839;16346;280148;394189;1181;131260213,71;652553;534352,63
3522505;12,5;12,5;NA;74;5;23;NA;17;6;NA;NA;56;4;3;2;2;6;3;4;NA;NA;246;NA;NA;0;4;NA;181;264,14
3522604;30916,3;9553,7;15033;38855;495;2879;46659;2302;577;569;761;27401;270;158;193;193;514;75;456;26414;7,03674121;154791;8473;120126;36226;432;4359663,8;127501;74326,76
3522653;15552,4;240,1;19105;1462;309;1010;6526;830;180;64;65;1267;41;5;28;28;225;3;245;877;13,00000000;12437;1940;97;254;282;1110597,53;20616;2309,04
3522703;74874,8;68524,9;75687;84225;777;3430;29905;2886;544;1260;1956;35364;660;374;458;458;1031;199;711;67308;4,13591053;190524;14404;166979;371472;758;82242128,02;386963;245436,45
3522802;28366,5;9654,2;13910;26662;923;1593;4309;1296;297;358;589;8026;457;306;141;141;557;186;739;25774;34,56422018;51348;885;35913;49378;900;20115623,05;78439;37098,17
3522901;9218,1;8771,7;9018;3369;80;339;3221;300;39;114;184;3562;63;34;34;34;144;20;71;3702;17,68085106;12401;17;9886;38208;76;3943669,68;40922;23168,03
3523008;20551,5;15510,8;17862;11935;261;675;2442;422;253;85;129;NA;61;43;59;59;170;23;256;12679;118,66666667;24193;375;15304;44105;241;11070473,9;96504;39378,4
3523107;227,5;95,4;267;697;48;203;1890;139;64;46;46;NA;41;32;13;13;53;40;43;666;12,85714286;3515;119;NA;NA;48;274371,81;6321;9326,73
3523206;63893;23457,7;68560;62307;682;1948;13531;1510;438;526;1000;40250;436;300;301;301;516;109;601;58887;152,11403509;136192;2643;79709;110307;655;68107532,31;173878;72139,82
3523305;2804,5;2696,4;5701;3697;214;826;5631;775;51;37;37;NA;184;87;52;52;17;15;186;3685;0,46284691;11494;123;11080;22883;212;342120,18;23614;103423,23
3523404;12618,1;2541;5479;8280;330;1444;12131;1147;297;385;482;NA;210;125;132;132;211;100;260;13406;2,32986111;36722;1596;6941;10933;297;8441199,41;41845;523253,68
3523503;48281,9;5751,5;47153;170639;210;1213;22486;1044;169;259;404;32575;136;99;122;122;316;30;194;160793;2,74417745;246087;6918;172723;45449;199;15030746,22;140018;55161,92
3523602;30086,7;8475,5;25291;28197;226;1839;41628;1421;418;248;383;16607;93;53;57;57;320;9;197;41290;10,79054054;148660;2281;41472;35916;184;4677214,6;323803;53529,9
3523701;9687;4575,8;6651;11888;205;878;9881;749;129;269;462;3712;147;111;125;125;88;18;190;12872;1,17201166;36741;1535;29598;29350;173;21558671,23;42118;13844,09
3523800;7395,3;3766,1;4778;13241;123;648;3822;520;128;178;301;3144;85;61;61;61;313;57;117;15580;21,40090090;27784;115;14163;17421;108;13184793,69;23077;27208,73
3523909;22220,4;4846,2;12222;11882;247;1741;24874;1305;436;290;404;7534;138;102;142;142;287;54;217;87631;14,04385965;180093;10977;8672;9979;223;6125268,26;204423;39411,89
3524006;5946,8;1708,6;1200;6036;116;756;6959;570;186;161;221;2635;96;59;54;54;190;37;102;5222;1,30952381;19340;943;4240;9066;110;14543111,41;18835;29519,45
3524105;60378,1;55867,8;58442;57591;247;1221;10492;1077;144;451;752;9334;177;133;128;128;376;54;233;37406;26,79785331;87881;1095;75368;243733;237;37813414,09;312823;163181,41
3524204;22020,2;20909,2;24213;35284;136;554;8406;509;45;343;548;4953;125;92;98;98;274;9;83;29279;45,00000000;53485;2076;52442;87114;130;28190301,24;99820;55089,88
3524303;62573,4;58740,8;63458;96977;301;3347;116938;2815;532;1054;1890;69429;282;236;250;250;532;54;273;85378;242,74436090;324968;8364;316365;239276;295;131816291,95;342062;217396,73
3524402;14167,1;489,2;4783;22152;396;2993;89324;2514;479;271;385;142605;262;151;179;179;527;118;371;8951;4,76470588;362994;88527;1249;2028;385;4086532,78;123571;24471,93
3524501;9701,2;7017,9;7778;1434;152;416;2462;325;91;135;187;NA;70;30;40;40;39;12;151;2704;0,50776398;8761;270;3666;31418;153;1873837,54;34726;39357,11
3524600;12759,4;5185,6;12958;4792;505;1443;7660;1269;174;177;179;395;382;195;59;59;203;12;415;5567;0,11782724;15313;252;12416;46789;425;10494354,03;49211;180321,4
3524709;5284,6;3633,9;3816;6198;67;595;12209;475;120;111;178;7052;53;40;48;48;95;20;61;6163;3,62234043;32465;984;18882;21623;61;1022318,48;32140;13775,62
3524808;29288;13186,5;14945;16987;1001;2313;7686;1763;550;534;724;6407;502;244;191;191;881;276;862;19891;2,28968254;54183;1836;18475;39556;928;22385362,93;91389;60871,19
3524907;6989;204,8;179;826;105;386;5967;343;43;51;77;1955;48;35;71;71;95;4;100;19871;NA;34117;2779;61;76;92;9809583,47;35347;5642,82
3525102;33883,5;31857,7;38120;21583;231;1144;11484;938;206;365;549;NA;206;165;153;153;417;38;198;20005;14,22093023;50958;5185;44012;97325;218;62999752,69;291007;91834,36
3525201;2975,8;1265;2664;5305;188;943;6232;718;225;297;406;3144;149;82;94;94;229;92;165;6758;3,36307054;19345;687;7489;9608;181;2082705,16;18967;34527,96
3525300;48636,2;44822,9;49440;22325;330;4006;21196;3595;411;734;1122;19526;296;214;198;198;627;53;298;27807;7,19745223;88554;3555;64441;206054;316;33745366,94;225638;103516,75
3525409;9832,4;8747,2;9888;17089;80;444;6367;389;55;251;386;7441;75;59;71;71;80;39;72;14981;1,68543622;36201;1488;33373;33432;71;41110915,95;53468;29700,12
3525508;10499,2;249,9;6388;1880;210;592;4740;457;135;110;125;1517;77;63;69;69;208;31;201;3257;4,60000000;13234;393;932;841;196;4766115,96;20405;22942,87
3525607;34289;19333,2;19625;8166;281;1055;4640;860;195;164;259;3880;146;78;188;188;193;32;221;32403;51,95000000;51253;1741;9833;43204;270;9176655,71;151325;117311,54
3525706;65463,1;47720,9;48895;81724;647;2943;71331;2622;321;674;1048;106007;320;203;392;392;544;38;609;51940;10,18181818;339570;20575;291285;157121;579;33342543,63;262084;149878,97
3525805;9947,5;2615;3607;7072;58;309;1700;277;32;89;142;3035;34;27;38;38;133;4;49;5146;1,69548511;17710;636;8321;8369;48;6118711,89;19570;5103,36
3525854;2793;618,4;682;1087;113;267;1369;226;41;103;151;NA;47;24;37;37;100;5;94;2115;1,28712871;6573;357;1045;2607;92;3000970,2;16009;5274,44
3525904;4144,3;1353,6;5855;6423;398;1476;7187;1154;322;396;473;2772;309;182;157;157;385;123;368;7152;0,42087023;21095;910;10582;25493;373;35349838,71;26279;112983,03
3526001;45306,9;27500,6;30469;32086;536;1895;63644;1486;409;370;585;46707;263;166;152;152;429;44;454;30834;12,35470085;161023;1253;142527;122799;492;38389063,29;137915;73823,57
3526100;15937,9;4216,6;16049;3927;342;1328;8161;1078;250;144;154;2404;212;117;80;80;166;15;362;4791;0,30982470;18264;745;12638;29560;281;2943381,11;26748;117389,29
3526209;2993,2;48,8;7449;453;122;320;1197;235;85;31;31;NA;64;38;42;42;71;49;116;839;2,66666667;3448;240;72;338;115;135149,55;5125;683,94
3526308;10028;956,7;2312;1716;257;726;3440;572;154;124;179;2572;186;131;121;121;281;18;252;5971;19,25000000;15729;1078;1757;2426;255;3433160,06;16769;8031,22
3526407;21723,1;12129,9;12666;15742;461;1119;4581;933;186;396;576;7343;153;88;118;118;187;6;411;16357;NA;46399;953;19844;22969;308;23386459,51;116420;36781,22
3526506;30195,5;12332,6;11884;10478;274;898;6301;682;216;180;313;2922;135;63;60;60;210;21;233;10763;34,68085106;31006;1374;9988;58654;259;18168505,16;81958;53616,99
3526605;4245,9;174;896;466;61;177;1151;154;23;23;27;NA;28;17;28;28;26;9;56;1557;NA;4297;37;NA;NA;58;981146,47;4214;4323,88
3526704;25656,3;24295,9;27362;31948;263;1904;12335;1690;214;500;870;9362;237;181;104;104;382;47;215;38336;4,21524664;77506;3999;58142;83938;263;11716277,47;170881;85596,43
3526803;71448,4;50675,5;53652;93391;273;2539;96296;2313;226;544;801;89302;234;128;85;85;693;87;253;72548;12,94263217;313818;25267;269552;209071;233;81186786,54;285710;130585,36
3526902;21896,8;18100,5;22237;34446;934;3227;41230;2598;629;1066;1633;19777;711;378;339;339;1245;172;845;26887;3,35913313;113281;7271;85736;94777;884;30668218,82;110487;88103,14
3527009;1452,4;261,9;764;1259;63;220;1621;189;31;30;34;NA;35;25;20;20;51;7;60;4592;0,38532110;14352;103;987;1494;63;569947,3;3299;5769,72
3527108;26817;20173,1;22889;37389;137;2131;63855;1969;162;325;473;70208;93;85;63;63;233;41;121;20112;13,55555556;197100;20464;187985;29173;122;38761536,54;72386;95963,83
3527207;16543,5;1402,6;5954;2899;188;675;6774;596;79;102;158;2402;135;113;102;102;153;15;178;11499;NA;25490;286;1044;549;172;9787455,84;30110;8973,52
3527256;7850;3950,6;4071;4843;111;329;790;283;46;40;67;NA;69;39;27;27;72;18;95;5947;NA;9668;245;4446;30556;111;2603914,33;37498;11147,47
3527306;688,3;523,9;863;4576;136;643;4557;456;187;117;118;NA;117;59;72;72;147;42;124;4934;1,76257545;15740;3008;8721;13999;130;3542720,6;31229;25611,45
3527405;23280,7;9983,6;10728;11235;443;1799;17299;1474;325;204;288;NA;218;96;142;142;325;34;346;20972;49,67796610;54072;396;24332;34038;410;11559839,6;59882;28146,89
3527504;12838,3;5542;9114;16722;129;954;9399;696;258;171;250;6586;73;63;21;21;102;13;105;13748;1,18665977;36453;484;28601;49886;120;8071749,11;67605;17101,17
3527603;35198;29381,7;35436;141318;51;2778;167208;2633;145;296;401;71275;40;26;34;34;85;14;49;68650;19,07522124;419975;28425;307946;35827;46;23591814,73;153469;115195,92
3527702;18267,9;11750,3;11475;7909;182;381;2577;323;58;108;174;NA;99;60;58;58;172;15;125;7199;43,52727273;19030;451;8320;24575;167;8874905,02;34645;17455,61
3527801;12846,5;5002,6;8527;11588;192;612;3488;483;129;124;193;2982;121;84;91;91;424;8;130;9807;1,46666667;22432;1516;17256;14888;149;6285822,73;24859;10244,44
3527900;34512,6;18212;20562;16714;159;429;4331;367;62;176;310;9532;93;84;85;85;239;6;141;20654;87,89090909;57736;469;25377;64369;152;33350975,01;103601;49958,49
3528007;17048,4;16225,9;16922;22616;79;558;9536;504;54;130;201;15409;58;31;44;44;134;23;72;17350;2602,33333333;52342;288;50981;75532;75;24905435,44;79933;48595,14
3528106;18373,1;10910,7;11651;3114;451;866;2902;691;175;180;238;1029;152;132;239;239;337;29;367;5916;0,18153365;16752;705;4243;32849;393;7839537,91;52046;38413,33
3528205;24329,3;13683;14463;21526;327;725;3737;615;110;200;308;NA;131;71;124;124;217;19;268;13658;5,89130435;43349;465;28110;15515;265;13392381,62;77013;29695,07
3528304;24320,4;18856,3;25564;502766;172;583;5437;485;98;119;189;4298;78;43;78;78;195;8;147;502760;1692,20205479;519628;160;512218;81604;161;2669807,94;104384;42217,48
3528403;2821;355,3;4050;2083;115;490;4061;374;116;102;118;NA;59;45;44;44;99;35;113;7982;97,66666667;16342;423;625;1051;109;715384,76;16099;18676,23
3528502;500,4;44,4;559;81;72;168;922;115;53;14;15;224;22;8;15;15;41;18;50;321;Inf;1709;72;3;34;72;NA;1731;1612,12
3528601;10581,8;7136,9;8196;11301;191;630;3775;476;154;228;354;8448;141;95;30;30;207;12;169;11983;5,02523240;29199;1693;20512;29163;180;8690927,38;38075;42918,92
3528700;59472,6;13610,5;13760;17664;484;1341;3907;920;421;207;337;NA;119;94;241;241;632;13;441;23138;273,37500000;73475;12242;36658;25487;453;13500419,88;70196;58934,97
3528809;35083,7;33926;36062;58964;217;2082;60663;1878;204;514;893;25301;176;117;122;122;244;8;200;49660;NA;161225;13409;159482;169010;206;46210927,55;176069;79848,2
3528858;7695,6;7132,1;7502;41503;148;1011;28587;900;111;207;270;33950;121;53;90;90;148;70;131;20984;8,43064370;143159;24254;141581;39585;135;6313773,07;41569;30412,23
3528908;16175,4;907,1;1047;2841;387;808;2432;702;106;137;244;NA;119;74;47;47;171;20;246;3824;4,82352941;14163;397;2278;4156;320;7135878,66;22581;20533,85
3529005;86433,8;23864,3;32736;25966;880;2778;23755;2186;592;824;1359;13340;532;385;491;491;2076;138;823;37354;3,22700587;124799;10004;41355;111589;814;139375717,61;213441;71296,67
3529104;6325,6;1122;1725;2887;155;335;2313;274;61;122;160;NA;114;50;16;16;95;52;126;3674;2,05996473;10960;386;5031;6361;147;5018745,84;12292;7776,39
3529203;86660,5;48430,6;58204;82424;553;2748;26495;2154;594;404;704;25078;212;170;284;284;481;40;523;62906;205,98850575;411053;26513;144402;63363;538;29075918,32;269376;54787,89
3529302;30540,7;29769,5;36548;36704;170;2027;43612;1535;492;291;398;20527;132;105;124;124;198;43;165;36927;2,66494011;133307;18042;130266;184859;162;72717234,33;237872;76076,12
3529401;19,1;19,1;43;141;34;63;559;44;19;5;NA;8;29;20;3;3;45;31;8;174;NA;881;31;10;206;34;7798;1559;17,31
3529500;11124,4;6471,5;8370;2736;283;726;1560;535;191;156;234;1321;138;66;114;114;274;24;237;3508;1,19696970;9342;103;3812;14332;250;4056548,8;20140;27465,8
3529609;17724,8;10887,7;8435;50384;205;1909;66488;1736;173;234;331;27981;95;42;100;100;165;13;193;52114;25,88348271;152603;875;143357;16282;184;6838627,97;153209;28191,59
