;area_estabelecimentos;area_lavouras;area_producao;despesas_terra;qtde_estabelecimentos;pessoal_ocupado;salarios;pessoal_homens;pessoal_mulheres;qtde_tratores;qtde_maquinas;despesas_maquinas;uso_adubos;uso_corretivos;uso_assistencia_tecnica;uso_agrotoxicos;uso_conservacao;uso_irrigacao;uso_energia;despesa_insumos;intensidade_agrotoxico;despesas_estabelecimentos;despesas_outras;despesas_lavouras;receitas_lavouras;receitas_estabelecimentos;CR_sicor;producao;pib_agro_municipios
1716208;310943,9;6317,4;123045;2885;1469;4808;6096;3234;1574;253;317;2631;126;42;99;99;448;33;695;5030;1,53968254;20031;815;3069;4233;1372;20219665,36;27458;37220,96
1716307;88354;481,4;1640;5372;421;1560;4918;1180;380;108;168;4507;93;44;75;75;72;5;368;10498;NA;52547;1736;1540;3377;394;14953329,59;96368;30420,44
1716505;74644,3;52344,7;NA;40020;376;2254;26240;1893;361;239;410;43134;90;62;44;44;318;15;327;39974;7039,50000000;120044;1694;NA;239196;373;36727369,67;242221;130846,49
1716604;254752,3;49884,9;105326;46008;889;2873;10431;2062;811;690;1133;14482;302;153;184;184;319;23;855;48202;6140,50000000;101265;2226;52677;119469;879;81792804,47;194791;117411,16
1716653;89885,7;NA;4221;6623;782;2248;4153;1544;704;112;150;NA;96;53;11;11;416;3;774;10815;686,66666667;29673;2856;2739;3388;759;13547176,45;45470;23491,63
1716703;65985,7;331,6;1264;3641;684;1314;2544;1087;227;59;68;2593;34;23;31;31;95;1;677;5585;359,25000000;19901;368;232;591;648;15603026,79;31625;20324,23
1717008;108414;NA;1984;91;791;2284;6052;1712;572;54;57;NA;69;73;6;6;1171;1;600;NA;NA;13795;116;375;584;771;9019254,65;28420;11690,34
1717206;61971,1;4453,8;9758;12397;428;1816;4303;1222;594;90;142;4648;85;43;61;61;280;5;416;15723;290,11111111;39148;2392;6460;7771;397;11745999,42;46561;18392,55
1717503;286039;27339,3;84345;45228;598;2288;13707;1606;682;461;694;14435;105;86;108;108;251;32;527;49319;270,76923077;113110;6441;57648;97481;544;68377437,17;183979;63887,87
1717800;48304,9;1293;6620;1250;370;1230;928;839;391;41;58;1880;40;19;27;27;132;3;284;1583;21,00000000;7271;172;344;849;355;5852562,19;9412;6509,72
1717909;109558;NA;24597;1887;767;2296;3358;1649;647;94;127;3108;77;50;56;56;914;12;669;3820;132,00000000;16666;643;945;1934;701;9258481,21;22645;13823,66
1718006;14828,7;1845,7;NA;702;146;543;364;341;202;25;35;NA;73;33;10;10;113;NA;140;881;NA;2373;25;NA;NA;143;667002,45;4719;2873,73
1718204;171702,9;59742,6;80827;67593;1671;5212;14222;3715;1497;469;763;21493;632;345;468;468;1018;143;1619;68387;128,91279070;124639;2240;91753;157828;1502;124358134,35;203569;227678,21
1718303;8402,8;214;491;525;179;752;383;581;171;12;14;182;14;6;26;26;38;5;150;953;NA;2409;49;53;232;187;3615654,85;5828;7313,38
1718402;33764,2;NA;0;518;165;456;818;318;138;35;52;NA;8;8;12;12;93;NA;157;1681;NA;4739;33;0;0;142;11104913,04;8999;8522,74
1718451;29484,3;7013,8;9127;4281;159;380;1202;253;127;62;96;NA;22;13;10;10;84;1;150;4865;NA;8634;58;6456;11465;155;7155811,39;24730;8662,08
1718501;73886,1;1247,7;5597;3008;403;1481;2017;1070;411;30;48;NA;37;19;11;11;373;NA;250;3369;128,50000000;9988;431;2161;591;393;6876614,74;7870;7938,89
1718550;31696,2;1741,3;3244;1871;482;1453;1658;913;540;31;43;NA;99;33;10;10;430;7;438;3131;63,57142857;9298;753;570;3070;486;5647253,17;18523;7542,26
1718659;7792,5;6793,6;2956;12996;26;147;1642;114;33;13;20;4487;12;11;7;7;30;8;24;13058;NA;21439;57;1115;NA;24;1664524,05;16597;558,82
1718709;39183,8;19931,6;29401;7949;375;1112;1141;692;420;82;153;NA;110;120;22;22;66;6;358;8498;3451,00000000;14304;200;10669;23144;346;17808671,48;31189;15820,74
1718758;201006,1;10241,3;41614;8052;1197;3246;2354;2064;1182;177;244;3048;171;104;24;24;422;8;805;8798;868,00000000;19389;945;8067;8327;1165;20974636,38;26226;11621,06
1718808;6006;573,5;915;447;329;943;317;749;194;10;18;NA;19;5;26;26;270;4;104;1083;174,00000000;2407;108;493;1948;278;2489419,96;4606;3365,1
1718840;203185,5;NA;6232;2866;413;1471;4097;997;474;213;267;3779;29;25;40;40;75;4;394;7947;NA;44063;1395;1169;NA;397;62782555,39;45557;32780,34
1718865;95031,8;17930,2;18198;9956;314;1108;9229;869;239;190;315;NA;30;31;45;45;38;2;291;14253;6,08000000;43618;1700;12271;27314;310;12875936,6;84245;33835,66
1718881;65142,1;3711,5;10627;3161;412;1030;643;716;314;61;104;NA;49;38;25;25;379;2;345;4098;890,00000000;7641;268;3758;8592;332;20118765,89;13404;10198,42
1718899;187986,1;NA;29041;4322;460;1908;5148;1350;558;324;482;NA;31;35;13;13;37;1;444;10429;NA;21095;60;4972;39321;439;37015156,76;58977;39097,71
1718907;82973,2;36461,1;63458;30414;540;1592;2592;1132;460;179;331;8691;119;62;114;114;272;5;516;28150;6346,00000000;47183;1898;43433;104595;505;54080650,08;81105;68446,84
1719004;26351,6;114;51;215;287;590;163;396;194;34;41;393;21;17;12;12;22;3;266;924;NA;2625;251;8;8;100;2614066,31;2261;4452,8
1720002;8578,3;128,2;737;931;126;549;749;386;163;23;31;NA;15;8;15;15;NA;5;112;1358;NA;5529;479;106;141;108;4406979,65;3930;7995,57
1720101;38495,5;4170;17381;7528;399;1697;1591;1457;240;89;110;6221;80;33;51;51;100;19;307;8326;36,20689655;24899;350;3639;3761;373;3761848,5;30367;7863,81
1720150;10437,5;852,7;4041;74;134;489;474;295;194;5;5;307;44;2;18;18;143;1;99;149;NA;1112;50;492;852;129;42463,62;1084;2252,2
1720200;14072,2;525,3;1353;1507;250;949;2346;670;279;41;52;NA;58;28;29;29;205;55;222;2848;121,00000000;9495;31;552;1005;267;1694682,37;8213;5882,23
1720259;40243,5;818,8;7746;300;305;882;1215;642;240;62;68;NA;51;32;24;24;34;7;294;952;12,50000000;4381;235;238;648;284;5631746,35;4928;5768,9
1720309;13438;856,7;1640;804;275;910;636;656;254;12;16;NA;14;7;36;36;130;15;181;1209;32,25000000;3761;193;397;898;266;160348,48;6427;6771,06
1720499;86128,6;12172,1;23172;13286;472;1059;2590;759;300;183;272;3602;212;159;90;90;532;17;419;14468;1365,50000000;28440;1888;16065;21915;469;14055066;41221;84152,17
1720655;56465,4;19349,5;34427;25761;366;1137;3067;829;308;160;316;NA;117;75;68;68;82;5;280;24847;4110,00000000;42919;1736;38447;55899;345;22379789,25;63670;66508,87
1720804;15958,8;460,8;792;1398;316;1197;1179;864;333;32;35;NA;39;13;60;60;305;26;276;1943;132,66666667;7842;787;214;834;323;6878046,81;15248;7550,66
1720853;47085,5;10066,3;15121;18218;144;415;2736;303;112;143;263;NA;60;33;41;41;158;3;140;18717;NA;35979;1701;21297;32537;143;30917765,31;47677;34686,05
1720903;83764,2;5705,5;11559;2442;764;2336;2637;1630;706;125;203;2353;100;76;183;183;336;17;682;5081;82,50000000;14490;631;1331;1128;724;7522094,51;25530;30837,58
1720937;37395;737,9;NA;299;95;353;639;251;102;20;33;471;11;7;6;6;131;3;93;NA;NA;2637;47;NA;NA;95;931331,96;4631;3463,02
1720978;139801,2;43118,4;44665;23070;326;1061;6197;818;243;330;497;NA;128;84;118;118;185;NA;325;25373;NA;52706;1308;22103;NA;297;32820637,13;74900;40386,66
1721000;48365,2;13990;25350;26900;1222;3441;6421;2432;1009;169;248;7378;724;327;447;447;1229;400;1141;25634;411,15789474;52124;935;33710;50356;1193;16580011,9;72871;57023,35
1721109;22809,1;3145,1;5545;3499;459;2587;1610;1462;1125;64;99;1914;72;31;83;83;365;8;607;3928;448,50000000;9874;800;5349;10089;678;3712300,61;16602;8191,97
1721208;13425;502,7;1502;1211;220;715;1424;556;159;47;64;NA;71;13;53;53;24;30;206;1790;23,00000000;6187;107;536;699;198;10879818,1;8422;9713,53
1721257;21401,2;10746,9;21586;12474;141;542;1659;406;136;100;200;4265;53;44;23;23;211;12;128;11850;385,66666667;20353;506;17470;25825;139;26650804,64;27703;23142,41
1721307;32215,2;2592,4;5959;3551;271;693;523;500;193;36;65;NA;21;19;19;19;80;1;223;3934;244,25000000;8552;283;4304;4197;259;2324410,38;9080;5515,66
1722081;54838,7;3538,3;9836;5593;483;1451;3512;1023;428;115;161;1930;158;61;38;38;182;29;462;4566;12,83333333;16831;457;2012;5886;454;7241366,34;16850;14484,1
1722107;75479,4;1340,1;2236;5895;461;1852;5972;1187;665;103;143;5226;55;26;93;93;276;4;455;8367;20,60204082;46487;2234;559;1673;445;7580940,41;49254;20485,66
2100055;339155,2;40066,5;161957;79312;1614;6288;31982;4995;1293;600;878;44019;479;128;280;280;1048;172;1305;100170;10,39461020;312528;13373;54656;90170;1524;64021431,17;322846;175270,92
2100105;6470,1;NA;5967;2078;279;1226;331;732;494;NA;23;NA;2;2;1;1;227;1;254;NA;NA;6230;41;5925;15850;272;11401571,9;15470;10355,99
2100154;7419,2;635,9;5306;204;788;2553;369;1715;838;NA;NA;NA;17;4;7;7;504;11;319;5370;0,01840491;6725;60;1369;4091;711;1540658,6;11653;7206,79
2100204;886,9;749,3;1290;52;1542;4368;264;2780;1588;NA;NA;NA;72;16;49;49;33;33;1131;1388;0,33333333;3809;70;1959;7919;1499;796800;6488;14384,83
2100303;51108,8;NA;49685;4665;1132;5230;19327;4037;1193;38;43;7690;13;4;11;11;1324;2;759;3632;561,33333333;55833;17396;54674;6245;1105;2109363,41;41515;38158,12
2100402;32506,1;1673,3;2997;919;389;1508;1023;1171;337;23;26;NA;11;4;19;19;366;5;291;943;5,90000000;5834;974;704;2365;401;1068837,5;12365;14451,49
2100436;14920,4;NA;2626;219;201;777;987;605;172;29;35;805;13;6;24;24;93;12;169;538;40,00000000;3590;245;253;1006;201;3666286,02;7354;7931,41
2100477;63348,9;1230,3;5050;2905;709;3081;1556;2212;869;20;29;NA;22;4;16;16;379;17;415;2276;5,88235294;15904;2120;896;3319;722;12249844,83;26905;22491,26
2100501;157909,6;NA;130631;56051;447;1529;5399;1149;380;87;180;8747;42;14;21;21;290;2;235;45252;4255,80000000;75747;2653;72323;183234;445;35456373,9;191259;164509,91
2100550;17192,7;NA;2942;237;195;709;458;529;180;9;10;NA;5;NA;2;2;143;5;90;NA;NA;2544;352;217;887;190;1704674,97;7327;8458,04
2100600;162274,5;2439,3;13217;9561;2302;6895;5828;5240;1655;120;169;3571;94;69;96;96;786;20;1826;13990;78,29268293;43626;1829;1468;4387;2065;37868895,72;82976;74037,26
2100709;9089,5;2625,4;3528;233;1598;4485;448;3179;1306;8;11;1568;24;8;56;56;1150;34;1321;1775;9,00000000;5708;189;1781;6333;1620;4119105,24;7964;38030,55
2100808;28652,1;11855,9;33318;25314;1111;3410;1187;2345;1065;63;127;NA;198;27;23;23;847;12;187;22675;19,37410072;31643;469;30217;35288;900;13021655,58;36025;27109,49
2100832;309,3;NA;365;13;170;1100;49;886;214;NA;NA;NA;2;2;8;8;142;9;45;NA;NA;259;21;170;707;169;153059;873;15621,94
2100873;43935,1;754,6;4141;1288;512;2311;1139;1821;490;41;61;604;28;5;29;29;295;3;394;2389;13,40000000;7189;473;179;1115;514;2390380,92;13379;11108,22
2100907;16689,8;4102,9;8430;493;2261;6919;1119;5189;1730;23;27;532;61;5;50;50;1691;30;1046;2108;0,05543237;6278;408;3156;13354;2008;5485728,28;17929;37708,68
2100956;82451,8;3639,3;14785;4020;1399;5214;2587;3552;1662;61;70;1696;12;9;16;16;1092;5;1150;5200;77,11111111;18391;2401;2029;4221;1325;31160962,38;36596;47581,62
2101004;34484,5;2350,5;6300;2615;1189;3129;2287;2617;512;51;66;NA;83;31;85;85;841;34;816;3595;27,06250000;11044;523;6218;9265;1192;4590851,97;17972;44443,71
2101103;1618,5;302,2;1430;79;690;2611;383;1657;954;NA;11;NA;33;5;12;12;565;27;264;380;0,30434783;1196;41;746;5388;683;1219508,91;4048;11997,73
2101202;103518,3;2903;10789;3163;1514;5372;7001;3859;1513;132;172;4268;171;23;136;136;1027;69;1208;5994;56,88235294;35006;1978;1412;6307;1909;6549958,33;68279;56627,23
2101251;3186,4;98,6;433;58;155;500;794;377;123;8;15;NA;27;6;16;16;66;20;87;1225;2,00000000;3235;90;58;287;160;708558,98;5104;16808,37
2101301;1435;371,1;852;33;432;1903;326;1446;457;NA;NA;NA;7;3;18;18;325;7;315;NA;1,00000000;1349;106;852;2375;434;1078994,64;3651;9179,16
2101350;559,5;239;134;3;373;769;49;478;291;NA;NA;NA;4;NA;13;13;151;NA;349;574;NA;976;2;188;523;392;253711;1659;3901,34
2101400;345678,3;181270,7;381277;252490;1486;5974;40543;4467;1507;730;1357;63214;621;187;220;220;1263;303;1092;274565;1626,05555556;450177;20428;403833;793660;1434;332449827,59;822856;750322,23
2101509;25173,4;NA;20401;254;717;1899;480;1301;598;9;13;399;66;11;106;106;577;44;794;1233;2,28571429;3868;75;947;3342;842;3029630,18;4447;11184,09
2101608;134867,9;6203,2;26512;6973;2443;8243;13217;6586;1657;125;157;10163;43;20;103;103;2457;42;1207;8293;4,84307692;52100;5024;13426;8991;2362;16370518,14;52225;48731,24
2101707;5233,2;4817,7;5100;417;2454;8807;1108;5820;2987;7;7;1439;518;51;105;105;1820;108;1553;1776;0,01585289;6484;105;5050;20613;2402;2498307,24;15603;49071,16
2101731;491,1;NA;535;15;892;2699;873;2134;565;NA;NA;NA;8;1;3;3;476;20;564;NA;NA;1560;49;1383;3979;707;337011,91;2881;5237,95
2101772;6088,5;198,9;1010;525;125;464;856;350;114;16;27;NA;43;6;15;15;106;4;56;1253;32,50000000;7997;172;237;1392;197;1035439;5760;7479,35
2101806;51640,9;NA;34086;3501;363;1300;792;980;320;41;76;NA;62;12;16;16;184;10;197;3698;NA;9075;257;7319;9136;334;13329972,9;12036;10389,27
2101905;3778,7;770,9;2009;76;1746;4737;1133;2987;1750;8;11;1145;96;37;40;40;1297;2;1561;1717;1,50000000;5931;79;2702;9604;1942;2394610,74;12229;13761,94
2101939;11212,2;544,8;754;142;240;1130;317;633;497;15;15;NA;7;2;35;35;279;NA;223;NA;31,00000000;1631;331;278;311;435;2895203,01;4917;14717,73
2101970;16274,7;542,9;3204;134;185;571;411;496;75;12;15;NA;17;5;11;11;111;15;40;400;3,00000000;1646;246;210;825;173;63000;3249;4637,46
2102002;129102,1;9010,2;10456;9587;931;3940;7097;2826;1114;134;167;NA;40;11;39;39;495;13;524;10579;63,75000000;44103;2486;3758;3444;981;27514374,22;56059;73877,2
2102036;92489,8;8009,9;14425;14676;781;2499;5827;2007;492;155;246;17002;58;12;39;39;251;9;500;11475;35,76190476;52733;2018;8185;11379;741;12704399,51;66126;57012,83
2102077;31061,8;1330,1;1727;1587;721;3027;2138;2042;985;46;56;1044;22;7;27;27;989;6;597;3537;NA;13499;553;362;1927;887;2272949,56;29443;17428,41
2102101;57150,6;23946,7;54298;30304;2219;7394;2687;5660;1734;104;205;7829;275;68;67;67;1023;45;1403;30491;512,17391304;48868;2068;44055;58980;1967;24577096,17;62262;60166,85
2102150;54389,3;1959,6;5391;1152;657;3275;2796;2546;729;14;17;1086;6;1;16;16;422;14;464;1782;23,50000000;12457;2469;326;1141;662;3946025,72;20048;8462,23
2102200;35478,8;24209,3;35252;10914;2144;6447;1228;4761;1686;53;98;2041;165;16;48;48;745;20;1607;10222;1722,50000000;17614;82;15117;55645;2203;23140723,93;43954;38072,29
2102309;45400,2;5497,2;11369;3502;846;3147;1375;2613;534;48;60;2941;17;7;59;59;1135;24;586;4253;98,08333333;11904;746;6302;9834;836;9515704,15;19910;21325,28
2102325;85752,5;23796,2;44117;34370;827;5223;5102;3695;1528;105;159;9762;66;13;31;31;346;28;456;29233;21,23636364;78175;5785;62750;86233;815;72591532,81;124767;73680,79
2102358;51558,3;1213,8;2862;3083;573;1509;3556;1290;219;67;87;1685;108;42;92;92;118;47;400;5481;15,51315789;17824;673;683;3303;578;15218770,85;29779;18522,17
2102374;1236,7;513,5;1594;22;903;2843;62;1940;903;NA;NA;NA;4;2;39;39;735;3;220;379;Inf;826;42;722;6514;877;277546;5004;10961,09
2102408;9015,1;NA;2471;58;781;3157;335;2170;987;5;6;NA;0;NA;NA;NA;354;NA;686;346;Inf;1326;31;953;4195;768;190900;6575;6834,26
2102507;21457,6;709,5;4230;360;1154;5546;881;4102;1444;7;8;509;12;4;109;109;1176;7;696;817;1,62500000;3953;269;779;5709;1977;1982692,3;12877;20474,58
2102556;36865,1;12273;15507;9707;207;2327;23368;2164;163;109;135;10535;90;10;31;31;32;16;199;21979;574,28571429;94609;6483;48457;31012;207;12416739,27;87375;68337,76
2102606;13251,2;2934,9;9013;90;409;1503;549;1189;314;5;5;NA;11;NA;6;6;178;4;174;343;2,00000000;1911;23;631;3562;374;557082,48;6674;16843,18
2102705;13387,7;NA;5150;200;938;3432;609;2509;923;18;19;NA;28;17;54;54;740;8;468;489;NA;2418;313;966;3532;894;629748,72;7563;9497,68
2102754;29891,1;1017,4;6217;601;504;1925;1796;1486;439;23;28;NA;18;5;32;32;564;9;375;619;1,43243243;5943;210;575;2502;656;1747309,28;29368;19861,82
2102804;194646,6;23307,2;71262;57165;1244;4541;13013;3141;1400;190;295;NA;107;40;90;90;906;107;969;72554;284,77777778;129317;17354;63303;77402;1208;48094715,39;122114;96215,66
2102903;15790,8;2366,4;9891;66;379;1298;500;999;299;10;12;206;18;3;7;7;469;26;183;NA;NA;1829;183;421;2333;366;5916611,5;5949;24071,31
2103000;98294,9;13379,6;55744;4550;3836;10410;11141;7752;2658;106;140;5915;122;50;136;136;2888;93;3176;13471;6,77966102;37066;386;21626;31052;4004;19880797,5;55337;67054,47
2103109;809,8;507,3;979;18;401;970;135;669;301;NA;NA;NA;1;1;1;1;114;4;58;NA;NA;716;26;544;1999;366;1362545,24;1790;13456,66
2103125;339,4;329,6;273;20;367;923;87;663;260;3;3;87;4;1;1;1;179;3;82;176;NA;473;26;384;1378;272;431082,35;1512;4803,45
2103158;27128,6;989,3;5028;9;351;1202;46;788;414;8;9;NA;2;2;3;3;5;1;360;NA;NA;1405;38;129;333;146;1282857,36;5820;13685,29
2103174;47950,8;738,6;3170;963;513;1864;1219;1441;423;35;49;1574;17;1;11;11;111;4;391;1492;11,00000000;6845;582;235;772;508;6597155,51;9477;30569,83
2103208;97109,6;22687;90930;7079;4301;14103;2059;9662;4441;45;68;2285;81;48;75;75;2758;39;709;9517;277,66666667;19136;531;14124;32332;4009;7803848,71;29342;39514,63
2103257;77078,2;2589,8;4747;8285;812;2374;5673;1771;603;139;219;10708;168;37;104;104;195;23;661;11533;60,08823529;49665;1498;2464;5535;787;18500476,91;53242;33364,45
2103307;119402,5;11870,3;46909;1597;4757;12288;5176;8355;3933;88;96;2656;134;18;70;70;2297;48;3785;5124;21,15789474;24102;1161;5126;19299;3698;16138384,72;48005;43325,63
2103406;10788;6406,6;19255;1678;972;5686;19499;4732;954;34;40;2025;10;4;30;30;935;20;866;NA;522,66666667;27773;288;26213;54864;886;804188;53319;40976,46
2103505;30602,4;4352,7;12951;3349;1134;3222;1412;2460;762;39;44;2165;93;15;46;46;1078;19;996;4080;26,18181818;10958;205;3331;5498;992;14965437,5;13230;46161,49
2103554;16885;592,4;3964;221;386;1854;531;1557;297;5;6;168;20;5;14;14;260;7;305;457;NA;2015;103;491;2796;468;881171,07;5465;24545,42
2103604;52511,1;4577;23820;957;2784;7846;1477;5169;2677;38;44;NA;21;6;42;42;1854;10;2182;1434;NA;8020;412;2027;8452;2362;11466530,34;20561;25490,69
2103703;424,4;329,6;517;82;428;1408;124;1086;322;NA;3;87;25;5;20;20;285;33;181;NA;NA;790;27;522;1963;372;1787890,13;2290;36983,19
2103752;17162,2;484,7;835;1121;210;591;1063;476;115;39;55;NA;66;35;56;56;120;17;156;2209;68,00000000;8459;234;508;1092;214;2387798,05;31927;8638,84
2103802;15812,4;357,3;1676;950;309;1231;1739;917;314;24;26;NA;154;7;30;30;406;98;265;1734;2,41379310;6463;460;781;2549;600;3649291,97;9802;14081,4
2103901;1164,7;263,5;729;73;263;998;121;813;185;NA;NA;NA;2;1;25;25;220;3;246;NA;NA;740;39;481;1592;238;987760;3256;7858,77
2104008;22601,4;2034,7;4509;893;818;2994;2522;2203;791;11;11;1447;15;5;24;24;902;16;587;NA;15,23076923;11001;1149;1409;3688;1362;5049106,92;19494;15217,78
2104057;102501,1;3392;15206;8559;1327;4243;4588;2916;1327;170;231;11946;587;32;56;56;605;36;1157;10460;48,05555556;51577;1371;1901;3820;1299;29226219,27;81740;45247,03
2104073;64763,4;2044,9;11922;3750;1008;2682;2354;2068;614;44;71;2799;297;16;38;38;172;12;904;4647;28,84615385;20059;3851;2332;9235;998;11265210,61;25352;19931,85
2104081;47090,7;9677,6;34321;8985;751;3583;611;2191;1392;19;32;4851;43;5;6;6;659;3;453;9293;220,13043478;16072;112;13428;16050;733;14707321,72;30845;9754,18
2104099;120836,5;2690,4;22868;1668;1944;7258;2513;4586;2672;110;146;NA;539;11;38;38;706;6;1826;3179;83,66666667;15822;3072;2338;4068;1842;18635950,59;27965;33009,61
2104107;90729,8;13084,4;48802;13829;1083;4111;2795;2772;1339;132;212;5425;507;45;63;63;257;28;1015;14986;188,86363636;32066;2406;17946;36737;973;26673803,2;51786;42993,26
2104206;9798,7;893,3;2654;698;311;1387;564;1257;130;23;30;NA;23;6;19;19;49;2;190;1251;21,71428571;4003;230;857;1362;273;5116150,99;7044;16428,52
2104305;11611,3;440,1;4894;157;223;818;497;609;209;3;3;NA;10;3;8;8;66;9;50;336;0,07692308;1942;101;307;1714;209;175751,2;4558;11120,79
2104404;26887,2;1820,4;6440;396;512;2066;1054;1542;524;23;26;NA;48;15;18;18;397;22;393;1189;5,25000000;5859;548;938;3256;898;10154261,4;9409;10676,34
2104503;30693,8;384,2;1175;425;184;686;1012;514;172;27;28;NA;13;NA;13;13;103;4;125;495;NA;3779;458;136;691;378;3063371,98;7717;7686,17
2104552;26502;345,9;765;1072;307;852;3337;707;145;73;95;1139;48;29;40;40;53;41;285;3262;11,20000000;11348;226;432;175;308;5572381,04;18562;11188,32
2104602;43167,6;NA;10531;1680;1012;2974;1867;2229;745;59;86;1855;95;5;17;17;962;24;402;2171;12,35714286;8610;298;2365;8034;1045;8375490,92;18011;11374,09
2104628;7979,5;2433,5;5054;1678;179;559;1005;482;77;26;42;NA;31;5;12;12;59;4;119;1944;272,50000000;4457;32;2935;5030;160;5296418,44;8166;9783,37
2104651;40774,3;NA;1122;2079;252;1476;1679;1239;237;67;87;4171;19;6;23;23;90;4;215;3018;44,33333333;20377;625;156;434;310;3104216,16;24698;15385,22
2104677;28474,9;1537,4;10826;416;523;1922;1210;1540;382;31;34;NA;76;16;21;21;273;57;388;1464;1,09302326;7371;342;838;2374;490;2102030,59;7663;23620,9
2104701;12566,1;480,9;2657;317;333;1688;978;1407;281;6;6;NA;55;3;14;14;229;2;217;483;NA;2790;219;763;1801;424;1687608,51;5619;5656,25
2104800;260632,5;34614,9;250568;29203;3209;12919;27635;9556;3363;439;704;20253;468;181;177;177;1487;112;2409;28958;66,46067416;109576;4167;40963;65971;2929;65119293,95;157481;100182,6
2104909;659;368,6;504;46;444;2450;139;1772;678;NA;NA;54;11;8;11;11;453;11;311;194;0,00000000;778;55;610;2406;446;615624,94;1814;18444,77
2105005;14037,8;10611,5;13182;18;819;2900;139;2615;285;5;5;119;11;3;10;10;225;8;674;NA;NA;1783;100;1203;4966;834;871729,61;3768;13437,96
2105104;3393,4;1364,3;1535;33;1424;3989;124;2969;1020;5;7;97;14;5;9;9;1264;17;519;574;3,33333333;1505;241;1071;12658;1419;1801939,53;6542;18770,48
2105153;14663,4;NA;1142;323;306;1115;896;798;317;16;22;148;14;3;31;31;172;15;113;900;NA;3211;55;128;903;350;3058738;8284;18849,47
2105203;20350,8;756,3;4511;753;330;1269;1276;789;480;18;29;NA;20;7;29;29;127;6;301;1196;NA;5114;333;693;746;544;5844303,49;9589;11229,57
2105302;59313,7;2922,9;2381;11297;600;2344;17345;1885;459;100;164;28194;258;139;168;168;203;126;454;10254;11,95522388;83909;1692;774;2221;691;11291776,45;101234;33379,01
2105351;41788,4;NA;4741;1418;798;2529;1300;2186;343;15;16;NA;5;NA;14;14;773;7;354;1570;14,52173913;7469;458;378;2186;788;4873593,84;15779;10465,15
2105401;27859,6;12369,1;13640;217;2055;6874;2575;4783;2091;51;60;1255;74;20;67;67;830;33;1507;1929;39,00000000;8400;150;2241;10030;1815;2242899,71;12509;26766,79
2105427;143852,3;16823,9;79974;26398;640;2102;14047;1752;350;225;327;18582;82;44;63;63;691;33;293;29034;5,58114035;115919;3701;35476;60343;614;53356843,4;118614;72189,61
2105450;9994;2015;5038;1434;492;1913;455;1552;361;36;51;448;75;5;15;15;548;NA;301;1466;39,90909091;3479;84;2029;3888;429;2578531,84;6892;13433,48
2105476;37468,3;1477,4;5617;2602;928;2811;1940;2480;331;35;46;NA;11;3;26;26;689;10;499;2043;15,66666667;10655;1071;661;3405;867;11052368,64;19934;20108,18
2105500;71257;809,8;2585;4170;679;2099;5076;1676;423;111;141;3355;86;35;150;150;105;41;445;10486;395,75000000;35962;1525;266;1644;673;22839307,08;59303;25171,66
2105609;20969,3;1661,2;5328;831;799;2298;458;1669;629;7;7;NA;19;7;8;8;771;19;552;872;1,78571429;3540;267;625;2880;998;1998943,23;9507;15186,26
2105658;21066,7;NA;1031;196;195;600;476;495;105;15;19;NA;4;1;3;3;92;5;116;NA;NA;2578;366;63;271;194;1261143,31;5804;13637,91
2105708;66581,5;5886,2;4818;1067;938;4285;2445;2963;1322;31;39;1287;23;3;21;21;1380;9;765;2693;2,20000000;16324;1795;929;3222;989;14235652,16;32313;38322,4
2105807;15184,3;1092,8;3433;538;581;1814;737;1154;660;19;26;NA;25;12;33;33;348;8;476;941;18,25000000;3421;97;168;719;546;3293975,07;9921;9046,77
2105906;30725;NA;4790;1214;536;2252;2096;1644;608;32;37;NA;19;4;64;64;786;10;416;1799;Inf;8107;832;431;1793;598;3195376,98;21589;18252,79
2105922;39787,6;1459,2;7061;1093;988;3104;671;2241;863;22;34;1017;36;7;23;23;829;81;626;1607;130,33333333;6021;243;862;3534;970;6271914,82;8120;17155,29
2105948;9647,4;784,5;1547;523;469;1580;415;1027;553;8;13;NA;92;11;38;38;305;7;416;571;16,66666667;2390;66;538;2136;417;2600298,04;8636;16948,21
2105963;32646,4;1624;NA;871;569;2257;810;1655;602;9;9;NA;1;NA;4;4;587;NA;428;NA;33,66666667;4678;268;NA;NA;581;1530874,81;10819;11177,22
2105989;41373,7;NA;7306;3611;691;1624;2140;1317;307;65;90;1716;185;5;11;11;594;37;586;4010;6,81756757;11900;486;2741;4744;647;3147348,02;18276;17110,29
2106003;10607,2;1677,6;5605;272;655;2337;922;1709;628;11;14;336;48;6;29;29;685;12;527;655;2,44186047;3165;102;760;3345;663;1382656,09;7052;11952,09
2106102;145980,5;58030,2;113724;79821;573;2304;6919;1762;542;186;357;18256;87;36;65;65;656;16;357;74097;541,60416667;109151;1032;106109;197141;568;76906468,33;214878;97070,74
2106201;20137,8;537,5;10758;360;263;1004;435;822;182;6;7;NA;6;2;7;7;62;4;81;446;NA;2259;170;255;1503;259;701751,39;6151;7520,23
2106300;4071,5;615;736;662;848;1489;1226;1348;141;16;18;188;64;12;60;60;592;69;82;1677;0,55045872;4349;357;1624;6545;888;11993635,49;8014;19450,83
2106326;27112,9;381,4;1648;51;191;644;911;460;184;21;23;1357;14;2;5;5;68;3;172;1389;1,00000000;4665;149;312;425;159;805597,98;7745;18384,3
