municipio;ano;produto;tipo_agricultura;despesas_custeio;outras_despesas;juros;renda_fatores;despesas_pos_colheita
Ubiratã;2022;MILHO 2ª SAFRA;Agricultura Empresarial;4612.8;849.2700000000001;219.52;1067.97;
Ubiratã;2023;MILHO 2ª SAFRA;Agricultura Empresarial;4171.639999999999;781.21;261.69;3117.3900000000003;
Assis Chateaubriand;2019;MILHO 2ª SAFRA;Agricultura Familiar;2201.1;357.85;50.18494368978652;642.29;
Assis Chateaubriand;2020;MILHO 2ª SAFRA;Agricultura Familiar;2095.15;363.84;46.31;668.54;
Assis Chateaubriand;2021;MILHO 2ª SAFRA;Agricultura Familiar;2692.82;546.1;48.87;341.09;
Assis Chateaubriand;2022;MILHO 2ª SAFRA;Agricultura Familiar;4124.14;778.49;109.54;1112.19;
Assis Chateaubriand;2023;MILHO 2ª SAFRA;Agricultura Familiar;3420.0699999999997;686.8499999999999;116.53;3043.88;
Francisco Beltrão;2019;MILHO 2ª SAFRA;Agricultura Familiar;2183.75;514.5;61.02502295928557;589.15;
Francisco Beltrão;2020;MILHO 2ª SAFRA;Agricultura Familiar;2104.43;569.08;47.99;595.39;
Francisco Beltrão;2021;MILHO 2ª SAFRA;Agricultura Familiar;3050.09;687.86;36.0;217.28;
Francisco Beltrão;2022;MILHO 2ª SAFRA;Agricultura Familiar;5225.32;912.0;205.99;2111.66;
Francisco Beltrão;2023;MILHO 2ª SAFRA;Agricultura Familiar;4383.84;1066.08;151.53539870522582;4914.04347107438;
Vilhena;2015;MILHO 2ª SAFRA;Agricultura Empresarial;1266.26;306.07;56.21;108.81;
Vilhena;2016;MILHO 2ª SAFRA;Agricultura Empresarial;1326.31;272.32;58.56;151.56;
Vilhena;2017;MILHO 2ª SAFRA;Agricultura Empresarial;1257.8;317.22;60.43;163.5;
Vilhena;2018;MILHO 2ª SAFRA;Agricultura Empresarial;1327.16;225.84;56.7;147.44;
Vilhena;2019;MILHO 2ª SAFRA;Agricultura Empresarial;1493.71;240.3;52.95;113.0;
Assis;2019;MILHO 2ª SAFRA;Agricultura Familiar;1927.95;394.45;54.110508912133646;503.71000000000004;
Assis;2020;MILHO 2ª SAFRA;Agricultura Familiar;1824.26;402.78;53.09;503.55;
Assis;2021;MILHO 2ª SAFRA;Agricultura Familiar;2102.1000000000004;491.12;33.81;147.12;
Assis;2022;MILHO 2ª SAFRA;Agricultura Familiar;4506.26;663.3;204.6;509.49;
Assis;2023;MILHO 2ª SAFRA;Agricultura Familiar;3669.4700000000003;626.69;307.35;1733.81;
Pedro Afonso;2015;MILHO 2ª SAFRA;Agricultura Empresarial;1206.62;343.77;24.55;546.86;
Pedro Afonso;2016;MILHO 2ª SAFRA;Agricultura Empresarial;1352.33;384.9;27.46;610.06;
Pedro Afonso;2017;MILHO 2ª SAFRA;Agricultura Empresarial;1292.33;379.75;26.3;291.28;
Pedro Afonso;2018;MILHO 2ª SAFRA;Agricultura Empresarial;1255.19;359.65;25.46;270.2;
Pedro Afonso;2019;MILHO 2ª SAFRA;Agricultura Empresarial;1372.24;396.47;28.02;204.26;
Pedro Afonso;2020;MILHO 2ª SAFRA;Agricultura Empresarial;1491.69;417.67;16.0;233.36;
Pedro Afonso;2021;MILHO 2ª SAFRA;Agricultura Empresarial;1496.6299999999999;488.96;7.51;92.36;
Pedro Afonso;2022;MILHO 2ª SAFRA;Agricultura Empresarial;3482.37;615.79;92.69;262.09000000000003;
Pedro Afonso;2023;MILHO 2ª SAFRA;Agricultura Empresarial;3601.2300000000005;462.98;77.95;542.65;
Crateús;2023;MILHO 2ª SAFRA;Agricultura Empresarial;1291.4099999999999;76.99000000000001;47.46498857235648;117.23;
Marechal Cândido Rondon;2023;MILHO 2ª SAFRA;Agricultura Familiar;4248.679999999999;975.6899999999999;150.95628066785412;3410.24;
C. de Camaragibe;2009;CANA DE AÇÚCAR;Agricultura Empresarial;2433.3472881355933;;308.86676717242943;222.90811062869926;659.0894915254237
C. de Camaragibe;2010;CANA DE AÇÚCAR;Agricultura Empresarial;2392.1127118644067;;280.7504441407357;230.2504684402948;660.7013559322033
C. de Camaragibe;2011;CANA DE AÇÚCAR;Agricultura Empresarial;2377.43;;990.5385373116897;216.4;761.98
C. de Camaragibe;2012;CANA DE AÇÚCAR;Agricultura Empresarial;2652.72;;307.4138743462338;276.8305084745763;665.0477966101695
C. de Camaragibe;2013;CANA DE AÇÚCAR;Agricultura Empresarial;2772.6766101694916;;261.73526224963575;283.8805084745763;658.4894915254238
C. de Camaragibe;2014;CANA DE AÇÚCAR;Agricultura Empresarial;2742.407966101695;;383.3729434977355;30.508474576271183;699.1325423728814
C. de Camaragibe;2015;CANA DE AÇÚCAR;Agricultura Empresarial;2977.1718644067796;;442.2878303591326;30.508474576271183;784.0316949152541
C. de Camaragibe;2016;CANA DE AÇÚCAR;Agricultura Empresarial;3345.6896610169492;;285.9638222969677;30.508474576271183;842.4996610169491
S. M. dos Campos;2009;CANA DE AÇÚCAR;Agricultura Empresarial;2218.097391304348;;265.365439974358;455.92960250177475;215.95456521739132
S. M. dos Campos;2010;CANA DE AÇÚCAR;Agricultura Empresarial;2041.58347826087;;217.40901718027214;455.5456291455795;219.81934782608693
S. M. dos Campos;2011;CANA DE AÇÚCAR;Agricultura Empresarial;2124.7991304347825;;317.7115768930452;455.84;256.34021739130435
S. M. dos Campos;2012;CANA DE AÇÚCAR;Agricultura Empresarial;2381.7878260869566;;271.23100599490607;487.05;275.04282608695655
S. M. dos Campos;2013;CANA DE AÇÚCAR;Agricultura Empresarial;2578.893695652174;;233.52144916775796;488.11;261.00543478260875
S. M. dos Campos;2014;CANA DE AÇÚCAR;Agricultura Empresarial;2666.7278260869566;;342.74611774334335;488.79;256.4817391304348
S. M. dos Campos;2015;CANA DE AÇÚCAR;Agricultura Empresarial;2915.3726086956517;;389.2313186481402;489.2004347826087;260.39478260869566
S. M. dos Campos;2016;CANA DE AÇÚCAR;Agricultura Empresarial;2914.5126086956525;;573.6963160729504;489.55;313.46000000000004
S. M. dos Campos;2017;CANA DE AÇÚCAR;Agricultura Empresarial;2916.263653846154;;326.82947819675456;0.0;552.7701923076924
S. M. dos Campos;2018;CANA DE AÇÚCAR;Agricultura Empresarial;4362.997692307692;;226.41180567877336;767.075;459.37903846153847
S. M. dos Campos;2019;CANA DE AÇÚCAR;Agricultura Empresarial;4976.2940384615395;;266.0167333396088;798.6633653846154;462.21740384615384
S. M. dos Campos;2020;CANA DE AÇÚCAR;Agricultura Empresarial;5300.888942307693;;162.27854654752352;446.1408653846154;474.125576923077
S. M. dos Campos;2021;CANA DE AÇÚCAR;Agricultura Empresarial;7191.576653846154;;97.23979997563771;244.14538461538461;513.3035576923077
S. M. dos Campos;2022;CANA DE AÇÚCAR;Agricultura Empresarial;9886.452388461537;;902.612978400946;686.8385576923076;555.245
S. L. do Quitunde;2017;CANA DE AÇÚCAR;Agricultura Empresarial;2919.1593749999997;;330.71791203482394;0.0;553.0975000000001
S. L. do Quitunde;2018;CANA DE AÇÚCAR;Agricultura Empresarial;3095.4514285714286;;178.95181101375968;0.0;493.7819642857143
S. L. do Quitunde;2019;CANA DE AÇÚCAR;Agricultura Empresarial;3086.960714285715;;184.34709556910138;0.0;510.37999999999994
S. L. do Quitunde;2020;CANA DE AÇÚCAR;Agricultura Empresarial;3291.2500892857142;;110.93850633279779;0.0;520.2041964285714
S. L. do Quitunde;2021;CANA DE AÇÚCAR;Agricultura Empresarial;3538.8548214285706;;61.48019571309386;0.0;553.2425892857143
S. L. do Quitunde;2022;CANA DE AÇÚCAR;Agricultura Empresarial;4901.676696428571;;513.3696784529548;0.0;642.9078571428572
Abaira;2009;CANA DE AÇÚCAR;Agricultura Familiar;3494.953636363636;;111.7757086999511;240.0;147.6
Abaira;2010;CANA DE AÇÚCAR;Agricultura Familiar;4359.714545454545;;128.51475139179615;;147.6
Abaira;2011;CANA DE AÇÚCAR;Agricultura Familiar;4364.124545454545;;153.38844372598138;;147.6
Abaira;2012;CANA DE AÇÚCAR;Agricultura Familiar;5133.243636363637;;157.282841131419;;311.3181818181818
Abaira;2013;CANA DE AÇÚCAR;Agricultura Familiar;5645.8;;148.7592726692201;;475.03636363636366
Abaira;2014;CANA DE AÇÚCAR;Agricultura Familiar;6325.671818181819;;238.8520312014267;;475.03636363636366
São Benedito;2015;CANA DE AÇÚCAR;Agricultura Familiar;4079.0414285714282;;410.573428265928;234.3;133.0
São Benedito;2016;CANA DE AÇÚCAR;Agricultura Familiar;4349.775000000001;;466.9826508443747;268.24285714285713;214.19606030040694
São Benedito;2017;CANA DE AÇÚCAR;Agricultura Familiar;4596.410714285714;;444.42085079750984;;279.00601575678627
São Benedito;2018;CANA DE AÇÚCAR;Agricultura Familiar;4825.2699999999995;;547.5913551187741;208.13;158.92857142857142
C. do Mato Dentro;2008;CANA DE AÇÚCAR;Agricultura Familiar;1984.2227586206895;;246.46619198368694;;0.0
C. do Mato Dentro;2009;CANA DE AÇÚCAR;Agricultura Familiar;2040.2817733990146;;227.5937630341905;;0.0
C. do Mato Dentro;2010;CANA DE AÇÚCAR;Agricultura Familiar;2514.023793103448;;252.44016655703828;;0.0
C. do Mato Dentro;2011;CANA DE AÇÚCAR;Agricultura Familiar;2468.411773399015;;267.2146557894434;;0.0
C. do Mato Dentro;2012;CANA DE AÇÚCAR;Agricultura Familiar;2875.3743349753695;;264.6728316248975;;79.87738916256158
C. do Mato Dentro;2013;CANA DE AÇÚCAR;Agricultura Familiar;3131.240197044335;;283.5427554177877;;84.08029556650247
C. do Mato Dentro;2014;CANA DE AÇÚCAR;Agricultura Familiar;3422.3974876847296;;430.04938547485517;;46.2452709359606
C. do Mato Dentro;2015;CANA DE AÇÚCAR;Agricultura Familiar;3646.706847290641;;435.19822494349376;;46.2452709359606
C. do Mato Dentro;2016;CANA DE AÇÚCAR;Agricultura Familiar;3862.201625615763;;514.9844790819859;;50.44817733990148
S. J. Evangelista;2008;CANA DE AÇÚCAR;Agricultura Familiar;1483.5207692307692;;81.38530526698113;;145.0
S. J. Evangelista;2009;CANA DE AÇÚCAR;Agricultura Familiar;1847.6284615384618;;89.06477087096788;;162.73846153846154
S. J. Evangelista;2010;CANA DE AÇÚCAR;Agricultura Familiar;1853.2984615384617;;86.74833890836237;89.99999999999999;130.61538461538464
S. J. Evangelista;2011;CANA DE AÇÚCAR;Agricultura Familiar;1993.7238461538461;;104.02074432971327;;130.61538461538464
S. J. Evangelista;2012;CANA DE AÇÚCAR;Agricultura Familiar;1977.3620512820517;;89.65865927461351;154.6153846153846;171.12820512820514
S. J. Evangelista;2013;CANA DE AÇÚCAR;Agricultura Familiar;2237.894871794872;;96.80901707903809;154.6153846153846;176.55461538461537
S. J. Evangelista;2014;CANA DE AÇÚCAR;Agricultura Familiar;2631.6356410256403;;132.36309078936713;;182.2625641025641
S. J. Evangelista;2015;CANA DE AÇÚCAR;Agricultura Familiar;2865.2130769230766;;112.30955611552709;154.6153846153846;172.21410256410257
S. J. Evangelista;2016;CANA DE AÇÚCAR;Agricultura Familiar;3317.0879487179486;;155.42806092153467;154.6153846153846;185.04615384615386
S. J. Evangelista;2017;CANA DE AÇÚCAR;Agricultura Familiar;3667.41375;;190.4947526047383;0.0;372.877
S. J. Evangelista;2018;CANA DE AÇÚCAR;Agricultura Familiar;3667.41375;;190.4947526047383;0.0;372.877
S. J. Evangelista;2019;CANA DE AÇÚCAR;Agricultura Familiar;3852.20125;;171.009971212911;0.0;416.61100000000005
S. J. Evangelista;2020;CANA DE AÇÚCAR;Agricultura Familiar;3828.1012499999997;;165.40621117096933;0.0;367.79724999999996
S. J. Evangelista;2021;CANA DE AÇÚCAR;Agricultura Familiar;5523.361999999999;;190.52628396465045;0.0;416.72525
S. J. Evangelista;2022;CANA DE AÇÚCAR;Agricultura Familiar;6261.40725;;291.34416842448064;0.0;446.86275
S. J. Evangelista;2023;CANA DE AÇÚCAR;Agricultura Familiar;6567.598;;416.18367157703676;0.0;449.5195
V. do Rio Branco;2008;CANA DE AÇÚCAR;Agricultura Familiar;1992.4643283582088;;219.8511729971275;;1117.7014925373135
V. do Rio Branco;2009;CANA DE AÇÚCAR;Agricultura Familiar;2623.8280597014923;;233.63555430530616;;1117.7014925373135
V. do Rio Branco;2010;CANA DE AÇÚCAR;Agricultura Familiar;2294.428656716418;;191.92789691018513;214.68701492537315;1117.7014925373135
V. do Rio Branco;2011;CANA DE AÇÚCAR;Agricultura Familiar;2361.9076119402985;;228.8008368983704;;1117.7014925373135
V. do Rio Branco;2012;CANA DE AÇÚCAR;Agricultura Familiar;2633.4937313432833;;270.77159548280156;218.43477611940298;1365.8216417910448
V. do Rio Branco;2013;CANA DE AÇÚCAR;Agricultura Familiar;2998.3002985074627;;219.89396217494595;226.3976119402985;1511.1895522388058
V. do Rio Branco;2014;CANA DE AÇÚCAR;Agricultura Familiar;2998.3002985074627;;219.89396217494595;226.3976119402985;1511.1895522388058
V. do Rio Branco;2015;CANA DE AÇÚCAR;Agricultura Familiar;3328.8328358208955;;299.18009400053046;228.73880597014926;1542.9811940298507
V. do Rio Branco;2016;CANA DE AÇÚCAR;Agricultura Familiar;3689.2652238805967;;341.2671960996404;242.795223880597;1625.9388059701491
V. do Rio Branco;2017;CANA DE AÇÚCAR;Agricultura Familiar;3242.642807017544;;307.79469158010596;;1587.4029824561405
V. do Rio Branco;2018;CANA DE AÇÚCAR;Agricultura Familiar;3502.475438596492;;197.82851626507002;0.0;1678.9098245614032
V. do Rio Branco;2019;CANA DE AÇÚCAR;Agricultura Familiar;3822.5968421052626;;207.94492894682094;0.0;2027.2168421052631
V. do Rio Branco;2020;CANA DE AÇÚCAR;Agricultura Familiar;4226.392631578947;;160.00475541544728;0.0;2056.736842105263
V. do Rio Branco;2021;CANA DE AÇÚCAR;Agricultura Familiar;4600.569298245614;;113.91214691644858;0.0;2003.6052631578943
V. do Rio Branco;2022;CANA DE AÇÚCAR;Agricultura Familiar;6174.422456140351;;550.343967289929;0.0;2075.0263157894738
Ribeirão;2008;CANA DE AÇÚCAR;Agricultura Empresarial;2163.49717085119;;298.099195787897;227.967591347453;533.723211879975
Ribeirão;2009;CANA DE AÇÚCAR;Agricultura Empresarial;2243.60233619106;;270.439501600459;205.748008392632;652.498107777097
Ribeirão;2010;CANA DE AÇÚCAR;Agricultura Empresarial;2187.81989589712;;255.467656220457;205.206865700577;657.420740967544
Ribeirão;2011;CANA DE AÇÚCAR;Agricultura Empresarial;2262.69029393754;;300.432802159926;204.123505817514;652.498107777097
Ribeirão;2012;CANA DE AÇÚCAR;Agricultura Empresarial;2293.59539497857;;274.061312961364;194.632388242498;832.769102878139
Ribeirão;2013;CANA DE AÇÚCAR;Agricultura Empresarial;2497.64315370484;;263.837960720035;196.347464788732;864.886576852419
Ribeirão;2015;CANA DE AÇÚCAR;Agricultura Empresarial;1691.78;;82.0851439789592;196.347464788732;533.74
Ribeirão;2016;CANA DE AÇÚCAR;Agricultura Empresarial;2518.70372881356;;456.866909716798;246.70406779661;950.482372881356
Ribeirão;2017;CANA DE AÇÚCAR;Agricultura Empresarial;2817.83847457627;;430.297659388013;257.897118644068;921.544745762712
Ribeirão;2018;CANA DE AÇÚCAR;Agricultura Empresarial;2911.01966101695;;281.127376195112;259.529661016949;894.620677966102
Ribeirão;2019;CANA DE AÇÚCAR;Agricultura Empresarial;3111.62;;279.6462615289427;229.54898305084748;915.0076271186441
Ribeirão;2020;CANA DE AÇÚCAR;Agricultura Empresarial;3210.442881355932;;206.05723858790836;130.59813559322035;748.8981355932203
Ribeirão;2021;CANA DE AÇÚCAR;Agricultura Empresarial;3616.2613559322035;;163.20065242828073;86.32016949152542;863.4827118644068
Ribeirão;2022;CANA DE AÇÚCAR;Agricultura Empresarial;5092.724237288136;;612.9669721268319;93.95186440677966;1104.364915254237
C. dos Goytacazes;2011;CANA DE AÇÚCAR;Agricultura Empresarial;2477.6079852872235;;321.0425621033757;321.0;516.9596783383217
C. dos Goytacazes;2012;CANA DE AÇÚCAR;Agricultura Empresarial;2619.840120803433;;245.48025292053154;;591.3679867296527
C. dos Goytacazes;2013;CANA DE AÇÚCAR;Agricultura Empresarial;2904.1971822148494;;235.09867374694295;;602.511316937723
C. dos Goytacazes;2014;CANA DE AÇÚCAR;Agricultura Empresarial;3031.3498359236955;;351.2906928268013;;687.8011085067254
C. dos Goytacazes;2015;CANA DE AÇÚCAR;Agricultura Empresarial;3754.9456171793295;;561.7232442313044;323.6441725866359;621.0721798709026
C. dos Goytacazes;2016;CANA DE AÇÚCAR;Agricultura Empresarial;4174.199246691429;;635.6293803291134;338.4;759.6182550214562
Penápolis;2011;CANA DE AÇÚCAR;Agricultura Familiar;1728.2559365417944;;159.08746059195573;510.0;0.0
Penápolis;2012;CANA DE AÇÚCAR;Agricultura Familiar;1671.9936515131317;;154.80339458090884;510.0;0.0
Penápolis;2013;CANA DE AÇÚCAR;Agricultura Familiar;2201.7944274096785;;128.58499479978838;;0.0
Penápolis;2014;CANA DE AÇÚCAR;Agricultura Familiar;2211.7618104252765;;182.3742415832994;727.5;0.0
Penápolis;2015;CANA DE AÇÚCAR;Agricultura Familiar;2095.872251699773;;205.74112877103647;727.5;0.0
Penápolis;2016;CANA DE AÇÚCAR;Agricultura Familiar;2419.4445233968804;;212.0071585892874;;0.0
Penápolis;2017;CANA DE AÇÚCAR;Agricultura Familiar;2365.302041726807;;327.29309376570006;985.9316415168613;159.3711284608319
Penápolis;2018;CANA DE AÇÚCAR;Agricultura Familiar;2385.4751056291825;;220.7048470747528;452.71468836110745;121.28936097624984
Penápolis;2019;CANA DE AÇÚCAR;Agricultura Familiar;2437.456395486156;;200.29324928165272;801.7829930455321;125.95227135546516
Penápolis;2020;CANA DE AÇÚCAR;Agricultura Familiar;2482.366987272011;;155.83055751746036;380.3020089227135;141.62626164545335
Penápolis;2021;CANA DE AÇÚCAR;Agricultura Familiar;2514.4136478152473;;116.01953019021714;233.52767090932946;181.80054848445081
Penápolis;2022;CANA DE AÇÚCAR;Agricultura Familiar;4658.858964702794;;465.99888302455105;599.699695578008;275.93260464505966
