Municipio;Qtde;Principal
5203906;680000;Cana-de-acucar
5203962;91377;Milho
5204003;731000;Cana-de-acucar
5204201;14000;Batata
5204409;39840;Milho
5204607;48000;Milho
5204656;996880;Cana-de-acucar
5204904;192420;Milho
5205000;126000;Soja
5205059;1361800;Cana-de-acucar
5205109;707000;Cana-de-acucar
5205208;107450;Uva
5205307;7920;Mandioca
5205901;11760;Trigo
5206305;1572525;Cana-de-acucar
5206404;847450;Cana-de-acucar
5206503;1422000;Cana-de-acucar
5206602;157904;Soja
5206800;83100;Soja
5206909;5443200;Cana-de-acucar
5207105;892500;Cana-de-acucar
5207535;3842000;Cana-de-acucar
5207808;2535000;Cana-de-acucar
5207907;63480;Arroz
5208152;1320000;Cana-de-acucar
5208509;3840;Feijao
5208707;817120;Cana-de-acucar
5208905;2625000;Cana-de-acucar
5209150;1368000;Cana-de-acucar
5209200;4791;Mandioca
5209291;733000;Cana-de-acucar
5209408;127096;Milho
5209606;66780;Laranja
5209952;99282;Soja
5210000;620500;Cana-de-acucar
5210109;2200500;Cana-de-acucar
5210307;1600000;Cana-de-acucar
5210802;506671;Soja
5211008;935610;Cana-de-acucar
5211206;1260000;Cana-de-acucar
5211305;2640000;Cana-de-acucar
5211404;720000;Cana-de-acucar
5211602;898560;Cana-de-acucar
5211800;129026;Milho
5212055;3525;Fumo
5212204;220500;Milho
5212253;113112;Soja
5212709;3612;Feijao
5212808;2208793;Cana-de-acucar
5213004;79200;Soja
5213087;18088;Mandioca
5213103;600566;Cana-de-acucar
5213400;640000;Cana-de-acucar
5213509;873000;Cana-de-acucar
5214002;148770;Soja
5214101;780000;Cana-de-acucar
5214408;33600;Mandioca
5214507;14708;Café
5214838;103840;Soja
5214861;1743000;Cana-de-acucar
5214903;9075;Mandioca
5215256;1717575;Cana-de-acucar
5215405;40864;Uva
5215504;1926;Feijao
5215652;1780000;Cana-de-acucar
5215702;10755;Feijao
5215801;230100;Soja
5215900;2931;Feijao
5216007;1690000;Cana-de-acucar
5216304;2032500;Cana-de-acucar
5216403;1750000;Cana-de-acucar
5217203;1310955;Cana-de-acucar
5217302;31800;Milho
5217401;722500;Cana-de-acucar
5217609;4008;Feijao
5217708;900000;Cana-de-acucar
5218003;87258;Soja
5218300;1056000;Cana-de-acucar
5218391;31200;Batata
5218508;80703;Soja
5218607;670000;Cana-de-acucar
5218789;2009600;Cana-de-acucar
5218904;9515;Mandioca
5219100;3040000;Cana-de-acucar
5219209;50000;Batata
5219258;63000;Soja
5219308;130238;Milho
5219357;122100;Milho
5219407;1118260;Cana-de-acucar
5219506;748000;Cana-de-acucar
5219605;131220;Milho
5219712;3798;Feijao
5219753;622544;Cana-de-acucar
5219803;1360000;Cana-de-acucar
5220009;2440;Fumo
5220058;368880;Soja
5220108;32200;Milho
5220157;1546380;Cana-de-acucar
5220280;347900;Soja
5220454;1570;Feijao
5220603;2310000;Cana-de-acucar
5220702;2240000;Cana-de-acucar
5221080;140598;Soja
5221304;872200;Cana-de-acucar
5221403;3102500;Cana-de-acucar
5221452;1270800;Milho
5221551;1169950;Cana-de-acucar
5221601;1078000;Cana-de-acucar
5221809;219119;Milho
5221858;722500;Cana-de-acucar
5222054;5000;Mandioca
